datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-09-01 00:00:00,2023-09-03 15:38:40,3.0,4.244094574915113,300.8025284913515,285.3195962068916,20.108858869726824,3.0516276992697348e-05,9644.34057,49801.118,5851.56126,2584.72412,7377.49969,2277.51992,14.89019
2023-09-01 01:00:00,2023-09-03 15:38:40,3.0,4.244094574915113,300.8025284913515,285.3195962068916,20.108858869726824,3.0516276992697348e-05,9424.62064,43200.13484,6083.97014,2585.04576,2509.13997,2271.67003,14.84352
2023-09-01 02:00:00,2023-09-03 15:38:40,3.0,4.244094574915113,300.8025284913515,285.3195962068916,20.108858869726824,3.0516276992697348e-05,9125.91457,38312.21498,6464.20811,2587.22301,80.86,2204.13,14.30472
2023-09-01 03:00:00,2023-09-03 15:38:40,3.0,4.244094574915113,300.8025284913515,285.3195962068916,20.108858869726824,3.0516276992697348e-05,8815.06581,32728.26904,7114.34094,2589.89427,0.0,2128.92008,13.70473
2023-09-01 04:00:00,2023-09-03 15:38:40,3.0,3.876721347807384,298.67803012618697,285.66030068561275,20.108858869726824,3.0516276992697348e-05,8350.23201,30656.50136,7588.36325,2592.06881,0.0,2020.89007,12.84292
2023-09-01 05:00:00,2023-09-03 15:38:40,3.0,3.876721347807384,298.67803012618697,285.66030068561275,20.108858869726824,3.0516276992697348e-05,7722.54522,32555.56525,8054.08309,2597.34527,0.0,1923.26006,12.06408
2023-09-01 06:00:00,2023-09-03 15:38:40,3.0,3.876721347807384,298.67803012618697,285.66030068561275,20.108858869726824,3.0516276992697348e-05,7329.74007,30963.80857,8334.91187,2599.13416,0.0,1859.33003,11.55407
2023-09-01 07:00:00,2023-09-03 15:38:40,3.0,3.130517528964911,297.02373401964985,285.840505031828,10.05447898617931,3.0516276992697348e-05,7032.1257,21522.16079,8368.4598,2595.89871,0.0,1776.29996,10.8917
2023-09-01 08:00:00,2023-09-03 15:38:40,3.0,3.130517528964911,297.02373401964985,285.840505031828,10.05447898617931,3.0516276992697348e-05,6601.66289,5187.92134,8113.95437,2596.95062,0.0,1759.29004,10.756
2023-09-01 09:00:00,2023-09-03 15:38:40,3.0,3.130517528964911,297.02373401964985,285.840505031828,10.05447898617931,3.0516276992697348e-05,6174.07175,0.0,7979.35775,2595.5933,0.0,1741.68998,10.6156
2023-09-01 10:00:00,2023-09-03 15:38:40,3.0,2.691901364708431,295.83836592544424,285.9352235711078,0.0,0.0023928948211294,5830.65302,0.0,8019.08341,2595.9712,0.0,1729.32001,10.51692
2023-09-01 11:00:00,2023-09-03 15:38:40,3.0,2.691901364708431,295.83836592544424,285.9352235711078,0.0,0.0023928948211294,5972.13824,0.0,7702.53583,2600.74085,0.0,1699.11998,10.276
2023-09-01 12:00:00,2023-09-03 15:38:40,3.0,2.691901364708431,295.83836592544424,285.9352235711078,0.0,0.0023928948211294,6256.44173,0.0,7237.39907,2604.81084,0.0,1629.37998,9.71964
2023-09-01 13:00:00,2023-09-03 15:38:40,3.0,3.599873711911621,301.548213719339,286.10574067101845,0.0062791112764828,0.0037310527205228,6768.79638,6043.0752,6973.91581,2608.73309,381.11,1536.37,8.97766
2023-09-01 14:00:00,2023-09-03 15:38:40,3.0,3.599873711911621,301.548213719339,286.10574067101845,0.0062791112764828,0.0037310527205228,7362.31389,10778.22909,6722.21367,2611.55758,3483.71018,1438.89996,8.20009
2023-09-01 15:00:00,2023-09-03 15:38:40,3.0,3.599873711911621,301.548213719339,286.10574067101845,0.0062791112764828,0.0037310527205228,8042.3784,8639.38999,6701.32586,2616.49988,7934.79983,1383.56001,7.75861
2023-09-01 16:00:00,2023-09-03 15:38:40,3.0,3.814684877861315,306.4000840420433,284.94954483139065,232.36369346973063,0.0057638352258131,8573.63888,4536.66309,6736.633,2622.4564,10322.42961,1425.77996,8.09542
2023-09-01 17:00:00,2023-09-03 15:38:40,3.0,3.814684877861315,306.4000840420433,284.94954483139065,232.36369346973063,0.0057638352258131,9128.55191,3561.99152,6703.4327,2625.61097,11164.56995,1559.17998,9.15962
2023-09-01 18:00:00,2023-09-03 15:38:40,3.0,3.814684877861315,306.4000840420433,284.94954483139065,232.36369346973063,0.0057638352258131,9637.81844,4538.86283,6633.50572,2628.1072,11368.91975,1754.56997,10.71835
2023-09-01 19:00:00,2023-09-03 15:38:40,3.0,4.552072502710354,308.1595132585361,283.0199956270532,508.7757894119948,0.0068190982986075,10094.81951,9215.97625,6537.38465,2631.09298,11103.44981,1988.59993,12.58533
2023-09-01 20:00:00,2023-09-03 15:38:40,3.0,4.552072502710354,308.1595132585361,283.0199956270532,508.7757894119948,0.0068190982986075,10165.39548,23547.7695,6650.24547,2635.54411,10718.46021,2215.57996,14.39606
2023-09-01 21:00:00,2023-09-03 15:38:40,3.0,4.552072502710354,308.1595132585361,283.0199956270532,508.7757894119948,0.0068190982986075,10129.80019,37843.20352,6900.32404,2640.05122,10245.97969,2390.01008,15.78758
2023-09-01 22:00:00,2023-09-03 15:38:40,3.0,5.1551066073395,306.25215638565544,283.2729329019294,896.4654911987484,0.0082606619437221,9993.62052,47989.39087,7542.51555,2645.82045,9579.07996,2505.20006,16.70651
2023-09-01 23:00:00,2023-09-03 15:38:40,3.0,5.1551066073395,306.25215638565544,283.2729329019294,896.4654911987484,0.0082606619437221,9785.99137,48324.85428,8332.05927,2652.29289,8326.79964,2496.77004,16.63926
2023-09-02 00:00:00,2023-09-03 15:38:40,3.0,5.1551066073395,306.25215638565544,283.2729329019294,896.4654911987484,0.0082606619437221,10062.46844,55558.46601,10652.16113,2626.05612,126.08512,17132.892,10.5266
2023-09-02 01:00:00,2023-09-03 15:38:40,3.0,4.679481023905323,300.8390004559061,284.1191645683043,681.970590485126,0.0086026629171254,9821.22112,51736.77426,10878.96862,2626.34026,148.56378,15652.10969,14.67754
2023-09-02 02:00:00,2023-09-03 15:38:40,3.0,4.679481023905323,300.8390004559061,284.1191645683043,681.970590485126,0.0086026629171254,9495.40429,46407.63522,11042.56857,2628.48596,134.66302,14298.91112,16.19791
2023-09-02 03:00:00,2023-09-03 15:38:40,3.0,4.679481023905323,300.8390004559061,284.1191645683043,681.970590485126,0.0086026629171254,9160.27434,39128.72429,11473.65624,2631.06331,135.02128,12918.60555,20.2701
2023-09-02 04:00:00,2023-09-03 15:38:40,3.0,3.973212371747516,298.65896560252963,285.05972561202304,19.710831805771885,0.0086026629171254,8649.16259,34227.64864,11741.91319,2633.17078,129.85429,11481.50044,18.3159
2023-09-02 05:00:00,2023-09-03 15:38:40,3.0,3.973212371747516,298.65896560252963,285.05972561202304,19.710831805771885,0.0086026629171254,7947.289,31595.56144,12000.43979,2638.50809,29.0661,10312.13429,17.80127
2023-09-02 06:00:00,2023-09-03 15:38:40,3.0,3.973212371747516,298.65896560252963,285.05972561202304,19.710831805771885,0.0086026629171254,7489.90485,25227.80687,12114.35304,2640.54219,25.97674,9589.51164,18.10857
2023-09-02 07:00:00,2023-09-03 15:38:40,3.0,2.943168402183104,297.00157878907044,285.60431294890896,9.855342657871528,0.0101307132924111,7134.07787,13577.96156,12092.63793,2637.42437,30.06472,9143.39325,16.38273
2023-09-02 08:00:00,2023-09-03 15:38:40,3.0,2.943168402183104,297.00157878907044,285.60431294890896,9.855342657871528,0.0101307132924111,6638.58001,165.11402,11860.1674,2638.45843,44.11312,9069.32125,13.60592
2023-09-02 09:00:00,2023-09-03 15:38:40,3.0,2.943168402183104,297.00157878907044,285.60431294890896,9.855342657871528,0.0101307132924111,6145.6788,0.0,11574.44719,2636.9822,36.16983,9492.58515,16.81207
2023-09-02 10:00:00,2023-09-03 15:38:40,3.0,2.3182610020816066,295.8948723058925,285.8526550578474,0.0,0.0348552325319469,5741.87703,0.0,11374.68854,2637.25764,82.65919,10180.28507,19.01329
2023-09-02 11:00:00,2023-09-03 15:38:40,3.0,2.3182610020816066,295.8948723058925,285.8526550578474,0.0,0.0348552325319469,5875.60213,0.0,10915.93235,2641.87541,83.08862,11138.79976,19.74207
2023-09-02 12:00:00,2023-09-03 15:38:40,3.0,2.3182610020816066,295.8948723058925,285.8526550578474,0.0,0.0348552325319469,6167.53559,0.0,10427.01462,2645.85337,76.76512,12102.70832,18.77173
2023-09-02 13:00:00,2023-09-03 15:38:40,3.0,2.5549263298949665,301.83627260480705,286.0468979438243,0.004763502275889,0.0778205468390487,6713.33862,0.0,10040.38255,2649.68439,82.61655,13230.66196,16.16499
2023-09-02 14:00:00,2023-09-03 15:38:40,3.0,2.5549263298949665,301.83627260480705,286.0468979438243,0.004763502275889,0.0778205468390487,7363.3007,0.0,9555.56075,2652.50397,88.77527,14312.15891,13.02991
