datetime,nuclear_actual,avg_nuclear_production_forecast
2020-01-01T00:00:00.000000000,3309.0,3355.8677
2020-01-01T01:00:00.000000000,3305.0,3356.1616
2020-01-01T02:00:00.000000000,3317.0,3327.3477
2020-01-01T03:00:00.000000000,3324.0,3349.6597
2020-01-01T04:00:00.000000000,3308.0,3341.8672
2020-01-01T05:00:00.000000000,3325.0,3351.6323
2020-01-01T06:00:00.000000000,3341.0,3364.9329
2020-01-01T07:00:00.000000000,3316.0,3340.903
2020-01-01T08:00:00.000000000,3311.0,3362.7068
2020-01-01T09:00:00.000000000,3342.0,3366.7925
2020-01-01T10:00:00.000000000,3342.0,3365.8481
2020-01-01T11:00:00.000000000,3345.0,3385.6099
2020-01-01T12:00:00.000000000,3332.0,3366.871
2020-01-01T13:00:00.000000000,3328.0,3374.4036
2020-01-01T14:00:00.000000000,3334.0,3369.714
2020-01-01T15:00:00.000000000,3336.0,3366.9185
2020-01-01T16:00:00.000000000,3353.0,3365.0042
2020-01-01T17:00:00.000000000,3340.0,3357.8906
2020-01-01T18:00:00.000000000,3330.0,3357.2795
2020-01-01T19:00:00.000000000,3355.0,3387.8743
2020-01-01T20:00:00.000000000,3344.0,3363.905
2020-01-01T21:00:00.000000000,3358.0,3356.3555
2020-01-01T22:00:00.000000000,3346.0,3344.7053
2020-01-01T23:00:00.000000000,3344.0,3341.6003
2020-01-02T00:00:00.000000000,3321.0,3366.32
2020-01-02T01:00:00.000000000,3312.0,3365.1511
2020-01-02T02:00:00.000000000,3313.0,3335.0938
2020-01-02T03:00:00.000000000,3308.0,3359.6177
2020-01-02T04:00:00.000000000,3306.0,3351.4185
2020-01-02T05:00:00.000000000,3297.0,3359.0461
2020-01-02T06:00:00.000000000,3340.0,3375.4685
2020-01-02T07:00:00.000000000,3323.0,3348.8171
2020-01-02T08:00:00.000000000,3329.0,3370.5688
2020-01-02T09:00:00.000000000,3353.0,3374.945
2020-01-02T10:00:00.000000000,3354.0,3373.9734
2020-01-02T11:00:00.000000000,3345.0,3393.3386
2020-01-02T12:00:00.000000000,3376.0,3376.4285
2020-01-02T13:00:00.000000000,3330.0,3384.9656
2020-01-02T14:00:00.000000000,3333.0,3377.6768
2020-01-02T15:00:00.000000000,3315.0,3377.2375
2020-01-02T16:00:00.000000000,3334.0,3373.303
2020-01-02T17:00:00.000000000,3317.0,3364.5415
2020-01-02T18:00:00.000000000,3314.0,3366.9846
2020-01-02T19:00:00.000000000,3341.0,3397.1082
2020-01-02T20:00:00.000000000,3367.0,3373.9048
2020-01-02T21:00:00.000000000,3387.0,3364.499
2020-01-02T22:00:00.000000000,3388.0,3352.9365
2020-01-02T23:00:00.000000000,3364.0,3349.7227
2020-01-03T00:00:00.000000000,3313.0,3376.558
2020-01-03T01:00:00.000000000,3315.0,3375.4385
2020-01-03T02:00:00.000000000,3304.0,3344.8015
2020-01-03T03:00:00.000000000,3307.0,3369.1018
2020-01-03T04:00:00.000000000,3304.0,3359.3765
2020-01-03T05:00:00.000000000,3296.0,3368.876
2020-01-03T06:00:00.000000000,3335.0,3385.408
2020-01-03T07:00:00.000000000,3300.0,3357.9375
2020-01-03T08:00:00.000000000,3321.0,3382.3008
2020-01-03T09:00:00.000000000,3346.0,3386.1426
2020-01-03T10:00:00.000000000,3331.0,3385.0918
2020-01-03T11:00:00.000000000,3369.0,3404.8887
2020-01-03T12:00:00.000000000,3370.0,3385.7117
2020-01-03T13:00:00.000000000,3342.0,3394.5789
2020-01-03T14:00:00.000000000,3346.0,3387.947
2020-01-03T15:00:00.000000000,3339.0,3385.0337
2020-01-03T16:00:00.000000000,3340.0,3385.192
2020-01-03T17:00:00.000000000,3340.0,3375.3247
2020-01-03T18:00:00.000000000,3331.0,3376.2156
2020-01-03T19:00:00.000000000,3335.0,3409.034
2020-01-03T20:00:00.000000000,3329.0,3382.8987
2020-01-03T21:00:00.000000000,3339.0,3374.6562
2020-01-03T22:00:00.000000000,3369.0,3361.863
2020-01-03T23:00:00.000000000,3341.0,3358.206
2020-01-04T00:00:00.000000000,3336.0,3364.8616
2020-01-04T01:00:00.000000000,3321.0,3363.8074
2020-01-04T02:00:00.000000000,3324.0,3333.6628
2020-01-04T03:00:00.000000000,3330.0,3357.9753
2020-01-04T04:00:00.000000000,3328.0,3350.334
2020-01-04T05:00:00.000000000,3327.0,3357.6257
2020-01-04T06:00:00.000000000,3332.0,3373.849
2020-01-04T07:00:00.000000000,3331.0,3347.6711
2020-01-04T08:00:00.000000000,3333.0,3369.2014
2020-01-04T09:00:00.000000000,3326.0,3373.7258
2020-01-04T10:00:00.000000000,3335.0,3372.5662
2020-01-04T11:00:00.000000000,3325.0,3392.0542
2020-01-04T12:00:00.000000000,3353.0,3375.0825
2020-01-04T13:00:00.000000000,3362.0,3383.6484
2020-01-04T14:00:00.000000000,3378.0,3376.3237
2020-01-04T15:00:00.000000000,3356.0,3376.0674
2020-01-04T16:00:00.000000000,3343.0,3371.5732
2020-01-04T17:00:00.000000000,3336.0,3363.1643
2020-01-04T18:00:00.000000000,3332.0,3365.6638
2020-01-04T19:00:00.000000000,3338.0,3395.259
2020-01-04T20:00:00.000000000,3329.0,3372.4475
2020-01-04T21:00:00.000000000,3348.0,3363.0405
2020-01-04T22:00:00.000000000,3365.0,3351.6711
2020-01-04T23:00:00.000000000,3347.0,3348.5247
2020-01-05T00:00:00.000000000,3333.0,3448.7573
2020-01-05T01:00:00.000000000,3318.0,3452.1526
2020-01-05T02:00:00.000000000,3315.0,3422.851
2020-01-05T03:00:00.000000000,3318.0,3446.6155
2020-01-05T04:00:00.000000000,3325.0,3425.6313
2020-01-05T05:00:00.000000000,3312.0,3445.076
