,UTC time,Local time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean
48,01/03/2019 00:00:00,2019-01-02 19:00:00,291.84,4,7403,4011,0,2354,4.27039115741083,271.810313277435,269.28085660475,68.5784764286507,0.213673386916137
49,01/03/2019 01:00:00,2019-01-02 20:00:00,285.74,1,7004,4000,0,2320,3.8385547631078,270.500871957254,267.628968482643,0,0.021596254740169
50,01/03/2019 02:00:00,2019-01-02 21:00:00,296.39,1,6900,4018,0,1603,3.8385547631078,270.500871957254,267.628968482643,0,0.021596254740169
51,01/03/2019 03:00:00,2019-01-02 22:00:00,294.05,0,6418,4012,0,1313,3.8385547631078,270.500871957254,267.628968482643,0,0.021596254740169
52,01/03/2019 04:00:00,2019-01-02 23:00:00,283.72,0,5419,3977,0,1048,3.7315384982347,270.696489004081,267.687238903491,0,0.0841429451096
53,01/03/2019 05:00:00,2019-01-03 00:00:00,262.18,0,4265,4013,0,926,3.7315384982347,270.696489004081,267.687238903491,0,0.0841429451096
54,01/03/2019 06:00:00,2019-01-03 01:00:00,253.94,0,3870,4003,0,860,3.7315384982347,270.696489004081,267.687238903491,0,0.0841429451096
55,01/03/2019 07:00:00,2019-01-03 02:00:00,246.32,0,3611,4028,0,811,4.05052178686886,271.185640057894,267.994399436063,0,0.083806749670222
56,01/03/2019 08:00:00,2019-01-03 03:00:00,237.23,0,3363,4016,0,832,4.05052178686886,271.185640057894,267.994399436063,0,0.083806749670222
57,01/03/2019 09:00:00,2019-01-03 04:00:00,233.9,0,3311,3988,0,831,4.05052178686886,271.185640057894,267.994399436063,0,0.083806749670222
58,01/03/2019 10:00:00,2019-01-03 05:00:00,242.62,0,3519,3850,0,861,4.4873162769547,271.992566054112,268.815993676048,0,0.200411828161504
59,01/03/2019 11:00:00,2019-01-03 06:00:00,267.7,0,4469,3816,0,866,4.4873162769547,271.992566054112,268.815993676048,0,0.200411828161504
60,01/03/2019 12:00:00,2019-01-03 07:00:00,284.38,0,5538,3722,0,1174,4.4873162769547,271.992566054112,268.815993676048,0,0.200411828161504
61,01/03/2019 13:00:00,2019-01-03 08:00:00,292.95,0,6291,3644,0,1470,5.43471961662092,274.477988443772,270.665918227055,108.356482611426,0.051265701392327
62,01/03/2019 14:00:00,2019-01-03 09:00:00,299.32,9,6511,3628,0,1365,5.43471961662092,274.477988443772,270.665918227055,108.356482611426,0.051265701392327
63,01/03/2019 15:00:00,2019-01-03 10:00:00,307.33,6,6690,3542,0,1219,5.43471961662092,274.477988443772,270.665918227055,108.356482611426,0.051265701392327
64,01/03/2019 16:00:00,2019-01-03 11:00:00,310.67,3,6446,3484,0,1061,6.15453700796359,276.352114475349,272.329318422008,203.523927547555,0.159412533138053
65,01/03/2019 17:00:00,2019-01-03 12:00:00,309.51,4,6074,3442,2,941,6.15453700796359,276.352114475349,272.329318422008,203.523927547555,0.159412533138053
66,01/03/2019 18:00:00,2019-01-03 13:00:00,306.68,1,5925,3468,0,949,6.15453700796359,276.352114475349,272.329318422008,203.523927547555,0.159412533138053
67,01/03/2019 19:00:00,2019-01-03 14:00:00,307.51,1,5904,3467,0,953,5.81350551498542,276.141466487296,273.023485232538,148.786295983988,0.107806008166691
68,01/03/2019 20:00:00,2019-01-03 15:00:00,312.81,0,6289,3488,0,981,5.81350551498542,276.141466487296,273.023485232538,148.786295983988,0.107806008166691
69,01/03/2019 21:00:00,2019-01-03 16:00:00,319.33,0,6698,3483,0,1000,5.81350551498542,276.141466487296,273.023485232538,148.786295983988,0.107806008166691
70,01/03/2019 22:00:00,2019-01-03 17:00:00,316.54,0,6925,3495,0,1250,5.21043745217159,275.644979361176,273.175966876981,74.8850027737393,0.199282649731142
71,01/03/2019 23:00:00,2019-01-03 18:00:00,300.74,2,7003,3474,0,1992,5.21043745217159,275.644979361176,273.175966876981,74.8850027737393,0.199282649731142
72,01/04/2019 00:00:00,2019-01-03 19:00:00,312.82,10,7392,3467,0,1631,5.21043745217159,275.644979361176,273.175966876981,74.8850027737393,0.199282649731142
73,01/04/2019 01:00:00,2019-01-03 20:00:00,312.73,9,7102,3469,0,1444,3.97960133753965,274.960783884782,272.821463263317,0,0
74,01/04/2019 02:00:00,2019-01-03 21:00:00,314.08,6,6839,3449,0,1259,3.97960133753965,274.960783884782,272.821463263317,0,0
75,01/04/2019 03:00:00,2019-01-03 22:00:00,314.23,9,6285,3446,0,991,3.97960133753965,274.960783884782,272.821463263317,0,0
76,01/04/2019 04:00:00,2019-01-03 23:00:00,294.38,7,5010,3447,0,939,2.88584747879323,274.669199391269,272.751769409778,0,0.032919873900142
77,01/04/2019 05:00:00,2019-01-04 00:00:00,269.93,5,3951,3457,0,934,2.88584747879323,274.669199391269,272.751769409778,0,0.032919873900142
78,01/04/2019 06:00:00,2019-01-04 01:00:00,255.41,4,3364,3472,0,888,2.88584747879323,274.669199391269,272.751769409778,0,0.032919873900142
79,01/04/2019 07:00:00,2019-01-04 02:00:00,254.41,7,3325,3471,0,867,2.46699798645895,274.466318501327,272.757419506651,0,0.457153689662847
80,01/04/2019 08:00:00,2019-01-04 03:00:00,251.74,7,3226,3462,0,868,2.46699798645895,274.466318501327,272.757419506651,0,0.457153689662847
81,01/04/2019 09:00:00,2019-01-04 04:00:00,251.78,3,3269,3473,0,869,2.46699798645895,274.466318501327,272.757419506651,0,0.457153689662847
82,01/04/2019 10:00:00,2019-01-04 05:00:00,255.24,0,3431,3486,0,868,2.62628793448128,274.278751902996,272.799953221288,0,1.59979475366196
83,01/04/2019 11:00:00,2019-01-04 06:00:00,268.21,0,4149,3503,0,910,2.62628793448128,274.278751902996,272.799953221288,0,1.59979475366196
84,01/04/2019 12:00:00,2019-01-04 07:00:00,285.55,0,5360,3500,0,1116,2.62628793448128,274.278751902996,272.799953221288,0,1.59979475366196
85,01/04/2019 13:00:00,2019-01-04 08:00:00,291.26,0,6040,3477,0,1334,3.2098870061852,276.154116871897,274.662607673374,56.7822811883963,1.1787488854495
86,01/04/2019 14:00:00,2019-01-04 09:00:00,292.28,4,5929,3455,0,1266,3.2098870061852,276.154116871897,274.662607673374,56.7822811883963,1.1787488854495
87,01/04/2019 15:00:00,2019-01-04 10:00:00,293.69,5,5645,3447,0,1025,3.2098870061852,276.154116871897,274.662607673374,56.7822811883963,1.1787488854495
88,01/04/2019 16:00:00,2019-01-04 11:00:00,290.88,1,5374,3463,0,958,3.934107341275,277.028315955351,275.690712557573,99.3358673170707,2.63988542156145
89,01/04/2019 17:00:00,2019-01-04 12:00:00,288.08,0,5131,3451,0,932,3.934107341275,277.028315955351,275.690712557573,99.3358673170707,2.63988542156145
90,01/04/2019 18:00:00,2019-01-04 13:00:00,287.01,1,5003,3458,0,923,3.934107341275,277.028315955351,275.690712557573,99.3358673170707,2.63988542156145
91,01/04/2019 19:00:00,2019-01-04 14:00:00,289.51,0,5152,3484,0,969,4.59969630339281,276.044602919912,275.105025977486,70.4400062725558,1.89489344045941
92,01/04/2019 20:00:00,2019-01-04 15:00:00,293.41,0,5451,3478,0,1031,4.59969630339281,276.044602919912,275.105025977486,70.4400062725558,1.89489344045941
93,01/04/2019 21:00:00,2019-01-04 16:00:00,298.09,0,5692,3472,0,1067,4.59969630339281,276.044602919912,275.105025977486,70.4400062725558,1.89489344045941
94,01/04/2019 22:00:00,2019-01-04 17:00:00,303.62,0,6372,3502,0,1257,5.04187769782381,275.109693373829,274.14746201164,35.3112337347157,3.89136169089058
95,01/04/2019 23:00:00,2019-01-04 18:00:00,305.4,0,6778,3466,0,1410,5.04187769782381,275.109693373829,274.14746201164,35.3112337347157,3.89136169089058
96,01/05/2019 00:00:00,2019-01-04 19:00:00,306.98,0,6594,3441,0,1282,5.04187769782381,275.109693373829,274.14746201164,35.3112337347157,3.89136169089058
97,01/05/2019 01:00:00,2019-01-04 20:00:00,306.99,0,6185,3443,0,1072,5.3859265756286,274.50756362679,273.404678104997,0,1.05753681668983
98,01/05/2019 02:00:00,2019-01-04 21:00:00,300.65,1,5728,3462,0,1050,5.3859265756286,274.50756362679,273.404678104997,0,1.05753681668983
99,01/05/2019 03:00:00,2019-01-04 22:00:00,298.8,1,5498,3460,0,998,5.3859265756286,274.50756362679,273.404678104997,0,1.05753681668983
100,01/05/2019 04:00:00,2019-01-04 23:00:00,283.78,0,4523,3441,0,928,5.30093696009676,274.009467658076,272.602405485585,0,1.43468780593823
101,01/05/2019 05:00:00,2019-01-05 00:00:00,280.14,0,4297,3433,0,904,5.30093696009676,274.009467658076,272.602405485585,0,1.43468780593823
102,01/05/2019 06:00:00,2019-01-05 01:00:00,249.37,0,3079,3467,0,880,5.30093696009676,274.009467658076,272.602405485585,0,1.43468780593823
103,01/05/2019 07:00:00,2019-01-05 02:00:00,238.81,0,2684,3500,0,880,5.31354200848075,273.60895720556,271.88659748506,0,0.066336759560415
104,01/05/2019 08:00:00,2019-01-05 03:00:00,234.29,0,2522,3509,0,875,5.31354200848075,273.60895720556,271.88659748506,0,0.066336759560415
105,01/05/2019 09:00:00,2019-01-05 04:00:00,237.94,0,2603,3526,0,872,5.31354200848075,273.60895720556,271.88659748506,0,0.066336759560415
106,01/05/2019 10:00:00,2019-01-05 05:00:00,237.89,0,2575,3522,0,863,5.41979957777933,273.226916037159,271.147737353215,0,0.182523749854874
107,01/05/2019 11:00:00,2019-01-05 06:00:00,241.37,0,2746,3541,0,898,5.41979957777933,273.226916037159,271.147737353215,0,0.182523749854874
108,01/05/2019 12:00:00,2019-01-05 07:00:00,248.26,0,3063,3547,0,951,5.41979957777933,273.226916037159,271.147737353215,0,0.182523749854874
109,01/05/2019 13:00:00,2019-01-05 08:00:00,261.7,0,3603,3551,0,976,6.52283029171201,274.133297823969,270.872654086666,102.287812266283,0.079529531293748
110,01/05/2019 14:00:00,2019-01-05 09:00:00,277.14,1,4364,3550,0,1048,6.52283029171201,274.133297823969,270.872654086666,102.287812266283,0.079529531293748
111,01/05/2019 15:00:00,2019-01-05 10:00:00,290.54,0,5067,3548,0,1056,6.52283029171201,274.133297823969,270.872654086666,102.287812266283,0.079529531293748
112,01/05/2019 16:00:00,2019-01-05 11:00:00,302.53,0,5654,3538,0,991,7.39877609556369,273.885500350382,269.633693476333,185.558952525894,0.195708871030132
113,01/05/2019 17:00:00,2019-01-05 12:00:00,307.96,0,5853,3521,0,955,7.39877609556369,273.885500350382,269.633693476333,185.558952525894,0.195708871030132
114,01/05/2019 18:00:00,2019-01-05 13:00:00,307.66,0,5810,3535,0,956,7.39877609556369,273.885500350382,269.633693476333,185.558952525894,0.195708871030132
115,01/05/2019 19:00:00,2019-01-05 14:00:00,310.15,0,5888,3534,0,958,7.89777250325136,272.009165319361,267.478200137765,138.599037238661,0.060811831520039
116,01/05/2019 20:00:00,2019-01-05 15:00:00,311.88,0,5971,3526,0,951,7.89777250325136,272.009165319361,267.478200137765,138.599037238661,0.060811831520039
117,01/05/2019 21:00:00,2019-01-05 16:00:00,310.97,2,5968,3523,0,977,7.89777250325136,272.009165319361,267.478200137765,138.599037238661,0.060811831520039
118,01/05/2019 22:00:00,2019-01-05 17:00:00,294.17,1,6034,3560,0,1691,8.71635521188047,269.448893582204,264.675312448437,69.9890476926666,0.278265126764732
119,01/05/2019 23:00:00,2019-01-05 18:00:00,286.67,0,5986,3506,0,1967,8.71635521188047,269.448893582204,264.675312448437,69.9890476926666,0.278265126764732
120,01/06/2019 00:00:00,2019-01-05 19:00:00,289.36,5,5752,3503,0,1657,8.71635521188047,269.448893582204,264.675312448437,69.9890476926666,0.278265126764732
121,01/06/2019 01:00:00,2019-01-05 20:00:00,295.46,1,5604,3486,0,1249,9.35927249136487,266.968896171461,261.784679432014,0,0.06275625015641
122,01/06/2019 02:00:00,2019-01-05 21:00:00,295.37,2,5329,3509,0,996,9.35927249136487,266.968896171461,261.784679432014,0,0.06275625015641
123,01/06/2019 03:00:00,2019-01-05 22:00:00,284.67,7,4770,3561,0,959,9.35927249136487,266.968896171461,261.784679432014,0,0.06275625015641
124,01/06/2019 04:00:00,2019-01-05 23:00:00,273.19,8,4175,3572,0,885,8.64920345511251,264.952629918503,259.72258254013,0,0.108927454290705
125,01/06/2019 05:00:00,2019-01-06 00:00:00,250.43,7,3441,3694,0,875,8.64920345511251,264.952629918503,259.72258254013,0,0.108927454290705
126,01/06/2019 06:00:00,2019-01-06 01:00:00,229.27,6,2808,3844,0,845,8.64920345511251,264.952629918503,259.72258254013,0,0.108927454290705
127,01/06/2019 07:00:00,2019-01-06 02:00:00,216.46,1,2520,3961,0,846,7.88575793981151,263.690990898941,258.139516518622,0,0.01408084191367
128,01/06/2019 08:00:00,2019-01-06 03:00:00,219.45,0,2645,3978,0,846,7.88575793981151,263.690990898941,258.139516518622,0,0.01408084191367
129,01/06/2019 09:00:00,2019-01-06 04:00:00,223.52,0,2785,3967,0,849,7.88575793981151,263.690990898941,258.139516518622,0,0.01408084191367
130,01/06/2019 10:00:00,2019-01-06 05:00:00,222.95,0,2751,3974,0,847,7.19783419015836,263.009675921366,257.071478632305,0,0.100917289929455
131,01/06/2019 11:00:00,2019-01-06 06:00:00,224.78,0,2817,4014,0,857,7.19783419015836,263.009675921366,257.071478632305,0,0.100917289929455
132,01/06/2019 12:00:00,2019-01-06 07:00:00,226.68,0,2911,4023,0,929,7.19783419015836,263.009675921366,257.071478632305,0,0.100917289929455
133,01/06/2019 13:00:00,2019-01-06 08:00:00,236.82,0,3326,4034,0,967,6.53012454113523,264.772149722964,257.586208504881,138.559125071513,0
134,01/06/2019 14:00:00,2019-01-06 09:00:00,239.48,0,3564,4025,0,1117,6.53012454113523,264.772149722964,257.586208504881,138.559125071513,0
135,01/06/2019 15:00:00,2019-01-06 10:00:00,241.03,0,3752,4020,0,1264,6.53012454113523,264.772149722964,257.586208504881,138.559125071513,0
136,01/06/2019 16:00:00,2019-01-06 11:00:00,235.79,2,3515,3998,0,1154,5.41260064039699,267.07599829861,258.746277733005,258.618922811518,0
137,01/06/2019 17:00:00,2019-01-06 12:00:00,234.58,6,3502,4018,0,1072,5.41260064039699,267.07599829861,258.746277733005,258.618922811518,0
138,01/06/2019 18:00:00,2019-01-06 13:00:00,229.14,5,3333,4019,0,950,5.41260064039699,267.07599829861,258.746277733005,258.618922811518,0
139,01/06/2019 19:00:00,2019-01-06 14:00:00,225.29,3,3331,4029,0,949,4.10638571735149,266.571683114477,259.048056883211,200.034242197032,0
140,01/06/2019 20:00:00,2019-01-06 15:00:00,228.42,4,3534,4041,0,975,4.10638571735149,266.571683114477,259.048056883211,200.034242197032,0
141,01/06/2019 21:00:00,2019-01-06 16:00:00,239.51,3,4012,4049,0,985,4.10638571735149,266.571683114477,259.048056883211,200.034242197032,0
142,01/06/2019 22:00:00,2019-01-06 17:00:00,251.56,2,4812,4068,0,1186,3.45418248566469,266.039695661582,259.032067265382,100.663900984374,0
143,01/06/2019 23:00:00,2019-01-06 18:00:00,263.25,0,5895,4045,0,1600,3.45418248566469,266.039695661582,259.032067265382,100.663900984374,0
144,01/07/2019 00:00:00,2019-01-06 19:00:00,265.09,0,5919,4001,0,1599,3.45418248566469,266.039695661582,259.032067265382,100.663900984374,0
145,01/07/2019 01:00:00,2019-01-06 20:00:00,263.85,1,5722,4005,0,1439,3.46195348307147,265.970427923624,259.040957218411,0,0.00281096640257
146,01/07/2019 02:00:00,2019-01-06 21:00:00,269.97,0,5761,3987,0,1131,3.46195348307147,265.970427923624,259.040957218411,0,0.00281096640257
147,01/07/2019 03:00:00,2019-01-06 22:00:00,262.53,0,5058,3962,0,896,3.46195348307147,265.970427923624,259.040957218411,0,0.00281096640257
148,01/07/2019 04:00:00,2019-01-06 23:00:00,244.66,0,4219,3977,0,877,3.34886336514307,267.145345961027,260.918676224215,0,0.165142781750735
149,01/07/2019 05:00:00,2019-01-07 00:00:00,226.87,0,3467,3971,0,870,3.34886336514307,267.145345961027,260.918676224215,0,0.165142781750735
150,01/07/2019 06:00:00,2019-01-07 01:00:00,211.37,0,2829,3921,0,844,3.34886336514307,267.145345961027,260.918676224215,0,0.165142781750735
151,01/07/2019 07:00:00,2019-01-07 02:00:00,210.26,0,2776,4007,0,825,4.15374379447937,268.480118980105,264.100531054156,0,0.855364364578391
152,01/07/2019 08:00:00,2019-01-07 03:00:00,219.6,0,2998,3833,0,781,4.15374379447937,268.480118980105,264.100531054156,0,0.855364364578391
153,01/07/2019 09:00:00,2019-01-07 04:00:00,217.16,0,2930,3919,0,770,4.15374379447937,268.480118980105,264.100531054156,0,0.855364364578391
154,01/07/2019 10:00:00,2019-01-07 05:00:00,229.42,0,3320,4024,0,762,5.35973001850288,270.340499917728,267.296297737591,0,1.86040575021094
155,01/07/2019 11:00:00,2019-01-07 06:00:00,245.33,1,3894,4041,0,767,5.35973001850288,270.340499917728,267.296297737591,0,1.86040575021094
156,01/07/2019 12:00:00,2019-01-07 07:00:00,274.11,1,5544,4078,0,961,5.35973001850288,270.340499917728,267.296297737591,0,1.86040575021094
157,01/07/2019 13:00:00,2019-01-07 08:00:00,287.58,0,6453,4021,0,998,6.12211129089128,272.770979645475,270.58911055088,32.3966835095031,0.882743903207849
158,01/07/2019 14:00:00,2019-01-07 09:00:00,280.42,0,5945,3992,0,998,6.12211129089128,272.770979645475,270.58911055088,32.3966835095031,0.882743903207849
159,01/07/2019 15:00:00,2019-01-07 10:00:00,275.07,2,5517,4000,0,975,6.12211129089128,272.770979645475,270.58911055088,32.3966835095031,0.882743903207849
160,01/07/2019 16:00:00,2019-01-07 11:00:00,273.34,1,5328,4016,0,985,6.1416502383455,275.135434969345,273.360089130871,66.9214098866042,1.71346440930097
161,01/07/2019 17:00:00,2019-01-07 12:00:00,272.4,1,5167,4016,0,933,6.1416502383455,275.135434969345,273.360089130871,66.9214098866042,1.71346440930097
162,01/07/2019 18:00:00,2019-01-07 13:00:00,282.06,0,5656,4045,0,906,6.1416502383455,275.135434969345,273.360089130871,66.9214098866042,1.71346440930097
163,01/07/2019 19:00:00,2019-01-07 14:00:00,287.78,1,5842,4024,0,910,5.69565622021365,275.828736757899,274.701838383183,60.4297487219963,0.959328268620119
164,01/07/2019 20:00:00,2019-01-07 15:00:00,290.74,1,5951,4034,0,917,5.69565622021365,275.828736757899,274.701838383183,60.4297487219963,0.959328268620119
165,01/07/2019 21:00:00,2019-01-07 16:00:00,301.7,1,6568,4034,0,931,5.69565622021365,275.828736757899,274.701838383183,60.4297487219963,0.959328268620119
166,01/07/2019 22:00:00,2019-01-07 17:00:00,305.18,2,7127,4068,0,1127,5.50313047438231,276.173350883717,275.377213574875,30.5583202850674,2.62414440865328
167,01/07/2019 23:00:00,2019-01-07 18:00:00,304.44,6,7596,4032,0,1481,5.50313047438231,276.173350883717,275.377213574875,30.5583202850674,2.62414440865328
168,01/08/2019 00:00:00,2019-01-07 19:00:00,307.77,3,7604,4015,0,1299,5.50313047438231,276.173350883717,275.377213574875,30.5583202850674,2.62414440865328
169,01/08/2019 01:00:00,2019-01-07 20:00:00,312.54,1,7675,4016,0,1121,5.15271482167468,275.321027419124,274.636618115888,0,1.59641509784087
170,01/08/2019 02:00:00,2019-01-07 21:00:00,307.88,0,7092,4004,0,1019,5.15271482167468,275.321027419124,274.636618115888,0,1.59641509784087
171,01/08/2019 03:00:00,2019-01-07 22:00:00,305.63,0,6678,4018,0,828,5.15271482167468,275.321027419124,274.636618115888,0,1.59641509784087
172,01/08/2019 04:00:00,2019-01-07 23:00:00,290.37,0,5704,3995,0,806,5.03528071784279,275.856406659768,275.23850587465,0,3.05928180770082
173,01/08/2019 05:00:00,2019-01-08 00:00:00,263.52,0,4405,4003,0,902,5.03528071784279,275.856406659768,275.23850587465,0,3.05928180770082
174,01/08/2019 06:00:00,2019-01-08 01:00:00,246.6,0,3531,4014,0,782,5.03528071784279,275.856406659768,275.23850587465,0,3.05928180770082
175,01/08/2019 07:00:00,2019-01-08 02:00:00,236.9,0,3220,4018,0,743,5.03905748905355,276.045251699227,275.265680039077,0,1.63198884904676
176,01/08/2019 08:00:00,2019-01-08 03:00:00,229.23,1,2969,4025,0,748,5.03905748905355,276.045251699227,275.265680039077,0,1.63198884904676
