Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
39504,2023-07-05 00:00:00,2024-07-17 00:00:00,3.1,3.08,0.0,0.0,0.0,15473.0,0.0,92.0,784.0,0.0,88.0
39505,2023-07-05 01:00:00,2024-07-17 00:00:00,3.1,3.15,0.0,0.0,0.0,15068.0,0.0,100.0,784.0,0.0,88.0
39506,2023-07-05 02:00:00,2024-07-17 00:00:00,3.1,3.13,0.0,0.0,0.0,15102.0,0.0,172.0,784.0,0.0,88.0
39507,2023-07-05 03:00:00,2024-07-17 00:00:00,3.1,2.97,0.0,0.0,0.0,15277.0,152.0,708.0,796.0,0.0,88.0
39508,2023-07-05 04:00:00,2024-07-17 00:00:00,3.1,2.65,0.0,0.0,0.0,16210.0,368.0,1660.0,784.0,0.0,88.0
39509,2023-07-05 05:00:00,2024-07-17 00:00:00,3.1,2.52,0.0,0.0,0.0,16935.0,1032.0,1260.0,792.0,0.0,88.0
39510,2023-07-05 06:00:00,2024-07-17 00:00:00,3.1,2.27,0.0,0.0,0.0,17774.0,2088.0,1524.0,808.0,0.0,88.0
39511,2023-07-05 07:00:00,2024-07-17 00:00:00,3.1,2.07,0.0,0.0,0.0,17524.0,3120.0,2924.0,824.0,0.0,88.0
39512,2023-07-05 08:00:00,2024-07-17 00:00:00,3.1,1.94,0.0,0.0,0.0,17352.0,3952.0,3888.0,832.0,0.0,88.0
39513,2023-07-05 09:00:00,2024-07-17 00:00:00,3.1,1.9,0.0,0.0,0.0,17636.0,4496.0,3508.0,840.0,0.0,88.0
39514,2023-07-05 10:00:00,2024-07-17 00:00:00,3.1,1.89,0.0,0.0,0.0,17491.0,4708.0,3656.0,852.0,0.0,88.0
39515,2023-07-05 11:00:00,2024-07-17 00:00:00,3.1,1.93,0.0,0.0,0.0,17148.0,4660.0,3524.0,848.0,0.0,88.0
39516,2023-07-05 12:00:00,2024-07-17 00:00:00,3.1,1.97,0.0,0.0,0.0,17353.0,4376.0,3056.0,836.0,0.0,88.0
39517,2023-07-05 13:00:00,2024-07-17 00:00:00,3.1,2.83,0.0,53.0,0.0,17360.0,3852.0,2640.0,820.0,0.0,88.0
39518,2023-07-05 14:00:00,2024-07-17 00:00:00,3.1,10.81,0.0,559.0,0.0,16198.0,3040.0,3120.0,816.0,0.0,88.0
39519,2023-07-05 15:00:00,2024-07-17 00:00:00,3.1,18.71,0.0,986.0,0.0,16095.0,2120.0,2116.0,804.0,0.0,88.0
39520,2023-07-05 16:00:00,2024-07-17 00:00:00,3.1,29.37,0.0,1672.0,0.0,17852.0,1220.0,1176.0,780.0,0.0,88.0
39521,2023-07-05 17:00:00,2024-07-17 00:00:00,3.1,25.89,0.0,1632.0,0.0,17961.0,608.0,4224.0,760.0,0.0,88.0
39522,2023-07-05 18:00:00,2024-07-17 00:00:00,3.1,25.64,0.0,1657.0,0.0,18041.0,232.0,5116.0,748.0,0.0,88.0
39523,2023-07-05 19:00:00,2024-07-17 00:00:00,3.1,24.89,0.0,1681.0,0.0,18532.0,0.0,5984.0,736.0,0.0,88.0
39524,2023-07-05 20:00:00,2024-07-17 00:00:00,3.1,24.58,0.0,1659.0,0.0,18215.0,0.0,6312.0,752.0,0.0,88.0
39525,2023-07-05 21:00:00,2024-07-17 00:00:00,3.1,25.91,0.0,1666.0,0.0,18041.0,0.0,5192.0,752.0,0.0,88.0
39526,2023-07-05 22:00:00,2024-07-17 00:00:00,3.1,26.74,0.0,1643.0,0.0,17096.0,0.0,5000.0,800.0,0.0,88.0
39527,2023-07-05 23:00:00,2024-07-17 00:00:00,3.1,10.67,0.0,489.0,0.0,17233.0,0.0,3088.0,800.0,0.0,88.0
