UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-07-28 00:00:00,0.0,0.0,0.0,16682.0,0.0,1576.0,768.0,0.0,88.0
2023-07-28 01:00:00,0.0,0.0,0.0,16540.0,0.0,972.0,768.0,0.0,88.0
2023-07-28 02:00:00,0.0,0.0,0.0,16397.0,0.0,540.0,768.0,0.0,88.0
2023-07-28 03:00:00,0.0,0.0,0.0,17048.0,80.0,668.0,784.0,0.0,88.0
2023-07-28 04:00:00,0.0,0.0,0.0,19161.0,332.0,1092.0,768.0,0.0,88.0
2023-07-28 05:00:00,0.0,0.0,0.0,20845.0,996.0,1460.0,756.0,0.0,88.0
2023-07-28 06:00:00,0.0,0.0,0.0,21347.0,2268.0,884.0,752.0,0.0,88.0
2023-07-28 07:00:00,0.0,0.0,0.0,21343.0,3644.0,800.0,752.0,0.0,88.0
2023-07-28 08:00:00,0.0,0.0,0.0,20896.0,4840.0,1080.0,752.0,0.0,88.0
2023-07-28 09:00:00,0.0,0.0,0.0,19878.0,5596.0,2088.0,752.0,0.0,88.0
2023-07-28 10:00:00,0.0,0.0,0.0,19162.0,5888.0,2848.0,768.0,0.0,88.0
2023-07-28 11:00:00,0.0,0.0,0.0,18490.0,5808.0,4328.0,768.0,0.0,88.0
2023-07-28 12:00:00,0.0,0.0,0.0,17600.0,5392.0,4664.0,768.0,0.0,88.0
2023-07-28 13:00:00,0.0,0.0,0.0,17228.0,4632.0,7080.0,768.0,0.0,88.0
2023-07-28 14:00:00,0.0,0.0,0.0,16831.0,3696.0,7344.0,768.0,0.0,88.0
2023-07-28 15:00:00,0.0,0.0,0.0,18618.0,2600.0,5296.0,768.0,0.0,88.0
2023-07-28 16:00:00,0.0,0.0,0.0,19763.0,1380.0,3828.0,760.0,0.0,88.0
2023-07-28 17:00:00,0.0,0.0,0.0,20280.0,560.0,2428.0,752.0,0.0,88.0
2023-07-28 18:00:00,0.0,0.0,0.0,20851.0,176.0,2004.0,752.0,0.0,88.0
2023-07-28 19:00:00,0.0,0.0,0.0,20199.0,0.0,2364.0,752.0,0.0,88.0
2023-07-28 20:00:00,0.0,0.0,0.0,19939.0,0.0,2180.0,768.0,0.0,88.0
2023-07-28 21:00:00,0.0,0.0,0.0,19026.0,0.0,3160.0,768.0,0.0,88.0
2023-07-28 22:00:00,0.0,0.0,0.0,18331.0,0.0,3848.0,768.0,0.0,88.0
2023-07-28 23:00:00,0.0,0.0,0.0,18069.0,0.0,4016.0,768.0,0.0,88.0
