Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
38688,2023-06-01 00:00:00,2024-07-17 00:00:00,3.1,187.42,2098.0,2598.0,7346.0,1507.0,112.0,12.0
38689,2023-06-01 01:00:00,2024-07-17 00:00:00,3.1,187.51,2105.0,2554.0,7344.0,1581.0,12.0,12.0
38690,2023-06-01 02:00:00,2024-07-17 00:00:00,3.1,182.88,2026.0,2436.0,7342.0,1570.0,0.0,12.0
38691,2023-06-01 03:00:00,2024-07-17 00:00:00,3.1,177.31,1838.0,2224.0,7347.0,1137.0,0.0,12.0
38692,2023-06-01 04:00:00,2024-07-17 00:00:00,3.1,173.97,1585.0,2006.0,7342.0,290.0,0.0,14.0
38693,2023-06-01 05:00:00,2024-07-17 00:00:00,3.1,160.66,1287.0,1934.0,7352.0,0.0,0.0,12.0
38694,2023-06-01 06:00:00,2024-07-17 00:00:00,3.1,149.75,1119.0,1873.0,7352.0,0.0,0.0,13.0
38695,2023-06-01 07:00:00,2024-07-17 00:00:00,3.1,147.64,1088.0,1862.0,7352.0,0.0,0.0,12.0
38696,2023-06-01 08:00:00,2024-07-17 00:00:00,3.1,147.98,1094.0,1860.0,7350.0,0.0,0.0,12.0
38697,2023-06-01 09:00:00,2024-07-17 00:00:00,3.1,147.97,1097.0,1854.0,7354.0,0.0,0.0,12.0
38698,2023-06-01 10:00:00,2024-07-17 00:00:00,3.1,148.31,1093.0,1882.0,7356.0,0.0,0.0,12.0
38699,2023-06-01 11:00:00,2024-07-17 00:00:00,3.1,149.61,1096.0,1948.0,7357.0,0.0,18.0,12.0
38700,2023-06-01 12:00:00,2024-07-17 00:00:00,3.1,149.3,1096.0,2028.0,7354.0,0.0,161.0,12.0
38701,2023-06-01 13:00:00,2024-07-17 00:00:00,3.1,148.9,1098.0,2143.0,7350.0,0.0,373.0,12.0
38702,2023-06-01 14:00:00,2024-07-17 00:00:00,3.1,149.07,1096.0,2326.0,7348.0,0.0,625.0,12.0
38703,2023-06-01 15:00:00,2024-07-17 00:00:00,3.1,148.36,1110.0,2341.0,7345.0,0.0,766.0,13.0
38704,2023-06-01 16:00:00,2024-07-17 00:00:00,3.1,148.54,1141.0,2357.0,7336.0,88.0,827.0,14.0
38705,2023-06-01 17:00:00,2024-07-17 00:00:00,3.1,162.64,1431.0,2405.0,7310.0,224.0,821.0,13.0
38706,2023-06-01 18:00:00,2024-07-17 00:00:00,3.1,174.88,1798.0,2428.0,7315.0,590.0,847.0,12.0
38707,2023-06-01 19:00:00,2024-07-17 00:00:00,3.1,179.26,1995.0,2430.0,7311.0,918.0,851.0,14.0
38708,2023-06-01 20:00:00,2024-07-17 00:00:00,3.1,175.12,1980.0,2437.0,7317.0,1237.0,801.0,13.0
38709,2023-06-01 21:00:00,2024-07-17 00:00:00,3.1,154.31,1626.0,2476.0,7320.0,1871.0,688.0,13.0
38710,2023-06-01 22:00:00,2024-07-17 00:00:00,3.1,156.59,1629.0,2582.0,7319.0,2005.0,507.0,13.0
38711,2023-06-01 23:00:00,2024-07-17 00:00:00,3.1,164.58,1693.0,2707.0,7322.0,1895.0,319.0,13.0
