,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
52,2019-01-03 04:00:00,248.48,199.0,215.0,28.0,264.0,0.0,289.0,40.0,0.0,46.0
53,2019-01-03 05:00:00,190.89,199.0,215.0,27.0,552.0,0.0,326.0,40.0,0.0,46.0
54,2019-01-03 06:00:00,173.95,199.0,216.0,24.0,681.0,0.0,331.0,40.0,0.0,46.0
55,2019-01-03 07:00:00,165.84,199.0,241.0,22.0,770.0,6.0,339.0,40.0,0.0,46.0
56,2019-01-03 08:00:00,157.77,199.0,243.0,19.0,846.0,14.0,338.0,40.0,0.0,46.0
57,2019-01-03 09:00:00,156.28,199.0,239.0,17.0,868.0,19.0,319.0,40.0,0.0,46.0
58,2019-01-03 10:00:00,160.26,199.0,266.0,17.0,851.0,22.0,325.0,40.0,0.0,46.0
59,2019-01-03 11:00:00,168.35,199.0,286.0,17.0,776.0,21.0,340.0,40.0,0.0,46.0
60,2019-01-03 12:00:00,169.38,199.0,272.0,17.0,686.0,18.0,406.0,40.0,0.0,46.0
61,2019-01-03 13:00:00,160.62,199.0,256.0,17.0,739.0,12.0,430.0,40.0,0.0,46.0
62,2019-01-03 14:00:00,167.42,200.0,266.0,17.0,689.0,4.0,433.0,40.0,0.0,46.0
63,2019-01-03 15:00:00,162.93,199.0,279.0,18.0,759.0,0.0,428.0,40.0,0.0,46.0
64,2019-01-03 16:00:00,159.93,199.0,278.0,20.0,824.0,0.0,398.0,40.0,0.0,46.0
65,2019-01-03 17:00:00,165.77,199.0,302.0,20.0,843.0,0.0,345.0,40.0,0.0,46.0
66,2019-01-03 18:00:00,165.84,199.0,308.0,21.0,879.0,0.0,317.0,40.0,0.0,46.0
67,2019-01-03 19:00:00,166.32,199.0,300.0,21.0,891.0,0.0,290.0,40.0,0.0,46.0
68,2019-01-03 20:00:00,176.47,199.0,304.0,19.0,843.0,0.0,237.0,40.0,0.0,46.0
69,2019-01-03 21:00:00,180.07,199.0,304.0,18.0,790.0,0.0,255.0,40.0,0.0,46.0
70,2019-01-03 22:00:00,196.1,199.0,305.0,20.0,625.0,0.0,288.0,40.0,0.0,46.0
71,2019-01-03 23:00:00,257.45,200.0,306.0,20.0,217.0,0.0,333.0,40.0,0.0,44.0
72,2019-01-04 00:00:00,254.57,199.0,307.0,19.0,187.0,0.0,374.0,40.0,0.0,44.0
73,2019-01-04 01:00:00,253.4,199.0,307.0,20.0,181.0,0.0,386.0,40.0,0.0,44.0
74,2019-01-04 02:00:00,252.87,200.0,306.0,20.0,185.0,0.0,386.0,40.0,0.0,44.0
75,2019-01-04 03:00:00,246.82,199.0,305.0,21.0,193.0,0.0,405.0,40.0,0.0,44.0
76,2019-01-04 04:00:00,244.48,199.0,302.0,27.0,227.0,0.0,385.0,40.0,0.0,44.0
77,2019-01-04 05:00:00,214.55,199.0,301.0,27.0,386.0,0.0,396.0,40.0,0.0,44.0
78,2019-01-04 06:00:00,185.15,199.0,302.0,26.0,597.0,0.0,406.0,40.0,0.0,44.0
79,2019-01-04 07:00:00,172.55,199.0,303.0,23.0,682.0,6.0,430.0,40.0,0.0,44.0
80,2019-01-04 08:00:00,167.12,199.0,302.0,21.0,716.0,14.0,440.0,40.0,0.0,44.0
81,2019-01-04 09:00:00,168.14,199.0,307.0,18.0,697.0,18.0,446.0,40.0,0.0,44.0
82,2019-01-04 10:00:00,168.91,200.0,310.0,18.0,700.0,21.0,439.0,40.0,0.0,44.0
83,2019-01-04 11:00:00,168.08,199.0,309.0,18.0,710.0,19.0,435.0,40.0,0.0,44.0
84,2019-01-04 12:00:00,172.51,200.0,310.0,18.0,691.0,14.0,418.0,40.0,0.0,44.0
85,2019-01-04 13:00:00,170.76,199.0,302.0,18.0,685.0,9.0,434.0,40.0,0.0,44.0
86,2019-01-04 14:00:00,168.28,200.0,302.0,18.0,718.0,3.0,436.0,40.0,0.0,44.0
87,2019-01-04 15:00:00,163.65,199.0,301.0,18.0,779.0,0.0,423.0,40.0,0.0,44.0
88,2019-01-04 16:00:00,159.05,199.0,294.0,20.0,829.0,0.0,419.0,40.0,0.0,44.0
89,2019-01-04 17:00:00,159.3,199.0,272.0,20.0,790.0,0.0,426.0,40.0,0.0,44.0
90,2019-01-04 18:00:00,168.03,199.0,302.0,20.0,751.0,0.0,408.0,40.0,0.0,44.0
91,2019-01-04 19:00:00,173.23,199.0,302.0,20.0,704.0,0.0,402.0,40.0,0.0,44.0
92,2019-01-04 20:00:00,177.88,199.0,302.0,19.0,695.0,0.0,365.0,40.0,0.0,44.0
93,2019-01-04 21:00:00,184.58,199.0,301.0,21.0,645.0,0.0,356.0,40.0,0.0,44.0
94,2019-01-04 22:00:00,201.11,199.0,301.0,20.0,534.0,0.0,334.0,40.0,0.0,44.0
95,2019-01-04 23:00:00,236.82,199.0,303.0,20.0,317.0,0.0,333.0,40.0,0.0,46.0
96,2019-01-05 00:00:00,256.39,199.0,303.0,20.0,170.0,0.0,384.0,40.0,0.0,46.0
97,2019-01-05 01:00:00,260.4,199.0,302.0,17.0,159.0,0.0,375.0,40.0,0.0,46.0
98,2019-01-05 02:00:00,260.99,199.0,301.0,17.0,182.0,0.0,349.0,40.0,0.0,46.0
99,2019-01-05 03:00:00,266.54,200.0,300.0,23.0,186.0,0.0,326.0,40.0,0.0,46.0
100,2019-01-05 04:00:00,273.47,199.0,302.0,24.0,185.0,0.0,298.0,40.0,0.0,46.0
101,2019-01-05 05:00:00,234.98,200.0,303.0,24.0,403.0,0.0,262.0,40.0,0.0,46.0
102,2019-01-05 06:00:00,219.91,199.0,320.0,22.0,546.0,0.0,214.0,40.0,0.0,46.0
103,2019-01-05 07:00:00,206.78,200.0,319.0,21.0,691.0,1.0,157.0,40.0,0.0,46.0
104,2019-01-05 08:00:00,204.7,200.0,319.0,21.0,737.0,3.0,124.0,40.0,0.0,46.0
105,2019-01-05 09:00:00,194.94,200.0,304.0,19.0,817.0,4.0,102.0,40.0,0.0,46.0
106,2019-01-05 10:00:00,197.42,200.0,318.0,19.0,823.0,4.0,89.0,40.0,0.0,46.0
107,2019-01-05 11:00:00,204.72,200.0,329.0,18.0,766.0,3.0,100.0,40.0,0.0,46.0
108,2019-01-05 12:00:00,203.32,199.0,338.0,18.0,771.0,2.0,111.0,40.0,0.0,46.0
109,2019-01-05 13:00:00,206.72,199.0,385.0,18.0,756.0,1.0,139.0,40.0,0.0,46.0
110,2019-01-05 14:00:00,222.14,199.0,460.0,18.0,666.0,0.0,170.0,40.0,0.0,46.0
111,2019-01-05 15:00:00,234.81,199.0,530.0,18.0,677.0,0.0,113.0,40.0,0.0,46.0
112,2019-01-05 16:00:00,226.67,200.0,529.0,18.0,751.0,0.0,99.0,40.0,0.0,46.0
113,2019-01-05 17:00:00,230.5,199.0,529.0,17.0,714.0,0.0,105.0,40.0,0.0,46.0
114,2019-01-05 18:00:00,226.59,200.0,529.0,16.0,731.0,0.0,118.0,40.0,0.0,46.0
115,2019-01-05 19:00:00,225.54,200.0,528.0,17.0,693.0,0.0,164.0,40.0,0.0,46.0
116,2019-01-05 20:00:00,225.6,199.0,528.0,18.0,687.0,0.0,168.0,40.0,0.0,46.0
117,2019-01-05 21:00:00,233.12,200.0,521.0,21.0,618.0,0.0,183.0,40.0,0.0,46.0
118,2019-01-05 22:00:00,272.0,200.0,511.0,22.0,370.0,0.0,195.0,40.0,0.0,46.0
119,2019-01-05 23:00:00,300.21,199.0,429.0,21.0,221.0,0.0,193.0,40.0,0.0,46.0
120,2019-01-06 00:00:00,302.71,198.0,429.0,21.0,248.0,0.0,155.0,40.0,0.0,46.0
121,2019-01-06 01:00:00,308.76,199.0,428.0,21.0,244.0,0.0,138.0,40.0,0.0,46.0
122,2019-01-06 02:00:00,311.6,199.0,429.0,21.0,243.0,0.0,129.0,40.0,0.0,46.0
123,2019-01-06 03:00:00,305.56,199.0,439.0,21.0,228.0,0.0,168.0,40.0,0.0,46.0
124,2019-01-06 04:00:00,301.29,199.0,438.0,24.0,209.0,0.0,204.0,40.0,0.0,46.0
125,2019-01-06 05:00:00,282.44,199.0,456.0,24.0,315.0,0.0,181.0,40.0,0.0,46.0
126,2019-01-06 06:00:00,256.72,199.0,457.0,21.0,450.0,0.0,171.0,40.0,0.0,46.0
127,2019-01-06 07:00:00,251.17,200.0,458.0,16.0,488.0,4.0,159.0,40.0,0.0,46.0
128,2019-01-06 08:00:00,239.09,200.0,458.0,17.0,542.0,8.0,173.0,40.0,0.0,46.0
129,2019-01-06 09:00:00,219.56,200.0,458.0,17.0,649.0,13.0,193.0,40.0,0.0,46.0
130,2019-01-06 10:00:00,212.98,199.0,459.0,18.0,644.0,16.0,244.0,40.0,0.0,46.0
131,2019-01-06 11:00:00,213.1,200.0,458.0,17.0,580.0,16.0,308.0,40.0,0.0,46.0
132,2019-01-06 12:00:00,226.81,199.0,458.0,17.0,416.0,13.0,372.0,40.0,0.0,46.0
133,2019-01-06 13:00:00,233.54,199.0,458.0,17.0,365.0,8.0,383.0,40.0,0.0,46.0
134,2019-01-06 14:00:00,241.67,199.0,458.0,17.0,333.0,3.0,369.0,40.0,0.0,46.0
135,2019-01-06 15:00:00,231.94,198.0,456.0,17.0,390.0,0.0,373.0,40.0,0.0,46.0
136,2019-01-06 16:00:00,219.62,199.0,442.0,18.0,498.0,0.0,344.0,40.0,0.0,46.0
137,2019-01-06 17:00:00,217.48,200.0,442.0,19.0,525.0,0.0,336.0,40.0,0.0,46.0
138,2019-01-06 18:00:00,214.48,199.0,442.0,18.0,518.0,0.0,362.0,40.0,0.0,46.0
139,2019-01-06 19:00:00,217.41,199.0,442.0,19.0,541.0,0.0,318.0,40.0,0.0,46.0
140,2019-01-06 20:00:00,219.04,200.0,441.0,18.0,575.0,0.0,273.0,40.0,0.0,46.0
141,2019-01-06 21:00:00,225.18,200.0,433.0,20.0,492.0,0.0,309.0,40.0,0.0,46.0
142,2019-01-06 22:00:00,265.04,200.0,432.0,20.0,218.0,0.0,351.0,40.0,0.0,46.0
143,2019-01-06 23:00:00,278.75,199.0,432.0,20.0,198.0,0.0,305.0,40.0,0.0,46.0
144,2019-01-07 00:00:00,283.13,198.0,433.0,19.0,176.0,0.0,306.0,40.0,0.0,46.0
145,2019-01-07 01:00:00,253.6,152.0,433.0,19.0,179.0,0.0,353.0,40.0,0.0,46.0
146,2019-01-07 02:00:00,245.45,146.0,433.0,19.0,190.0,0.0,370.0,40.0,0.0,46.0
147,2019-01-07 03:00:00,249.43,146.0,433.0,22.0,219.0,0.0,323.0,40.0,0.0,46.0
148,2019-01-07 04:00:00,252.97,146.0,442.0,27.0,208.0,0.0,324.0,40.0,0.0,46.0
149,2019-01-07 05:00:00,223.1,159.0,487.0,27.0,425.0,0.0,333.0,40.0,0.0,46.0
150,2019-01-07 06:00:00,212.23,198.0,528.0,25.0,609.0,0.0,356.0,40.0,0.0,46.0
151,2019-01-07 07:00:00,203.71,200.0,527.0,25.0,687.0,4.0,354.0,40.0,0.0,46.0
152,2019-01-07 08:00:00,195.4,198.0,528.0,22.0,763.0,9.0,345.0,40.0,0.0,46.0
153,2019-01-07 09:00:00,195.87,199.0,528.0,20.0,783.0,14.0,316.0,40.0,0.0,46.0
154,2019-01-07 10:00:00,194.04,201.0,528.0,18.0,821.0,17.0,297.0,40.0,0.0,46.0
155,2019-01-07 11:00:00,192.87,199.0,529.0,18.0,847.0,16.0,279.0,40.0,0.0,46.0
156,2019-01-07 12:00:00,199.13,199.0,529.0,19.0,755.0,13.0,313.0,40.0,0.0,46.0
157,2019-01-07 13:00:00,202.7,200.0,529.0,19.0,701.0,8.0,341.0,40.0,0.0,46.0
158,2019-01-07 14:00:00,206.18,200.0,530.0,19.0,696.0,3.0,320.0,40.0,0.0,46.0
159,2019-01-07 15:00:00,196.87,200.0,529.0,21.0,813.0,0.0,295.0,40.0,0.0,46.0
160,2019-01-07 16:00:00,198.7,200.0,530.0,23.0,835.0,0.0,258.0,40.0,0.0,46.0
161,2019-01-07 17:00:00,199.34,199.0,530.0,23.0,841.0,0.0,243.0,40.0,0.0,46.0
162,2019-01-07 18:00:00,199.84,200.0,530.0,24.0,848.0,0.0,235.0,40.0,0.0,46.0
163,2019-01-07 19:00:00,205.84,200.0,530.0,24.0,827.0,0.0,200.0,40.0,0.0,46.0
164,2019-01-07 20:00:00,216.11,199.0,530.0,22.0,740.0,0.0,194.0,40.0,0.0,46.0
165,2019-01-07 21:00:00,228.37,200.0,504.0,18.0,664.0,0.0,158.0,40.0,0.0,46.0
166,2019-01-07 22:00:00,240.65,200.0,459.0,20.0,551.0,0.0,165.0,40.0,0.0,46.0
167,2019-01-07 23:00:00,310.48,199.0,441.0,19.0,225.0,0.0,151.0,40.0,0.0,44.0
168,2019-01-08 00:00:00,319.93,200.0,439.0,19.0,217.0,0.0,127.0,40.0,0.0,44.0
169,2019-01-08 01:00:00,325.7,200.0,439.0,20.0,213.0,0.0,112.0,40.0,0.0,44.0
170,2019-01-08 02:00:00,337.32,200.0,439.0,19.0,223.0,0.0,65.0,40.0,0.0,44.0
171,2019-01-08 03:00:00,336.39,199.0,439.0,21.0,258.0,0.0,32.0,40.0,0.0,44.0
172,2019-01-08 04:00:00,340.89,200.0,442.0,27.0,250.0,0.0,29.0,40.0,0.0,44.0
173,2019-01-08 05:00:00,286.18,201.0,488.0,26.0,472.0,0.0,19.0,40.0,0.0,44.0
174,2019-01-08 06:00:00,242.06,200.0,529.0,25.0,726.0,0.0,19.0,40.0,0.0,44.0
175,2019-01-08 07:00:00,238.83,199.0,528.0,24.0,738.0,2.0,23.0,40.0,0.0,44.0
176,2019-01-08 08:00:00,237.98,200.0,529.0,22.0,749.0,4.0,17.0,40.0,0.0,44.0
177,2019-01-08 09:00:00,234.12,200.0,529.0,20.0,774.0,5.0,16.0,40.0,0.0,44.0
178,2019-01-08 10:00:00,228.16,200.0,529.0,18.0,799.0,5.0,32.0,40.0,0.0,44.0
179,2019-01-08 11:00:00,218.59,198.0,529.0,18.0,842.0,5.0,57.0,40.0,0.0,44.0
180,2019-01-08 12:00:00,215.12,200.0,529.0,18.0,841.0,4.0,92.0,40.0,0.0,44.0
181,2019-01-08 13:00:00,207.51,199.0,530.0,18.0,869.0,3.0,128.0,40.0,0.0,44.0
182,2019-01-08 14:00:00,206.46,200.0,530.0,18.0,848.0,1.0,163.0,40.0,0.0,44.0
183,2019-01-08 15:00:00,194.25,200.0,530.0,19.0,941.0,0.0,188.0,40.0,0.0,44.0
184,2019-01-08 16:00:00,201.86,200.0,530.0,19.0,857.0,0.0,198.0,40.0,0.0,44.0
185,2019-01-08 17:00:00,199.0,200.0,531.0,19.0,856.0,0.0,227.0,40.0,0.0,44.0
186,2019-01-08 18:00:00,200.28,199.0,531.0,19.0,840.0,0.0,228.0,40.0,0.0,44.0
187,2019-01-08 19:00:00,204.47,199.0,531.0,19.0,786.0,0.0,243.0,40.0,0.0,44.0
188,2019-01-08 20:00:00,203.3,198.0,531.0,19.0,774.0,0.0,263.0,40.0,0.0,44.0
189,2019-01-08 21:00:00,227.56,199.0,530.0,21.0,578.0,0.0,263.0,40.0,0.0,44.0
190,2019-01-08 22:00:00,246.69,199.0,483.0,20.0,413.0,0.0,274.0,40.0,0.0,44.0
191,2019-01-08 23:00:00,277.29,198.0,436.0,20.0,195.0,0.0,312.0,40.0,0.0,44.0
192,2019-01-09 00:00:00,288.67,197.0,435.0,20.0,168.0,0.0,288.0,40.0,0.0,44.0
193,2019-01-09 01:00:00,299.98,197.0,435.0,17.0,142.0,0.0,268.0,40.0,0.0,44.0
194,2019-01-09 02:00:00,309.35,198.0,436.0,17.0,170.0,0.0,207.0,40.0,0.0,44.0
195,2019-01-09 03:00:00,319.14,198.0,436.0,21.0,181.0,0.0,163.0,40.0,0.0,44.0
196,2019-01-09 04:00:00,322.92,198.0,439.0,22.0,225.0,0.0,107.0,40.0,0.0,44.0
197,2019-01-09 05:00:00,265.59,199.0,485.0,22.0,482.0,0.0,102.0,40.0,0.0,44.0
198,2019-01-09 06:00:00,225.96,198.0,528.0,22.0,741.0,0.0,109.0,40.0,0.0,44.0
199,2019-01-09 07:00:00,218.81,198.0,529.0,20.0,788.0,3.0,113.0,40.0,0.0,44.0
200,2019-01-09 08:00:00,219.43,200.0,530.0,18.0,762.0,7.0,134.0,40.0,0.0,44.0
201,2019-01-09 09:00:00,219.62,199.0,530.0,18.0,753.0,12.0,134.0,40.0,0.0,44.0
202,2019-01-09 10:00:00,218.91,198.0,530.0,19.0,781.0,15.0,107.0,40.0,0.0,44.0
203,2019-01-09 11:00:00,215.45,198.0,529.0,20.0,822.0,15.0,94.0,40.0,0.0,44.0
204,2019-01-09 12:00:00,218.76,198.0,528.0,18.0,789.0,14.0,99.0,40.0,0.0,44.0
205,2019-01-09 13:00:00,213.37,199.0,529.0,18.0,823.0,10.0,116.0,40.0,0.0,44.0
206,2019-01-09 14:00:00,206.71,200.0,529.0,17.0,812.0,4.0,192.0,40.0,0.0,44.0
207,2019-01-09 15:00:00,201.45,200.0,529.0,17.0,783.0,0.0,273.0,40.0,0.0,44.0
208,2019-01-09 16:00:00,193.36,199.0,530.0,18.0,823.0,0.0,311.0,40.0,0.0,44.0
209,2019-01-09 17:00:00,195.13,200.0,530.0,18.0,798.0,0.0,321.0,40.0,0.0,44.0
210,2019-01-09 18:00:00,195.63,200.0,531.0,18.0,787.0,0.0,328.0,40.0,0.0,44.0
211,2019-01-09 19:00:00,207.79,200.0,531.0,18.0,671.0,0.0,330.0,40.0,0.0,44.0
212,2019-01-09 20:00:00,210.08,200.0,531.0,17.0,637.0,0.0,343.0,40.0,0.0,44.0
213,2019-01-09 21:00:00,219.36,199.0,526.0,20.0,512.0,0.0,388.0,40.0,0.0,44.0
214,2019-01-09 22:00:00,239.47,200.0,477.0,21.0,345.0,0.0,386.0,40.0,0.0,44.0
215,2019-01-09 23:00:00,259.39,201.0,432.0,20.0,221.0,0.0,376.0,40.0,0.0,44.0
216,2019-01-10 00:00:00,263.06,200.0,432.0,21.0,187.0,0.0,390.0,40.0,0.0,44.0
217,2019-01-10 01:00:00,260.26,200.0,434.0,21.0,187.0,0.0,405.0,40.0,0.0,44.0
218,2019-01-10 02:00:00,261.86,199.0,433.0,20.0,170.0,0.0,411.0,40.0,0.0,44.0
219,2019-01-10 03:00:00,262.31,199.0,431.0,22.0,164.0,0.0,415.0,40.0,0.0,44.0
220,2019-01-10 04:00:00,260.19,198.0,439.0,27.0,167.0,0.0,427.0,40.0,0.0,44.0
221,2019-01-10 05:00:00,223.72,198.0,488.0,26.0,422.0,0.0,422.0,40.0,0.0,44.0
222,2019-01-10 06:00:00,199.57,199.0,530.0,24.0,647.0,0.0,432.0,40.0,0.0,44.0
223,2019-01-10 07:00:00,198.51,199.0,531.0,22.0,646.0,2.0,440.0,40.0,0.0,44.0
224,2019-01-10 08:00:00,193.68,200.0,531.0,22.0,689.0,5.0,445.0,40.0,0.0,44.0
225,2019-01-10 09:00:00,194.34,199.0,534.0,21.0,684.0,7.0,440.0,40.0,0.0,44.0
226,2019-01-10 10:00:00,189.22,196.0,490.0,20.0,705.0,9.0,418.0,40.0,0.0,44.0
227,2019-01-10 11:00:00,182.15,196.0,447.0,19.0,744.0,8.0,409.0,40.0,0.0,44.0
228,2019-01-10 12:00:00,182.93,198.0,449.0,18.0,721.0,7.0,432.0,40.0,0.0,44.0
229,2019-01-10 13:00:00,174.06,198.0,449.0,17.0,821.0,4.0,431.0,40.0,0.0,44.0
230,2019-01-10 14:00:00,170.4,198.0,449.0,17.0,864.0,2.0,433.0,40.0,0.0,44.0
231,2019-01-10 15:00:00,167.01,199.0,449.0,19.0,917.0,0.0,430.0,40.0,0.0,44.0
232,2019-01-10 16:00:00,165.78,199.0,449.0,20.0,951.0,0.0,413.0,40.0,0.0,44.0
233,2019-01-10 17:00:00,166.76,201.0,457.0,19.0,954.0,0.0,413.0,40.0,0.0,44.0
234,2019-01-10 18:00:00,177.56,200.0,508.0,17.0,892.0,0.0,395.0,40.0,0.0,44.0
235,2019-01-10 19:00:00,192.46,199.0,531.0,17.0,757.0,0.0,386.0,40.0,0.0,44.0
236,2019-01-10 20:00:00,205.55,199.0,532.0,19.0,630.0,0.0,390.0,40.0,0.0,44.0
237,2019-01-10 21:00:00,213.11,199.0,517.0,21.0,572.0,0.0,373.0,40.0,0.0,44.0
238,2019-01-10 22:00:00,231.76,199.0,448.0,20.0,369.0,0.0,392.0,40.0,0.0,44.0
239,2019-01-10 23:00:00,258.86,199.0,430.0,20.0,214.0,0.0,381.0,40.0,0.0,44.0
240,2019-01-11 00:00:00,259.46,198.0,430.0,20.0,226.0,0.0,364.0,40.0,0.0,44.0
241,2019-01-11 01:00:00,242.0,152.0,429.0,18.0,200.0,0.0,385.0,40.0,0.0,44.0
242,2019-01-11 02:00:00,243.69,153.0,429.0,19.0,189.0,0.0,390.0,40.0,0.0,44.0
243,2019-01-11 03:00:00,242.79,152.0,433.0,21.0,197.0,0.0,388.0,40.0,0.0,44.0
244,2019-01-11 04:00:00,242.26,152.0,439.0,24.0,197.0,0.0,396.0,40.0,0.0,44.0
245,2019-01-11 05:00:00,225.78,159.0,489.0,23.0,329.0,0.0,406.0,40.0,0.0,44.0
246,2019-01-11 06:00:00,218.02,197.0,531.0,21.0,518.0,0.0,392.0,40.0,0.0,44.0
247,2019-01-11 07:00:00,199.98,199.0,530.0,19.0,651.0,6.0,413.0,40.0,0.0,44.0
248,2019-01-11 08:00:00,198.93,199.0,530.0,18.0,651.0,13.0,415.0,40.0,0.0,44.0
249,2019-01-11 09:00:00,199.99,199.0,529.0,18.0,637.0,19.0,412.0,40.0,0.0,44.0
250,2019-01-11 10:00:00,186.44,199.0,448.0,17.0,704.0,22.0,399.0,40.0,0.0,44.0
251,2019-01-11 11:00:00,189.44,198.0,457.0,18.0,706.0,20.0,376.0,40.0,0.0,44.0
