UTC time,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-08-24 00:00:00,2729.0,2808.0,0.0,4.0,0.0,793.0,309.0,483.0
2023-08-24 01:00:00,2167.0,2808.0,0.0,5.0,0.0,855.0,309.0,457.0
2023-08-24 02:00:00,2574.0,2806.0,0.0,6.0,0.0,887.0,315.0,445.0
2023-08-24 03:00:00,2649.0,2807.0,0.0,9.0,0.0,924.0,312.0,485.0
2023-08-24 04:00:00,2647.0,2809.0,0.0,11.0,0.0,771.0,304.0,515.0
2023-08-24 05:00:00,2799.0,2814.0,0.0,10.0,281.0,514.0,301.0,615.0
2023-08-24 06:00:00,2733.0,2816.0,0.0,7.0,1059.0,464.0,300.0,618.0
2023-08-24 07:00:00,2818.0,2818.0,0.0,3.0,1263.0,503.0,300.0,609.0
2023-08-24 08:00:00,2905.0,2806.0,0.0,3.0,1154.0,821.0,291.0,623.0
2023-08-24 09:00:00,2824.0,2800.0,0.0,4.0,826.0,1093.0,294.0,619.0
2023-08-24 10:00:00,3056.0,2802.0,0.0,4.0,912.0,591.0,292.0,571.0
2023-08-24 11:00:00,2939.0,2804.0,0.0,4.0,1297.0,331.0,293.0,532.0
2023-08-24 12:00:00,3003.0,2806.0,0.0,3.0,884.0,860.0,292.0,505.0
2023-08-24 13:00:00,2981.0,2803.0,0.0,5.0,807.0,1333.0,286.0,448.0
2023-08-24 14:00:00,3017.0,2803.0,0.0,7.0,909.0,1535.0,288.0,423.0
2023-08-24 15:00:00,2883.0,2804.0,0.0,12.0,1337.0,1221.0,283.0,434.0
2023-08-24 16:00:00,3214.0,2810.0,0.0,13.0,1100.0,868.0,284.0,473.0
2023-08-24 17:00:00,3417.0,2815.0,0.0,11.0,450.0,711.0,288.0,501.0
2023-08-24 18:00:00,3609.0,2817.0,0.0,10.0,26.0,804.0,283.0,556.0
2023-08-24 19:00:00,3595.0,2818.0,0.0,8.0,0.0,491.0,280.0,560.0
2023-08-24 20:00:00,3689.0,2818.0,0.0,7.0,0.0,409.0,272.0,563.0
2023-08-24 21:00:00,3551.0,2817.0,0.0,10.0,0.0,420.0,272.0,542.0
2023-08-24 22:00:00,3328.0,2816.0,0.0,11.0,0.0,296.0,287.0,517.0
2023-08-24 23:00:00,3078.0,2815.0,0.0,12.0,0.0,367.0,286.0,515.0
