Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
40944,2023-09-03 00:00:00,2024-07-17 00:00:00,3.1,134.88,1136.0,2839.0,0.0,12.0,0.0,417.4360647302408,340.0,499.0
40945,2023-09-03 01:00:00,2024-07-17 00:00:00,3.1,136.79,1116.0,2825.0,0.0,12.0,0.0,398.6665271290138,336.0,521.0
40946,2023-09-03 02:00:00,2024-07-17 00:00:00,3.1,137.0,1107.0,2821.0,0.0,12.0,0.0,313.61207136435354,341.0,502.0
40947,2023-09-03 03:00:00,2024-07-17 00:00:00,3.1,140.3,1119.0,2826.0,0.0,12.0,0.0,162.0,338.0,486.0
40948,2023-09-03 04:00:00,2024-07-17 00:00:00,3.1,137.4,1123.0,2830.0,0.0,15.0,0.0,324.44646871695403,340.0,505.0
40949,2023-09-03 05:00:00,2024-07-17 00:00:00,3.1,137.04,1115.0,2831.0,0.0,14.0,103.0,437.8912474290594,328.0,569.0
40950,2023-09-03 06:00:00,2024-07-17 00:00:00,3.1,123.99,1085.0,2829.0,0.0,12.0,678.0,344.3762210535429,330.0,561.0
40951,2023-09-03 07:00:00,2024-07-17 00:00:00,3.1,108.33,1029.0,2827.0,0.0,11.0,1720.0,59.0,324.0,570.0
40952,2023-09-03 08:00:00,2024-07-17 00:00:00,3.1,92.08,1017.0,2834.0,0.0,11.0,2920.0,172.35682590122303,316.0,607.0
40953,2023-09-03 09:00:00,2024-07-17 00:00:00,3.1,83.58,988.0,2839.0,0.0,8.0,3975.0,58.0,316.0,648.0
40954,2023-09-03 10:00:00,2024-07-17 00:00:00,3.1,73.41,959.0,2836.0,0.0,9.0,4775.0,51.0,317.0,602.0
40955,2023-09-03 11:00:00,2024-07-17 00:00:00,3.1,69.52,924.0,2833.0,0.0,10.0,4979.0,66.33333333333333,322.0,580.0
40956,2023-09-03 12:00:00,2024-07-17 00:00:00,3.1,68.49,923.0,2833.0,0.0,11.0,4725.0,175.56840618010298,305.0,539.0
40957,2023-09-03 13:00:00,2024-07-17 00:00:00,3.1,70.48,881.0,2833.0,0.0,12.0,4264.0,167.85613539336768,297.0,535.0
40958,2023-09-03 14:00:00,2024-07-17 00:00:00,3.1,79.07,902.0,2827.0,0.0,12.0,3524.0,226.95204513112256,310.0,571.0
40959,2023-09-03 15:00:00,2024-07-17 00:00:00,3.1,100.61,1168.0,2829.0,0.0,11.0,2348.0,391.99663399162506,315.0,587.0
40960,2023-09-03 16:00:00,2024-07-17 00:00:00,3.1,129.34,1480.0,2838.0,0.0,11.0,1191.0,522.0706868330309,321.0,618.0
40961,2023-09-03 17:00:00,2024-07-17 00:00:00,3.1,154.43,1840.0,2838.0,0.0,9.0,405.0,704.9134779871393,319.0,627.0
40962,2023-09-03 18:00:00,2024-07-17 00:00:00,3.1,161.57,1903.0,2837.0,0.0,8.0,15.0,914.5049609034872,323.0,642.0
40963,2023-09-03 19:00:00,2024-07-17 00:00:00,3.1,160.98,1891.0,2835.0,0.0,8.0,0.0,949.768781686264,324.0,646.0
40964,2023-09-03 20:00:00,2024-07-17 00:00:00,3.1,161.29,1821.0,2836.0,0.0,8.0,0.0,810.5564912546388,328.0,634.0
40965,2023-09-03 21:00:00,2024-07-17 00:00:00,3.1,146.0,1316.0,2836.0,0.0,8.0,0.0,664.2557053596471,321.0,616.0
40966,2023-09-03 22:00:00,2024-07-17 00:00:00,3.1,125.25,993.0,2836.0,0.0,8.0,0.0,608.4546534955621,330.0,513.0
40967,2023-09-03 23:00:00,2024-07-17 00:00:00,3.1,123.38,992.0,2836.0,0.0,8.0,0.0,597.1589535931707,328.0,488.0
