UTC time,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-11-27 00:00:00,809.0,3957.0,0.0,39.0,0.0,1981.5,305.0,547.0
2023-11-27 01:00:00,827.0,3958.0,0.0,39.0,0.0,1425.75,311.0,556.0
2023-11-27 02:00:00,818.0,3958.0,0.0,39.0,0.0,1217.875,312.0,566.0
2023-11-27 03:00:00,825.0,3957.0,0.0,39.0,0.0,1108.9375,307.0,588.0
2023-11-27 04:00:00,893.0,3956.0,0.0,38.0,0.0,963.96875,306.0,605.0
2023-11-27 05:00:00,1300.0,3954.0,0.0,37.0,0.0,1192.9895833333333,312.0,724.0
2023-11-27 06:00:00,1649.0,3952.0,0.0,38.0,0.0,1931.0,305.0,865.0
2023-11-27 07:00:00,1746.0,3952.0,0.0,39.0,0.0,1300.5,307.0,935.0
2023-11-27 08:00:00,1783.0,3951.0,0.0,39.0,20.0,990.75,306.0,950.0
2023-11-27 09:00:00,1733.0,3953.0,0.0,40.0,111.0,806.375,307.0,876.0
2023-11-27 10:00:00,1735.0,3953.0,0.0,41.0,182.0,978.4583333333334,314.0,813.0
2023-11-27 11:00:00,1728.0,3952.0,0.0,40.0,163.0,1521.0,300.0,797.0
2023-11-27 12:00:00,1731.0,3953.0,0.0,38.0,149.0,753.0,301.0,812.0
2023-11-27 13:00:00,1634.0,3954.0,0.0,37.0,124.0,810.5,308.0,831.0
2023-11-27 14:00:00,1578.0,3954.0,0.0,37.0,57.0,885.75,318.0,807.0
2023-11-27 15:00:00,1351.0,3954.0,0.0,40.0,3.0,1081.375,298.0,839.0
2023-11-27 16:00:00,1578.0,3956.0,0.0,42.0,0.0,1081.6875,303.0,925.0
2023-11-27 17:00:00,1716.0,3955.0,0.0,41.0,0.0,1097.84375,319.0,978.0
2023-11-27 18:00:00,1685.0,3953.0,0.0,40.0,0.0,1211.921875,319.0,970.0
2023-11-27 19:00:00,1071.0,3952.0,0.0,40.0,0.0,1589.9609375,317.0,890.0
2023-11-27 20:00:00,938.0,3950.0,0.0,40.0,0.0,2136.98046875,316.0,889.0
2023-11-27 21:00:00,849.0,3951.0,0.0,39.0,0.0,2566.990234375,318.0,790.0
2023-11-27 22:00:00,849.0,3954.0,0.0,38.0,0.0,2830.4951171875,319.0,686.0
2023-11-27 23:00:00,899.0,3955.0,0.0,36.0,0.0,2989.24755859375,318.0,599.0
