Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,oil,hydro,solar,wind,other
38496,2023-05-24 00:00:00,2024-07-17 00:00:00,3.1,36.64,0.0,0.0,1680.0,252.0,30.0,30.0
38497,2023-05-24 01:00:00,2024-07-17 00:00:00,3.1,34.13,0.0,0.0,1650.0,142.0,93.0,26.0
38498,2023-05-24 02:00:00,2024-07-17 00:00:00,3.1,33.5,0.0,0.0,1695.0,76.0,123.0,27.0
38499,2023-05-24 03:00:00,2024-07-17 00:00:00,3.1,33.3,0.0,0.0,1695.0,18.0,110.0,27.0
38500,2023-05-24 04:00:00,2024-07-17 00:00:00,3.1,33.69,0.0,0.0,1687.0,0.0,131.0,29.0
38501,2023-05-24 05:00:00,2024-07-17 00:00:00,3.1,33.35,0.0,0.0,1685.0,0.0,190.0,30.0
38502,2023-05-24 06:00:00,2024-07-17 00:00:00,3.1,32.8,0.0,0.0,1695.0,0.0,173.0,28.0
38503,2023-05-24 07:00:00,2024-07-17 00:00:00,3.1,34.99,0.0,0.0,1669.0,0.0,150.0,33.0
38504,2023-05-24 08:00:00,2024-07-17 00:00:00,3.1,35.67,0.0,0.0,1525.0,0.0,167.0,33.0
38505,2023-05-24 09:00:00,2024-07-17 00:00:00,3.1,35.62,0.0,0.0,1480.0,0.0,138.0,31.0
38506,2023-05-24 10:00:00,2024-07-17 00:00:00,3.1,36.34,0.0,0.0,1481.0,0.0,117.0,32.0
38507,2023-05-24 11:00:00,2024-07-17 00:00:00,3.1,36.36,0.0,0.0,1565.0,0.0,101.0,33.0
38508,2023-05-24 12:00:00,2024-07-17 00:00:00,3.1,35.63,0.0,0.0,1684.0,0.0,95.0,33.0
38509,2023-05-24 13:00:00,2024-07-17 00:00:00,3.1,35.55,0.0,0.0,1662.0,3.0,85.0,32.0
38510,2023-05-24 14:00:00,2024-07-17 00:00:00,3.1,34.88,0.0,0.0,1681.0,53.0,92.0,30.0
38511,2023-05-24 15:00:00,2024-07-17 00:00:00,3.1,32.75,0.0,0.0,1672.0,170.0,98.0,22.0
38512,2023-05-24 16:00:00,2024-07-17 00:00:00,3.1,34.58,0.0,0.0,1658.0,248.0,71.0,25.0
38513,2023-05-24 17:00:00,2024-07-17 00:00:00,3.1,33.11,0.0,0.0,1662.0,327.0,64.0,19.0
38514,2023-05-24 18:00:00,2024-07-17 00:00:00,3.1,35.41,0.0,0.0,1628.0,395.0,48.0,24.0
38515,2023-05-24 19:00:00,2024-07-17 00:00:00,3.1,34.67,0.0,0.0,1675.0,435.0,25.0,21.0
38516,2023-05-24 20:00:00,2024-07-17 00:00:00,3.1,34.44,0.0,0.0,1659.0,346.0,13.0,21.0
38517,2023-05-24 21:00:00,2024-07-17 00:00:00,3.1,33.88,0.0,0.0,1646.0,318.0,26.0,20.0
38518,2023-05-24 22:00:00,2024-07-17 00:00:00,3.1,33.96,0.0,0.0,1685.0,307.0,55.0,22.0
38519,2023-05-24 23:00:00,2024-07-17 00:00:00,3.1,33.28,0.0,0.0,1538.0,248.0,88.0,20.0
