UTC time,nat_gas,oil,hydro,solar,wind,other
2023-09-14 00:00:00,516.0,0.0,1016.0,418.0,508.0,34.0
2023-09-14 01:00:00,507.0,0.0,1262.0,276.0,520.0,36.0
2023-09-14 02:00:00,520.0,0.0,1326.0,43.0,514.0,35.0
2023-09-14 03:00:00,520.0,0.0,1300.0,0.0,539.0,38.0
2023-09-14 04:00:00,509.0,0.0,1260.0,0.0,502.0,36.0
2023-09-14 05:00:00,470.0,0.0,1199.0,0.0,489.0,39.0
2023-09-14 06:00:00,442.0,0.0,762.0,0.0,394.0,39.0
2023-09-14 07:00:00,438.0,0.0,672.0,0.0,269.0,39.0
2023-09-14 08:00:00,438.0,0.0,497.0,0.0,150.0,41.0
2023-09-14 09:00:00,439.0,0.0,486.0,0.0,118.0,39.0
2023-09-14 10:00:00,439.0,0.0,456.0,0.0,105.0,39.0
2023-09-14 11:00:00,455.0,0.0,506.0,0.0,86.0,42.0
2023-09-14 12:00:00,495.0,0.0,508.0,0.0,82.0,44.0
2023-09-14 13:00:00,530.0,0.0,619.0,0.0,84.0,44.0
2023-09-14 14:00:00,532.0,0.0,677.0,14.0,74.0,51.0
2023-09-14 15:00:00,524.0,0.0,588.0,189.0,69.0,54.0
2023-09-14 16:00:00,521.0,0.0,578.0,388.0,61.0,45.0
2023-09-14 17:00:00,516.0,0.0,583.0,420.0,63.0,45.0
2023-09-14 18:00:00,509.0,0.0,580.0,424.0,52.0,40.0
2023-09-14 19:00:00,522.0,0.0,565.0,409.0,65.0,38.0
2023-09-14 20:00:00,528.0,0.0,621.0,401.0,53.0,39.0
2023-09-14 21:00:00,538.0,0.0,785.0,403.0,38.0,37.0
2023-09-14 22:00:00,541.0,0.0,873.0,417.0,51.0,40.0
2023-09-14 23:00:00,542.0,0.0,1003.0,429.0,50.0,32.0
