UTC time,nat_gas,oil,hydro,solar,wind,other
2023-07-21 00:00:00,658.0,0.0,1521.0,351.0,83.0,36.0
2023-07-21 01:00:00,656.0,0.0,1539.0,345.0,78.0,114.0
2023-07-21 02:00:00,659.0,0.0,1643.0,253.0,105.0,117.0
2023-07-21 03:00:00,659.0,0.0,1624.0,57.0,139.0,119.0
2023-07-21 04:00:00,670.0,0.0,1404.0,1.0,199.0,120.0
2023-07-21 05:00:00,671.0,0.0,1265.0,0.0,248.0,62.0
2023-07-21 06:00:00,674.0,0.0,1094.0,0.0,194.0,43.0
2023-07-21 07:00:00,648.0,0.0,875.0,0.0,137.0,39.0
2023-07-21 08:00:00,594.0,0.0,868.0,0.0,261.0,42.0
2023-07-21 09:00:00,585.0,0.0,764.0,0.0,321.0,41.0
2023-07-21 10:00:00,534.0,0.0,623.0,0.0,303.0,44.0
2023-07-21 11:00:00,544.0,0.0,613.0,0.0,348.0,42.0
2023-07-21 12:00:00,536.0,0.0,589.0,0.0,327.0,46.0
2023-07-21 13:00:00,587.0,0.0,597.0,8.0,299.0,45.0
2023-07-21 14:00:00,561.0,0.0,659.0,137.0,246.0,43.0
2023-07-21 15:00:00,456.0,0.0,642.0,353.0,140.0,42.0
2023-07-21 16:00:00,433.0,0.0,679.0,419.0,96.0,38.0
2023-07-21 17:00:00,470.0,0.0,692.0,435.0,76.0,37.0
2023-07-21 18:00:00,528.0,0.0,765.0,438.0,69.0,35.0
2023-07-21 19:00:00,553.0,0.0,795.0,431.0,46.0,33.0
2023-07-21 20:00:00,593.0,0.0,952.0,433.0,26.0,33.0
2023-07-21 21:00:00,647.0,0.0,1059.0,432.0,10.0,31.0
2023-07-21 22:00:00,656.0,0.0,1236.0,426.0,7.0,32.0
2023-07-21 23:00:00,654.0,0.0,1316.0,423.0,15.0,70.0
