UTC time,nat_gas,oil,hydro,solar,wind,other
2023-01-08 00:00:00,303.0,0.0,604.0,23.0,543.0,50.0
2023-01-08 01:00:00,303.0,0.0,687.0,1.0,560.0,50.0
2023-01-08 02:00:00,294.0,0.0,828.0,0.0,588.0,49.0
2023-01-08 03:00:00,242.0,0.0,757.0,0.0,624.0,50.0
2023-01-08 04:00:00,303.0,0.0,689.0,0.0,598.0,54.0
2023-01-08 05:00:00,302.0,0.0,660.0,0.0,608.0,48.0
2023-01-08 06:00:00,303.0,0.0,526.0,0.0,620.0,52.0
2023-01-08 07:00:00,299.0,0.0,484.0,0.0,628.0,50.0
2023-01-08 08:00:00,298.0,0.0,469.0,0.0,576.0,52.0
2023-01-08 09:00:00,303.0,0.0,484.0,0.0,612.0,49.0
2023-01-08 10:00:00,304.0,0.0,449.0,0.0,611.0,49.0
2023-01-08 11:00:00,304.0,0.0,442.0,0.0,626.0,48.0
2023-01-08 12:00:00,305.0,0.0,409.0,0.0,596.0,50.0
2023-01-08 13:00:00,304.0,0.0,507.0,0.0,591.0,48.0
2023-01-08 14:00:00,305.0,0.0,578.0,0.0,623.0,49.0
2023-01-08 15:00:00,304.0,0.0,688.0,0.0,623.0,47.0
2023-01-08 16:00:00,304.0,0.0,629.0,2.0,568.0,47.0
2023-01-08 17:00:00,303.0,0.0,632.0,28.0,584.0,48.0
2023-01-08 18:00:00,247.0,0.0,589.0,41.0,543.0,48.0
2023-01-08 19:00:00,254.0,0.0,599.0,94.0,512.0,50.0
2023-01-08 20:00:00,246.0,0.0,588.0,102.0,487.0,47.0
2023-01-08 21:00:00,210.0,0.0,608.0,123.0,443.0,47.0
2023-01-08 22:00:00,197.0,0.0,510.0,108.0,372.0,48.0
2023-01-08 23:00:00,225.0,0.0,592.0,66.0,315.0,48.0
