UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-09-29 00:00:00,2024-07-17 00:00:00,3.1,2.8685683059174627,288.0297587068137,272.34457418212395,431.4348700256704,0.241588909466715,25.22096,0.0,799.17157,209.16845,182.48283,46.50511
2023-09-29 01:00:00,2024-07-17 00:00:00,3.1,2.389066754719146,283.5036986349821,273.3542670672388,24.705635951654585,0.1432702022670029,31.94631,0.0,831.17914,176.68805,178.26952,46.68223
2023-09-29 02:00:00,2024-07-17 00:00:00,3.1,2.389066754719146,283.5036986349821,273.3542670672388,24.705635951654585,0.1432702022670029,24.49397,0.00372,848.04754,127.66059,174.65549,46.69501
2023-09-29 03:00:00,2024-07-17 00:00:00,3.1,2.389066754719146,283.5036986349821,273.3542670672388,24.705635951654585,0.1432702022670029,20.31898,0.0,812.31678,82.5868,166.76988,47.51984
2023-09-29 04:00:00,2024-07-17 00:00:00,3.1,2.34267483498692,282.3581879497761,273.79694022994414,12.35232741731709,0.2776648176500974,23.03437,0.0,784.76961,47.28872,152.29807,47.70713
2023-09-29 05:00:00,2024-07-17 00:00:00,3.1,2.34267483498692,282.3581879497761,273.79694022994414,12.35232741731709,0.2776648176500974,21.75465,0.0,730.82378,29.53967,143.09227,48.38262
2023-09-29 06:00:00,2024-07-17 00:00:00,3.1,2.34267483498692,282.3581879497761,273.79694022994414,12.35232741731709,0.2776648176500974,25.13911,0.0,656.24281,27.52258,141.52781,48.06593
2023-09-29 07:00:00,2024-07-17 00:00:00,3.1,2.2735209765822626,281.3641901208441,274.45606704022003,0.0,0.1387257861655859,19.85066,0.0,597.08165,8.1121,134.25441,49.60957
2023-09-29 08:00:00,2024-07-17 00:00:00,3.1,2.2735209765822626,281.3641901208441,274.45606704022003,0.0,0.1387257861655859,30.2417,0.0,568.6978,0.0,130.79239,50.07444
2023-09-29 09:00:00,2024-07-17 00:00:00,3.1,2.2735209765822626,281.3641901208441,274.45606704022003,0.0,0.1387257861655859,28.21454,0.0,571.3274,0.0,126.06838,50.87037
2023-09-29 10:00:00,2024-07-17 00:00:00,3.1,2.26944165162705,280.5556221548252,274.83750948221825,0.0,0.3244893919865833,28.03541,0.00013,593.39745,0.0,116.93441,51.20833
2023-09-29 11:00:00,2024-07-17 00:00:00,3.1,2.26944165162705,280.5556221548252,274.83750948221825,0.0,0.3244893919865833,24.23551,0.00369,642.65669,4.22086,108.81554,51.15175
2023-09-29 12:00:00,2024-07-17 00:00:00,3.1,2.26944165162705,280.5556221548252,274.83750948221825,0.0,0.3244893919865833,21.71286,0.0,692.13598,10.33745,104.22619,51.00417
2023-09-29 13:00:00,2024-07-17 00:00:00,3.1,2.370948519927391,281.3101177657284,275.2468739250004,17.99309629854491,0.2496660840705797,13.39592,0.0,746.67698,42.62499,100.84217,49.78691
2023-09-29 14:00:00,2024-07-17 00:00:00,3.1,2.370948519927391,281.3101177657284,275.2468739250004,17.99309629854491,0.2496660840705797,2.32977,0.0,778.23825,65.69387,97.92228,50.46974
2023-09-29 15:00:00,2024-07-17 00:00:00,3.1,2.370948519927391,281.3101177657284,275.2468739250004,17.99309629854491,0.2496660840705797,11.17221,0.0,773.31725,111.85642,99.90737,50.41758
2023-09-29 16:00:00,2024-07-17 00:00:00,3.1,3.3475539160276124,284.0995576105542,275.2901077326032,121.79469208043396,0.5624834323747496,12.85926,3e-05,730.90616,153.13456,96.73765,50.4162
2023-09-29 17:00:00,2024-07-17 00:00:00,3.1,3.3475539160276124,284.0995576105542,275.2901077326032,121.79469208043396,0.5624834323747496,17.15862,3e-05,709.69428,209.63254,92.52098,49.72226
2023-09-29 18:00:00,2024-07-17 00:00:00,3.1,3.3475539160276124,284.0995576105542,275.2901077326032,121.79469208043396,0.5624834323747496,27.96544,0.00138,661.85972,282.62118,91.48716,49.31451
2023-09-29 19:00:00,2024-07-17 00:00:00,3.1,4.159576742107189,285.4216398316437,275.0658175458071,344.5674339091421,0.3886704851436555,24.84616,0.0,627.91885,317.2858,91.81316,48.96857
2023-09-29 20:00:00,2024-07-17 00:00:00,3.1,4.159576742107189,285.4216398316437,275.0658175458071,344.5674339091421,0.3886704851436555,37.09698,0.00271,603.46059,323.70784,93.64591,47.75581
2023-09-29 21:00:00,2024-07-17 00:00:00,3.1,4.159576742107189,285.4216398316437,275.0658175458071,344.5674339091421,0.3886704851436555,33.00883,0.00036,607.8489,326.57035,98.72062,47.45014
2023-09-29 22:00:00,2024-07-17 00:00:00,3.1,3.944356313278058,284.1587398961124,275.2559142375975,265.79598765219464,0.8929098947506281,28.58965,0.0,666.92858,293.22485,106.5113,48.01708
2023-09-29 23:00:00,2024-07-17 00:00:00,3.1,3.944356313278058,284.1587398961124,275.2559142375975,265.79598765219464,0.8929098947506281,31.31223,0.0,726.69146,245.80205,119.63432,47.59571
2023-09-30 00:00:00,2024-07-17 00:00:00,3.1,3.944356313278058,284.1587398961124,275.2559142375975,265.79598765219464,0.8929098947506281,25.22096,0.0,732.69442,126.63511,196.8197,46.72473
2023-09-30 01:00:00,2024-07-17 00:00:00,3.1,3.358435623765951,281.2127692857082,275.5280703453832,16.42023228065222,0.5148529469093501,31.94631,0.0,765.9428,102.42421,201.17747,46.90716
2023-09-30 02:00:00,2024-07-17 00:00:00,3.1,3.358435623765951,281.2127692857082,275.5280703453832,16.42023228065222,0.5148529469093501,24.49397,0.00372,795.00281,66.08737,207.2421,46.91503
2023-09-30 03:00:00,2024-07-17 00:00:00,3.1,3.358435623765951,281.2127692857082,275.5280703453832,16.42023228065222,0.5148529469093501,20.31898,0.0,771.05942,36.70103,209.50023,47.74303
2023-09-30 04:00:00,2024-07-17 00:00:00,3.1,3.3882610306802854,279.97069204613507,275.4454705042841,8.2100557512525,0.8724537319455132,23.03437,0.0,757.58038,17.40835,205.37093,47.9246
2023-09-30 05:00:00,2024-07-17 00:00:00,3.1,3.3882610306802854,279.97069204613507,275.4454705042841,8.2100557512525,0.8724537319455132,21.75465,0.0,714.12206,11.6445,200.11555,48.59293
2023-09-30 06:00:00,2024-07-17 00:00:00,3.1,3.3882610306802854,279.97069204613507,275.4454705042841,8.2100557512525,0.8724537319455132,25.13911,0.0,643.53005,18.46376,204.13517,48.26364
