UTC time,nat_gas,oil,hydro,solar,wind,other
2023-01-25 00:00:00,488.0,0.0,685.0,85.0,164.0,61.0
2023-01-25 01:00:00,602.0,0.0,759.0,5.0,316.0,61.0
2023-01-25 02:00:00,638.0,0.0,774.0,0.0,392.0,63.0
2023-01-25 03:00:00,646.0,0.0,771.0,0.0,395.0,62.0
2023-01-25 04:00:00,649.0,0.0,762.0,0.0,383.0,61.0
2023-01-25 05:00:00,643.0,0.0,731.0,0.0,343.0,63.0
2023-01-25 06:00:00,611.0,0.0,596.0,0.0,331.0,61.0
2023-01-25 07:00:00,485.0,0.0,586.0,0.0,267.0,59.0
2023-01-25 08:00:00,474.0,0.0,470.0,0.0,276.0,61.0
2023-01-25 09:00:00,485.0,0.0,517.0,0.0,212.0,62.0
2023-01-25 10:00:00,480.0,0.0,588.0,0.0,112.0,59.0
2023-01-25 11:00:00,479.0,0.0,584.0,0.0,126.0,62.0
2023-01-25 12:00:00,475.0,0.0,591.0,0.0,120.0,62.0
2023-01-25 13:00:00,501.0,0.0,823.0,0.0,152.0,60.0
2023-01-25 14:00:00,524.0,0.0,917.0,0.0,130.0,63.0
2023-01-25 15:00:00,495.0,0.0,963.0,0.0,132.0,60.0
2023-01-25 16:00:00,487.0,0.0,965.0,14.0,113.0,60.0
2023-01-25 17:00:00,433.0,0.0,807.0,85.0,130.0,62.0
2023-01-25 18:00:00,415.0,0.0,719.0,138.0,133.0,55.0
2023-01-25 19:00:00,399.0,0.0,657.0,155.0,141.0,60.0
2023-01-25 20:00:00,224.0,0.0,614.0,170.0,146.0,57.0
2023-01-25 21:00:00,215.0,0.0,622.0,147.0,166.0,56.0
2023-01-25 22:00:00,229.0,0.0,608.0,138.0,206.0,54.0
2023-01-25 23:00:00,328.0,0.0,644.0,144.0,244.0,56.0
