UTC time,nat_gas,oil,hydro,solar,wind,other
2023-09-29 00:00:00,0.0,0.0,732.0,338.0,134.0,50.0
2023-09-29 01:00:00,0.0,0.0,1025.0,136.0,133.0,50.0
2023-09-29 02:00:00,0.0,0.0,985.0,3.0,204.0,52.0
2023-09-29 03:00:00,0.0,0.0,980.0,0.0,248.0,65.0
2023-09-29 04:00:00,0.0,0.0,948.0,0.0,139.0,68.0
2023-09-29 05:00:00,0.0,0.0,849.0,0.0,122.0,68.0
2023-09-29 06:00:00,0.0,0.0,726.0,0.0,116.0,67.0
2023-09-29 07:00:00,0.0,0.0,659.0,0.0,87.0,57.0
2023-09-29 08:00:00,0.0,0.0,668.0,0.0,50.0,57.0
2023-09-29 09:00:00,0.0,0.0,657.0,0.0,47.0,57.0
2023-09-29 10:00:00,0.0,0.0,660.0,0.0,31.0,57.0
2023-09-29 11:00:00,0.0,0.0,680.0,0.0,25.0,57.0
2023-09-29 12:00:00,0.0,0.0,736.0,0.0,15.0,58.0
2023-09-29 13:00:00,0.0,0.0,870.0,0.0,12.0,56.0
2023-09-29 14:00:00,0.0,0.0,1092.0,5.0,21.0,58.0
2023-09-29 15:00:00,0.0,0.0,1071.0,120.0,32.0,55.0
2023-09-29 16:00:00,0.0,0.0,881.0,317.0,25.0,56.0
2023-09-29 17:00:00,0.0,0.0,816.0,361.0,32.0,51.0
2023-09-29 18:00:00,0.0,0.0,809.0,367.0,31.0,55.0
2023-09-29 19:00:00,0.0,0.0,697.0,348.0,37.0,51.0
2023-09-29 20:00:00,0.0,0.0,812.0,336.0,77.0,52.0
2023-09-29 21:00:00,0.0,0.0,874.0,352.0,97.0,51.0
2023-09-29 22:00:00,0.0,0.0,832.0,337.0,105.0,50.0
2023-09-29 23:00:00,0.0,0.0,818.0,332.0,120.0,47.0
