UTC time,nat_gas,oil,hydro,solar,wind,other
2023-09-15 00:00:00,542.0,0.0,1046.0,417.0,53.0,38.0
2023-09-15 01:00:00,541.0,0.0,1346.0,267.0,59.0,39.0
2023-09-15 02:00:00,547.0,0.0,1374.0,39.0,64.0,39.0
2023-09-15 03:00:00,541.0,0.0,1288.0,0.0,91.0,42.0
2023-09-15 04:00:00,543.0,0.0,1260.0,0.0,121.0,42.0
2023-09-15 05:00:00,546.0,0.0,1170.0,0.0,81.0,46.0
2023-09-15 06:00:00,527.0,0.0,834.0,0.0,69.0,44.0
2023-09-15 07:00:00,527.0,0.0,650.0,0.0,60.0,46.0
2023-09-15 08:00:00,526.0,0.0,634.0,0.0,47.0,42.0
2023-09-15 09:00:00,525.0,0.0,501.0,0.0,34.0,50.0
2023-09-15 10:00:00,422.0,0.0,502.0,0.0,33.0,51.0
2023-09-15 11:00:00,356.0,0.0,552.0,0.0,50.0,47.0
2023-09-15 12:00:00,360.0,0.0,564.0,0.0,46.0,49.0
2023-09-15 13:00:00,360.0,0.0,645.0,0.0,58.0,52.0
2023-09-15 14:00:00,363.0,0.0,614.0,15.0,92.0,53.0
2023-09-15 15:00:00,361.0,0.0,572.0,220.0,57.0,48.0
2023-09-15 16:00:00,359.0,0.0,548.0,407.0,40.0,47.0
2023-09-15 17:00:00,358.0,0.0,529.0,437.0,63.0,43.0
2023-09-15 18:00:00,354.0,0.0,534.0,422.0,67.0,43.0
2023-09-15 19:00:00,358.0,0.0,526.0,405.0,65.0,42.0
2023-09-15 20:00:00,357.0,0.0,677.0,396.0,53.0,39.0
2023-09-15 21:00:00,357.0,0.0,761.0,400.0,42.0,42.0
2023-09-15 22:00:00,354.0,0.0,790.0,417.0,32.0,37.0
2023-09-15 23:00:00,356.0,0.0,1050.0,422.0,24.0,39.0
