UTC time,creation_time (UTC),version,nat_gas,solar
2023-09-08 00:00:00,2023-09-09 16:53:36,3.0,1120.0,143.0
2023-09-08 01:00:00,2023-09-09 16:53:36,3.0,1140.0,66.0
2023-09-08 02:00:00,2023-09-09 16:53:36,3.0,1138.0,2.0
2023-09-08 03:00:00,2023-09-09 16:53:36,3.0,1048.0,0.0
2023-09-08 04:00:00,2023-09-09 16:53:36,3.0,1052.0,0.0
2023-09-08 05:00:00,2023-09-09 16:53:36,3.0,1047.0,0.0
2023-09-08 06:00:00,2023-09-09 16:53:36,3.0,1025.0,0.0
2023-09-08 07:00:00,2023-09-09 16:53:36,3.0,954.0,0.0
2023-09-08 08:00:00,2023-09-09 16:53:36,3.0,915.0,0.0
2023-09-08 09:00:00,2023-09-09 16:53:36,3.0,767.0,0.0
2023-09-08 10:00:00,2023-09-09 16:53:36,3.0,644.0,0.0
2023-09-08 11:00:00,2023-09-09 16:53:36,3.0,547.0,0.0
2023-09-08 12:00:00,2023-09-09 16:53:36,3.0,586.0,0.0
2023-09-08 13:00:00,2023-09-09 16:53:36,3.0,743.0,0.0
2023-09-08 14:00:00,2023-09-09 16:53:36,3.0,725.0,59.0
2023-09-08 15:00:00,2023-09-09 16:53:36,3.0,646.0,178.0
2023-09-08 16:00:00,2023-09-09 16:53:36,3.0,610.0,193.0
2023-09-08 17:00:00,2023-09-09 16:53:36,3.0,621.0,215.0
2023-09-08 18:00:00,2023-09-09 16:53:36,3.0,696.0,203.0
2023-09-08 19:00:00,2023-09-09 16:53:36,3.0,826.0,201.0
2023-09-08 20:00:00,2023-09-09 16:53:36,3.0,982.0,203.0
2023-09-08 21:00:00,2023-09-09 16:53:36,3.0,1030.0,198.0
2023-09-08 22:00:00,2023-09-09 16:53:36,3.0,1096.0,198.0
2023-09-08 23:00:00,2023-09-09 16:53:36,3.0,1090.0,188.0
