UTC time,creation_time (UTC),version,nat_gas,solar
2023-08-28 00:00:00,2023-08-30 02:35:36,3.0,1131.0,156.0
2023-08-28 01:00:00,2023-08-30 02:35:36,3.0,1123.0,60.0
2023-08-28 02:00:00,2023-08-30 02:35:36,3.0,1109.0,6.0
2023-08-28 03:00:00,2023-08-30 02:35:36,3.0,1115.0,0.0
2023-08-28 04:00:00,2023-08-30 02:35:36,3.0,1112.0,0.0
2023-08-28 05:00:00,2023-08-30 02:35:36,3.0,1075.0,0.0
2023-08-28 06:00:00,2023-08-30 02:35:36,3.0,945.0,36.0
2023-08-28 07:00:00,2023-08-30 02:35:36,3.0,755.0,2.0
2023-08-28 08:00:00,2023-08-30 02:35:36,3.0,651.0,0.0
2023-08-28 09:00:00,2023-08-30 02:35:36,3.0,666.0,0.0
2023-08-28 10:00:00,2023-08-30 02:35:36,3.0,657.0,0.0
2023-08-28 11:00:00,2023-08-30 02:35:36,3.0,660.0,0.0
2023-08-28 12:00:00,2023-08-30 02:35:36,3.0,634.0,0.0
2023-08-28 13:00:00,2023-08-30 02:35:36,3.0,658.0,0.0
2023-08-28 14:00:00,2023-08-30 02:35:36,3.0,652.0,64.0
2023-08-28 15:00:00,2023-08-30 02:35:36,3.0,581.0,159.0
2023-08-28 16:00:00,2023-08-30 02:35:36,3.0,588.0,199.0
2023-08-28 17:00:00,2023-08-30 02:35:36,3.0,693.0,197.0
2023-08-28 18:00:00,2023-08-30 02:35:36,3.0,914.0,216.0
2023-08-28 19:00:00,2023-08-30 02:35:36,3.0,944.0,205.0
2023-08-28 20:00:00,2023-08-30 02:35:36,3.0,1019.0,196.0
2023-08-28 21:00:00,2023-08-30 02:35:36,3.0,1027.0,190.0
2023-08-28 22:00:00,2023-08-30 02:35:36,3.0,1087.0,144.0
2023-08-28 23:00:00,2023-08-30 02:35:36,3.0,1091.0,149.0
