UTC time,creation_time (UTC),version,nat_gas,solar
2023-09-09 00:00:00,2023-09-11 16:15:59,3.0,1097.0,126.0
2023-09-09 01:00:00,2023-09-11 16:15:59,3.0,1138.0,72.0
2023-09-09 02:00:00,2023-09-11 16:15:59,3.0,1107.0,2.0
2023-09-09 03:00:00,2023-09-11 16:15:59,3.0,1044.0,0.0
2023-09-09 04:00:00,2023-09-11 16:15:59,3.0,1006.0,0.0
2023-09-09 05:00:00,2023-09-11 16:15:59,3.0,999.0,0.0
2023-09-09 06:00:00,2023-09-11 16:15:59,3.0,1000.0,0.0
2023-09-09 07:00:00,2023-09-11 16:15:59,3.0,951.0,0.0
2023-09-09 08:00:00,2023-09-11 16:15:59,3.0,806.0,0.0
2023-09-09 09:00:00,2023-09-11 16:15:59,3.0,669.0,0.0
2023-09-09 10:00:00,2023-09-11 16:15:59,3.0,645.0,0.0
2023-09-09 11:00:00,2023-09-11 16:15:59,3.0,648.0,0.0
2023-09-09 12:00:00,2023-09-11 16:15:59,3.0,631.0,0.0
2023-09-09 13:00:00,2023-09-11 16:15:59,3.0,638.0,0.0
2023-09-09 14:00:00,2023-09-11 16:15:59,3.0,607.0,57.0
2023-09-09 15:00:00,2023-09-11 16:15:59,3.0,507.0,176.0
2023-09-09 16:00:00,2023-09-11 16:15:59,3.0,467.0,193.0
2023-09-09 17:00:00,2023-09-11 16:15:59,3.0,508.0,210.0
2023-09-09 18:00:00,2023-09-11 16:15:59,3.0,683.0,204.0
2023-09-09 19:00:00,2023-09-11 16:15:59,3.0,852.0,198.0
2023-09-09 20:00:00,2023-09-11 16:15:59,3.0,865.0,199.0
2023-09-09 21:00:00,2023-09-11 16:15:59,3.0,934.0,196.0
2023-09-09 22:00:00,2023-09-11 16:15:59,3.0,1052.0,170.0
2023-09-09 23:00:00,2023-09-11 16:15:59,3.0,1066.0,109.0
