,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
0,2023-09-05 00:00:00,2023-09-08 17:38:55,3.0,423.29,1015.0,179.0
1,2023-09-05 01:00:00,2023-09-08 17:38:55,3.0,457.22,1069.0,85.0
2,2023-09-05 02:00:00,2023-09-08 17:38:55,3.0,488.81,1115.0,3.0
3,2023-09-05 03:00:00,2023-09-08 17:38:55,3.0,490.0,1109.0,0.0
4,2023-09-05 04:00:00,2023-09-08 17:38:55,3.0,490.0,994.0,0.0
5,2023-09-05 05:00:00,2023-09-08 17:38:55,3.0,490.0,931.0,0.0
6,2023-09-05 06:00:00,2023-09-08 17:38:55,3.0,490.0,783.0,0.0
7,2023-09-05 07:00:00,2023-09-08 17:38:55,3.0,490.0,656.0,0.0
8,2023-09-05 08:00:00,2023-09-08 17:38:55,3.0,490.0,618.0,0.0
9,2023-09-05 09:00:00,2023-09-08 17:38:55,3.0,490.0,524.0,0.0
10,2023-09-05 10:00:00,2023-09-08 17:38:55,3.0,490.0,522.0,0.0
11,2023-09-05 11:00:00,2023-09-08 17:38:55,3.0,490.0,524.0,0.0
12,2023-09-05 12:00:00,2023-09-08 17:38:55,3.0,490.0,528.0,0.0
13,2023-09-05 13:00:00,2023-09-08 17:38:55,3.0,490.0,608.0,0.0
14,2023-09-05 14:00:00,2023-09-08 17:38:55,3.0,446.37,644.0,70.0
15,2023-09-05 15:00:00,2023-09-08 17:38:55,3.0,367.91,484.0,183.0
16,2023-09-05 16:00:00,2023-09-08 17:38:55,3.0,349.55,425.0,196.0
17,2023-09-05 17:00:00,2023-09-08 17:38:55,3.0,353.83,474.0,209.0
18,2023-09-05 18:00:00,2023-09-08 17:38:55,3.0,370.38,544.0,200.0
19,2023-09-05 19:00:00,2023-09-08 17:38:55,3.0,386.6,664.0,201.0
20,2023-09-05 20:00:00,2023-09-08 17:38:55,3.0,399.45,779.0,199.0
21,2023-09-05 21:00:00,2023-09-08 17:38:55,3.0,408.87,888.0,198.0
22,2023-09-05 22:00:00,2023-09-08 17:38:55,3.0,417.78,1022.0,198.0
23,2023-09-05 23:00:00,2023-09-08 17:38:55,3.0,423.37,1096.0,193.0
