,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
0,2023-08-13 00:00:00,2023-08-15 01:14:24,3.0,314.71,1036.0,182.0
1,2023-08-13 01:00:00,2023-08-15 01:14:24,3.0,324.02,1064.0,151.0
2,2023-08-13 02:00:00,2023-08-15 01:14:24,3.0,349.43,1070.0,63.0
3,2023-08-13 03:00:00,2023-08-15 01:14:24,3.0,355.38,1021.0,42.0
4,2023-08-13 04:00:00,2023-08-15 01:14:24,3.0,357.5,1030.0,36.0
5,2023-08-13 05:00:00,2023-08-15 01:14:24,3.0,367.28,946.0,7.0
6,2023-08-13 06:00:00,2023-08-15 01:14:24,3.0,370.0,936.0,0.0
7,2023-08-13 07:00:00,2023-08-15 01:14:24,3.0,370.0,848.0,0.0
8,2023-08-13 08:00:00,2023-08-15 01:14:24,3.0,370.0,704.0,0.0
9,2023-08-13 09:00:00,2023-08-15 01:14:24,3.0,370.0,685.0,0.0
10,2023-08-13 10:00:00,2023-08-15 01:14:24,3.0,370.0,704.0,0.0
11,2023-08-13 11:00:00,2023-08-15 01:14:24,3.0,370.0,713.0,0.0
12,2023-08-13 12:00:00,2023-08-15 01:14:24,3.0,370.0,690.0,0.0
13,2023-08-13 13:00:00,2023-08-15 01:14:24,3.0,370.0,715.0,0.0
14,2023-08-13 14:00:00,2023-08-15 01:14:24,3.0,365.6,665.0,8.0
15,2023-08-13 15:00:00,2023-08-15 01:14:24,3.0,356.16,592.0,23.0
16,2023-08-13 16:00:00,2023-08-15 01:14:24,3.0,319.3,529.0,84.0
17,2023-08-13 17:00:00,2023-08-15 01:14:24,3.0,305.13,588.0,125.0
18,2023-08-13 18:00:00,2023-08-15 01:14:24,3.0,278.54,670.0,220.0
19,2023-08-13 19:00:00,2023-08-15 01:14:24,3.0,283.36,798.0,244.0
20,2023-08-13 20:00:00,2023-08-15 01:14:24,3.0,291.9,841.0,225.0
21,2023-08-13 21:00:00,2023-08-15 01:14:24,3.0,311.12,967.0,183.0
22,2023-08-13 22:00:00,2023-08-15 01:14:24,3.0,315.88,1074.0,184.0
23,2023-08-13 23:00:00,2023-08-15 01:14:24,3.0,320.81,1076.0,165.0
