datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_solar_production_forecast
2023-08-20 00:00:00,2023-08-20 22:01:18,3.0,5.625226308061015,301.414070697545,283.09077183262843,46.57266813580537,0.1854059936386665,1052.51321,4642.71999
2023-08-20 01:00:00,2023-08-20 22:01:18,3.0,5.625226308061015,301.414070697545,283.09077183262843,46.57266813580537,0.1854059936386665,1068.88869,2016.44005
2023-08-20 02:00:00,2023-08-20 22:01:18,3.0,5.625226308061015,301.414070697545,283.09077183262843,46.57266813580537,0.1854059936386665,1051.38837,240.93
2023-08-20 03:00:00,2023-08-20 22:01:18,3.0,5.625226308061015,301.414070697545,283.09077183262843,46.57266813580537,0.1854059936386665,1016.99628,36.79
2023-08-20 04:00:00,2023-08-20 22:01:18,3.0,4.977800566027096,299.1571621738452,284.8678622735612,46.57266813580537,0.1854059936386665,956.61884,34.92
2023-08-20 05:00:00,2023-08-20 22:01:18,3.0,4.977800566027096,299.1571621738452,284.8678622735612,46.57266813580537,0.1854059936386665,897.76526,32.58
2023-08-20 06:00:00,2023-08-20 22:01:18,3.0,4.977800566027096,299.1571621738452,284.8678622735612,46.57266813580537,0.1854059936386665,833.3463,27.93
2023-08-20 07:00:00,2023-08-20 22:01:18,3.0,3.942039460929036,297.2908180077701,286.2159744987952,23.28660449997337,0.2217301879613443,773.91236,32.73
2023-08-20 08:00:00,2023-08-20 22:01:18,3.0,3.942039460929036,297.2908180077701,286.2159744987952,23.28660449997337,0.2217301879613443,716.45948,35.55
2023-08-20 09:00:00,2023-08-20 22:01:18,3.0,3.942039460929036,297.2908180077701,286.2159744987952,23.28660449997337,0.2217301879613443,632.1178,30.51
2023-08-20 10:00:00,2023-08-20 22:01:18,3.0,3.2040962468705887,295.86125876365804,287.03275028993744,0.0,0.2311347584134475,593.11089,29.31
2023-08-20 11:00:00,2023-08-20 22:01:18,3.0,3.2040962468705887,295.86125876365804,287.03275028993744,0.0,0.2311347584134475,546.47068,28.83
2023-08-20 12:00:00,2023-08-20 22:01:18,3.0,3.2040962468705887,295.86125876365804,287.03275028993744,0.0,0.2311347584134475,519.40212,29.58
2023-08-20 13:00:00,2023-08-20 22:01:18,3.0,4.597688639532654,300.4798481975148,287.3389046368892,0.0,0.2380940887720305,544.68622,175.61
