UTC time,creation_time (UTC),version,nat_gas,solar
2023-08-15 00:00:00,2023-08-18 21:41:24,3.0,1007.0,161.0
2023-08-15 01:00:00,2023-08-18 21:41:24,3.0,1030.0,111.0
2023-08-15 02:00:00,2023-08-18 21:41:24,3.0,1015.0,53.0
2023-08-15 03:00:00,2023-08-18 21:41:24,3.0,965.0,45.0
2023-08-15 04:00:00,2023-08-18 21:41:24,3.0,892.0,31.0
2023-08-15 05:00:00,2023-08-18 21:41:24,3.0,811.0,6.0
2023-08-15 06:00:00,2023-08-18 21:41:24,3.0,720.0,0.0
2023-08-15 07:00:00,2023-08-18 21:41:24,3.0,661.0,0.0
2023-08-15 08:00:00,2023-08-18 21:41:24,3.0,649.0,0.0
2023-08-15 09:00:00,2023-08-18 21:41:24,3.0,629.0,0.0
2023-08-15 10:00:00,2023-08-18 21:41:24,3.0,570.0,0.0
2023-08-15 11:00:00,2023-08-18 21:41:24,3.0,563.0,1.0
2023-08-15 12:00:00,2023-08-18 21:41:24,3.0,561.0,1.0
2023-08-15 13:00:00,2023-08-18 21:41:24,3.0,555.0,2.0
2023-08-15 14:00:00,2023-08-18 21:41:24,3.0,572.0,69.0
2023-08-15 15:00:00,2023-08-18 21:41:24,3.0,577.0,171.0
2023-08-15 16:00:00,2023-08-18 21:41:24,3.0,639.0,251.0
2023-08-15 17:00:00,2023-08-18 21:41:24,3.0,692.0,257.0
2023-08-15 18:00:00,2023-08-18 21:41:24,3.0,720.0,267.0
2023-08-15 19:00:00,2023-08-18 21:41:24,3.0,743.0,257.0
2023-08-15 20:00:00,2023-08-18 21:41:24,3.0,825.0,210.0
2023-08-15 21:00:00,2023-08-18 21:41:24,3.0,865.0,198.0
2023-08-15 22:00:00,2023-08-18 21:41:24,3.0,978.0,190.0
2023-08-15 23:00:00,2023-08-18 21:41:24,3.0,981.0,190.0
