,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
0,2023-09-06 00:00:00,2023-09-08 18:25:38,3.0,421.94,1019.0,184.0
1,2023-09-06 01:00:00,2023-09-08 18:25:38,3.0,457.46,1090.0,86.0
2,2023-09-06 02:00:00,2023-09-08 18:25:38,3.0,488.41,1116.0,4.0
3,2023-09-06 03:00:00,2023-09-08 18:25:38,3.0,490.0,1114.0,0.0
4,2023-09-06 04:00:00,2023-09-08 18:25:38,3.0,490.0,987.0,0.0
5,2023-09-06 05:00:00,2023-09-08 18:25:38,3.0,490.0,1003.0,0.0
6,2023-09-06 06:00:00,2023-09-08 18:25:38,3.0,490.0,1120.0,0.0
7,2023-09-06 07:00:00,2023-09-08 18:25:38,3.0,490.0,868.0,0.0
8,2023-09-06 08:00:00,2023-09-08 18:25:38,3.0,490.0,680.0,0.0
9,2023-09-06 09:00:00,2023-09-08 18:25:38,3.0,490.0,545.0,0.0
10,2023-09-06 10:00:00,2023-09-08 18:25:38,3.0,490.0,525.0,0.0
11,2023-09-06 11:00:00,2023-09-08 18:25:38,3.0,490.0,517.0,0.0
12,2023-09-06 12:00:00,2023-09-08 18:25:38,3.0,490.0,515.0,0.0
13,2023-09-06 13:00:00,2023-09-08 18:25:38,3.0,490.0,523.0,0.0
14,2023-09-06 14:00:00,2023-09-08 18:25:38,3.0,437.1,504.0,68.0
15,2023-09-06 15:00:00,2023-09-08 18:25:38,3.0,363.55,461.0,183.0
16,2023-09-06 16:00:00,2023-09-08 18:25:38,3.0,337.54,378.0,197.0
17,2023-09-06 17:00:00,2023-09-08 18:25:38,3.0,349.21,430.0,199.0
18,2023-09-06 18:00:00,2023-09-08 18:25:38,3.0,376.76,583.0,199.0
19,2023-09-06 19:00:00,2023-09-08 18:25:38,3.0,391.93,704.0,199.0
20,2023-09-06 20:00:00,2023-09-08 18:25:38,3.0,402.23,814.0,200.0
21,2023-09-06 21:00:00,2023-09-08 18:25:38,3.0,413.12,948.0,198.0
22,2023-09-06 22:00:00,2023-09-08 18:25:38,3.0,426.92,1114.0,184.0
23,2023-09-06 23:00:00,2023-09-08 18:25:38,3.0,424.47,1106.0,191.0
