,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
0,2023-08-18 00:00:00,2023-08-20 14:50:47,3.0,317.57,1072.0,177.0
1,2023-08-18 01:00:00,2023-08-20 14:50:47,3.0,331.95,1073.0,123.0
2,2023-08-18 02:00:00,2023-08-20 14:50:47,3.0,352.69,1080.0,53.0
3,2023-08-18 03:00:00,2023-08-20 14:50:47,3.0,356.65,1042.0,39.0
4,2023-08-18 04:00:00,2023-08-20 14:50:47,3.0,363.24,1021.0,19.0
5,2023-08-18 05:00:00,2023-08-20 14:50:47,3.0,369.27,1010.0,2.0
6,2023-08-18 06:00:00,2023-08-20 14:50:47,3.0,370.0,1001.0,0.0
7,2023-08-18 07:00:00,2023-08-20 14:50:47,3.0,370.0,903.0,0.0
8,2023-08-18 08:00:00,2023-08-20 14:50:47,3.0,370.0,790.0,0.0
9,2023-08-18 09:00:00,2023-08-20 14:50:47,3.0,370.0,675.0,0.0
10,2023-08-18 10:00:00,2023-08-20 14:50:47,3.0,370.0,579.0,0.0
11,2023-08-18 11:00:00,2023-08-20 14:50:47,3.0,370.0,567.0,0.0
12,2023-08-18 12:00:00,2023-08-20 14:50:47,3.0,370.0,571.0,0.0
13,2023-08-18 13:00:00,2023-08-20 14:50:47,3.0,369.38,597.0,1.0
14,2023-08-18 14:00:00,2023-08-20 14:50:47,3.0,329.89,584.0,71.0
15,2023-08-18 15:00:00,2023-08-20 14:50:47,3.0,296.31,567.0,141.0
16,2023-08-18 16:00:00,2023-08-20 14:50:47,3.0,273.83,578.0,203.0
17,2023-08-18 17:00:00,2023-08-20 14:50:47,3.0,275.91,692.0,236.0
18,2023-08-18 18:00:00,2023-08-20 14:50:47,3.0,285.23,784.0,233.0
19,2023-08-18 19:00:00,2023-08-20 14:50:47,3.0,289.7,873.0,242.0
20,2023-08-18 20:00:00,2023-08-20 14:50:47,3.0,308.39,976.0,195.0
21,2023-08-18 21:00:00,2023-08-20 14:50:47,3.0,310.34,952.0,183.0
22,2023-08-18 22:00:00,2023-08-20 14:50:47,3.0,315.22,961.0,167.0
23,2023-08-18 23:00:00,2023-08-20 14:50:47,3.0,312.91,981.0,179.0
