UTC time,creation_time (UTC),version,nat_gas,solar
2023-09-06 00:00:00,2023-09-08 18:25:38,3.0,1019.0,184.0
2023-09-06 01:00:00,2023-09-08 18:25:38,3.0,1090.0,86.0
2023-09-06 02:00:00,2023-09-08 18:25:38,3.0,1116.0,4.0
2023-09-06 03:00:00,2023-09-08 18:25:38,3.0,1114.0,0.0
2023-09-06 04:00:00,2023-09-08 18:25:38,3.0,987.0,0.0
2023-09-06 05:00:00,2023-09-08 18:25:38,3.0,1003.0,0.0
2023-09-06 06:00:00,2023-09-08 18:25:38,3.0,1120.0,0.0
2023-09-06 07:00:00,2023-09-08 18:25:38,3.0,868.0,0.0
2023-09-06 08:00:00,2023-09-08 18:25:38,3.0,680.0,0.0
2023-09-06 09:00:00,2023-09-08 18:25:38,3.0,545.0,0.0
2023-09-06 10:00:00,2023-09-08 18:25:38,3.0,525.0,0.0
2023-09-06 11:00:00,2023-09-08 18:25:38,3.0,517.0,0.0
2023-09-06 12:00:00,2023-09-08 18:25:38,3.0,515.0,0.0
2023-09-06 13:00:00,2023-09-08 18:25:38,3.0,523.0,0.0
2023-09-06 14:00:00,2023-09-08 18:25:38,3.0,504.0,68.0
2023-09-06 15:00:00,2023-09-08 18:25:38,3.0,461.0,183.0
2023-09-06 16:00:00,2023-09-08 18:25:38,3.0,378.0,197.0
2023-09-06 17:00:00,2023-09-08 18:25:38,3.0,430.0,199.0
2023-09-06 18:00:00,2023-09-08 18:25:38,3.0,583.0,199.0
2023-09-06 19:00:00,2023-09-08 18:25:38,3.0,704.0,199.0
2023-09-06 20:00:00,2023-09-08 18:25:38,3.0,814.0,200.0
2023-09-06 21:00:00,2023-09-08 18:25:38,3.0,948.0,198.0
2023-09-06 22:00:00,2023-09-08 18:25:38,3.0,1114.0,184.0
2023-09-06 23:00:00,2023-09-08 18:25:38,3.0,1106.0,191.0
