UTC time,creation_time (UTC),version,nat_gas,solar
2023-08-30 00:00:00,2023-09-02 22:35:24,3.0,969.0,162.0
2023-08-30 01:00:00,2023-09-02 22:35:24,3.0,989.0,117.0
2023-08-30 02:00:00,2023-09-02 22:35:24,3.0,999.0,53.0
2023-08-30 03:00:00,2023-09-02 22:35:24,3.0,1031.0,35.0
2023-08-30 04:00:00,2023-09-02 22:35:24,3.0,1032.0,12.0
2023-08-30 05:00:00,2023-09-02 22:35:24,3.0,984.0,1.0
2023-08-30 06:00:00,2023-09-02 22:35:24,3.0,1005.0,0.0
2023-08-30 07:00:00,2023-09-02 22:35:24,3.0,914.0,0.0
2023-08-30 08:00:00,2023-09-02 22:35:24,3.0,755.0,0.0
2023-08-30 09:00:00,2023-09-02 22:35:24,3.0,716.0,0.0
2023-08-30 10:00:00,2023-09-02 22:35:24,3.0,684.0,0.0
2023-08-30 11:00:00,2023-09-02 22:35:24,3.0,617.0,0.0
2023-08-30 12:00:00,2023-09-02 22:35:24,3.0,640.0,0.0
2023-08-30 13:00:00,2023-09-02 22:35:24,3.0,705.0,0.0
2023-08-30 14:00:00,2023-09-02 22:35:24,3.0,567.0,54.0
2023-08-30 15:00:00,2023-09-02 22:35:24,3.0,527.0,180.0
2023-08-30 16:00:00,2023-09-02 22:35:24,3.0,520.0,253.0
2023-08-30 17:00:00,2023-09-02 22:35:24,3.0,552.0,261.0
2023-08-30 18:00:00,2023-09-02 22:35:24,3.0,712.0,263.0
2023-08-30 19:00:00,2023-09-02 22:35:24,3.0,793.0,244.0
2023-08-30 20:00:00,2023-09-02 22:35:24,3.0,946.0,202.0
2023-08-30 21:00:00,2023-09-02 22:35:24,3.0,972.0,198.0
2023-08-30 22:00:00,2023-09-02 22:35:24,3.0,980.0,195.0
2023-08-30 23:00:00,2023-09-02 22:35:24,3.0,983.0,197.0
