,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
0,2023-09-02 00:00:00,2023-09-04 18:10:14,3.0,427.41,1057.0,173.0
1,2023-09-02 01:00:00,2023-09-04 18:10:14,3.0,471.7,1049.0,45.0
2,2023-09-02 02:00:00,2023-09-04 18:10:14,3.0,489.15,1046.0,2.0
3,2023-09-02 03:00:00,2023-09-04 18:10:14,3.0,490.0,994.0,0.0
4,2023-09-02 04:00:00,2023-09-04 18:10:14,3.0,490.0,976.0,0.0
5,2023-09-02 05:00:00,2023-09-04 18:10:14,3.0,490.0,778.0,0.0
6,2023-09-02 06:00:00,2023-09-04 18:10:14,3.0,490.0,773.0,0.0
7,2023-09-02 07:00:00,2023-09-04 18:10:14,3.0,490.0,757.0,0.0
8,2023-09-02 08:00:00,2023-09-04 18:10:14,3.0,490.0,707.0,0.0
9,2023-09-02 09:00:00,2023-09-04 18:10:14,3.0,490.0,606.0,0.0
10,2023-09-02 10:00:00,2023-09-04 18:10:14,3.0,490.0,541.0,0.0
11,2023-09-02 11:00:00,2023-09-04 18:10:14,3.0,490.0,552.0,0.0
12,2023-09-02 12:00:00,2023-09-04 18:10:14,3.0,490.0,554.0,0.0
13,2023-09-02 13:00:00,2023-09-04 18:10:14,3.0,490.0,550.0,0.0
14,2023-09-02 14:00:00,2023-09-04 18:10:14,3.0,433.26,479.0,70.0
15,2023-09-02 15:00:00,2023-09-04 18:10:14,3.0,368.02,474.0,179.0
16,2023-09-02 16:00:00,2023-09-04 18:10:14,3.0,361.06,478.0,195.0
17,2023-09-02 17:00:00,2023-09-04 18:10:14,3.0,365.81,496.0,192.0
18,2023-09-02 18:00:00,2023-09-04 18:10:14,3.0,366.85,541.0,207.0
19,2023-09-02 19:00:00,2023-09-04 18:10:14,3.0,390.05,687.0,199.0
20,2023-09-02 20:00:00,2023-09-04 18:10:14,3.0,398.64,778.0,201.0
21,2023-09-02 21:00:00,2023-09-04 18:10:14,3.0,406.9,871.0,200.0
22,2023-09-02 22:00:00,2023-09-04 18:10:14,3.0,420.94,1056.0,194.0
23,2023-09-02 23:00:00,2023-09-04 18:10:14,3.0,425.35,1112.0,189.0
