datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_solar_production_forecast
2023-09-06 00:00:00,2023-09-08 17:38:55,3.0,4.066572856744694,301.3168537771993,282.8687685947117,29.89978489870421,0.2055425841374421,1056.34432,8204.48976
2023-09-06 01:00:00,2023-09-08 17:38:55,3.0,4.066572856744694,301.3168537771993,282.8687685947117,29.89978489870421,0.2055425841374421,1071.69447,2550.27008
2023-09-06 02:00:00,2023-09-08 17:38:55,3.0,4.066572856744694,301.3168537771993,282.8687685947117,29.89978489870421,0.2055425841374421,1052.87567,30.89
2023-09-06 03:00:00,2023-09-08 17:38:55,3.0,4.066572856744694,301.3168537771993,282.8687685947117,29.89978489870421,0.2055425841374421,1017.45089,0.0
2023-09-06 04:00:00,2023-09-08 17:38:55,3.0,3.965184603266621,299.04830908032045,284.00308301709305,29.89978489870421,0.2055425841374421,955.87337,0.0
2023-09-06 05:00:00,2023-09-08 17:38:55,3.0,3.965184603266621,299.04830908032045,284.00308301709305,29.89978489870421,0.2055425841374421,895.9672,0.0
2023-09-06 06:00:00,2023-09-08 17:38:55,3.0,3.965184603266621,299.04830908032045,284.00308301709305,29.89978489870421,0.2055425841374421,830.62765,0.0
2023-09-06 07:00:00,2023-09-08 17:38:55,3.0,3.266135742071896,297.1645771689575,284.69826268486634,14.949735497304234,0.2935005282164616,770.57238,0.0
2023-09-06 08:00:00,2023-09-08 17:38:55,3.0,3.266135742071896,297.1645771689575,284.69826268486634,14.949735497304234,0.2935005282164616,712.59031,0.0
2023-09-06 09:00:00,2023-09-08 17:38:55,3.0,3.266135742071896,297.1645771689575,284.69826268486634,14.949735497304234,0.2935005282164616,628.06563,0.0
2023-09-06 10:00:00,2023-09-08 17:38:55,3.0,2.6564600051886007,295.731083470054,285.17236065501595,0.0,0.3963945551084551,589.33959,0.0
2023-09-06 11:00:00,2023-09-08 17:38:55,3.0,2.6564600051886007,295.731083470054,285.17236065501595,0.0,0.3963945551084551,543.38254,0.0
2023-09-06 12:00:00,2023-09-08 17:38:55,3.0,2.6564600051886007,295.731083470054,285.17236065501595,0.0,0.3963945551084551,517.08982,0.0
2023-09-06 13:00:00,2023-09-08 17:38:55,3.0,2.725617441628246,300.6370212112148,285.32451576659696,0.0,0.4029111708305114,543.33719,508.24001
2023-09-06 14:00:00,2023-09-08 17:38:55,3.0,2.725617441628246,300.6370212112148,285.32451576659696,0.0,0.4029111708305114,544.14834,4543.13995
2023-09-06 15:00:00,2023-09-08 17:38:55,3.0,2.725617441628246,300.6370212112148,285.32451576659696,0.0,0.4029111708305114,576.96882,10059.27974
2023-09-06 16:00:00,2023-09-08 17:38:55,3.0,3.5460121351656007,306.3282833419486,283.9728265153944,170.7986635164553,0.4142731982397459,629.04728,12605.07013
2023-09-06 17:00:00,2023-09-08 17:38:55,3.0,3.5460121351656007,306.3282833419486,283.9728265153944,170.7986635164553,0.4142731982397459,698.54022,13366.05962
2023-09-06 18:00:00,2023-09-08 17:38:55,3.0,3.5460121351656007,306.3282833419486,283.9728265153944,170.7986635164553,0.4142731982397459,765.85391,13648.78
2023-09-06 19:00:00,2023-09-08 17:38:55,3.0,4.8087493249836015,308.7887811992538,282.11990480857065,451.41918179502943,0.4145676673910948,836.49225,13691.44041
2023-09-06 20:00:00,2023-09-08 17:38:55,3.0,4.8087493249836015,308.7887811992538,282.11990480857065,451.41918179502943,0.4145676673910948,901.68609,13652.11028
2023-09-06 21:00:00,2023-09-08 17:38:55,3.0,4.8087493249836015,308.7887811992538,282.11990480857065,451.41918179502943,0.4145676673910948,949.29558,13523.67038
2023-09-06 22:00:00,2023-09-08 17:38:55,3.0,5.35561057711645,306.8193764282845,282.2590556719473,893.2634255185196,0.415475262626464,995.14464,13088.54977
2023-09-06 23:00:00,2023-09-08 17:38:55,3.0,5.35561057711645,306.8193764282845,282.2590556719473,893.2634255185196,0.415475262626464,1000.2653,11912.98043
2023-09-07 00:00:00,2023-09-08 17:38:55,3.0,5.35561057711645,306.8193764282845,282.2590556719473,893.2634255185196,0.415475262626464,1049.3632,5992.88581
2023-09-07 01:00:00,2023-09-08 17:38:55,3.0,4.297973596519025,301.2534782662216,283.94034510878424,680.4622014422464,0.4931847541714462,1064.81389,5165.94275
2023-09-07 02:00:00,2023-09-08 17:38:55,3.0,4.297973596519025,301.2534782662216,283.94034510878424,680.4622014422464,0.4931847541714462,1046.4181,4491.18429
2023-09-07 03:00:00,2023-09-08 17:38:55,3.0,4.297973596519025,301.2534782662216,283.94034510878424,680.4622014422464,0.4931847541714462,1011.53884,4377.13551
2023-09-07 04:00:00,2023-09-08 17:38:55,3.0,3.6492680845947336,299.0312967437477,285.1767189075025,27.19818478502967,0.5785435953147899,950.81506,4334.32086
2023-09-07 05:00:00,2023-09-08 17:38:55,3.0,3.6492680845947336,299.0312967437477,285.1767189075025,27.19818478502967,0.5785435953147899,891.65393,4167.92271
2023-09-07 06:00:00,2023-09-08 17:38:55,3.0,3.6492680845947336,299.0312967437477,285.1767189075025,27.19818478502967,0.5785435953147899,827.06433,3353.47554
2023-09-07 07:00:00,2023-09-08 17:38:55,3.0,2.9548140103241574,297.3177696282509,285.76776009287045,13.599350499435213,0.5921417200665184,767.71867,2384.9635
2023-09-07 08:00:00,2023-09-08 17:38:55,3.0,2.9548140103241574,297.3177696282509,285.76776009287045,13.599350499435213,0.5921417200665184,710.40233,1715.91659
2023-09-07 09:00:00,2023-09-08 17:38:55,3.0,2.9548140103241574,297.3177696282509,285.76776009287045,13.599350499435213,0.5921417200665184,626.54401,1289.82118
2023-09-07 10:00:00,2023-09-08 17:38:55,3.0,2.542758844828815,296.07060421630666,286.0022005595399,0.0,0.5962503667251874,588.03806,1183.57539
2023-09-07 11:00:00,2023-09-08 17:38:55,3.0,2.542758844828815,296.07060421630666,286.0022005595399,0.0,0.5962503667251874,542.33706,1185.49979
2023-09-07 12:00:00,2023-09-08 17:38:55,3.0,2.542758844828815,296.07060421630666,286.0022005595399,0.0,0.5962503667251874,516.07394,1220.50042
2023-09-07 13:00:00,2023-09-08 17:38:55,3.0,3.090000562473739,301.3661003233224,285.9007130383096,0.0,0.5981487056743404,541.95702,1268.52091
