UTC time,creation_time (UTC),version,nat_gas,solar
2023-08-09 00:00:00,2023-08-13 18:01:21,3.0,885.0,173.0
2023-08-09 01:00:00,2023-08-13 18:01:21,3.0,885.0,110.0
2023-08-09 02:00:00,2023-08-13 18:01:21,3.0,889.0,19.0
2023-08-09 03:00:00,2023-08-13 18:01:21,3.0,842.0,0.0
2023-08-09 04:00:00,2023-08-13 18:01:21,3.0,871.0,0.0
2023-08-09 05:00:00,2023-08-13 18:01:21,3.0,830.0,0.0
2023-08-09 06:00:00,2023-08-13 18:01:21,3.0,694.0,0.0
2023-08-09 07:00:00,2023-08-13 18:01:21,3.0,608.0,0.0
2023-08-09 08:00:00,2023-08-13 18:01:21,3.0,794.0,0.0
2023-08-09 09:00:00,2023-08-13 18:01:21,3.0,730.0,0.0
2023-08-09 10:00:00,2023-08-13 18:01:21,3.0,703.0,0.0
2023-08-09 11:00:00,2023-08-13 18:01:21,3.0,682.0,0.0
2023-08-09 12:00:00,2023-08-13 18:01:21,3.0,693.0,0.0
2023-08-09 13:00:00,2023-08-13 18:01:21,3.0,674.0,3.0
2023-08-09 14:00:00,2023-08-13 18:01:21,3.0,575.0,94.0
2023-08-09 15:00:00,2023-08-13 18:01:21,3.0,601.0,179.0
2023-08-09 16:00:00,2023-08-13 18:01:21,3.0,601.0,239.0
2023-08-09 17:00:00,2023-08-13 18:01:21,3.0,664.0,249.0
2023-08-09 18:00:00,2023-08-13 18:01:21,3.0,784.0,260.0
2023-08-09 19:00:00,2023-08-13 18:01:21,3.0,856.0,252.0
2023-08-09 20:00:00,2023-08-13 18:01:21,3.0,866.0,238.0
2023-08-09 21:00:00,2023-08-13 18:01:21,3.0,946.0,223.0
2023-08-09 22:00:00,2023-08-13 18:01:21,3.0,1040.0,210.0
2023-08-09 23:00:00,2023-08-13 18:01:21,3.0,1060.0,224.0
