,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
0,2023-09-03 00:00:00,2023-09-06 01:46:43,3.0,319.87,1123.0,176.0
1,2023-09-03 01:00:00,2023-09-06 01:46:43,3.0,347.15,1109.0,73.0
2,2023-09-03 02:00:00,2023-09-06 01:46:43,3.0,368.98,1082.0,3.0
3,2023-09-03 03:00:00,2023-09-06 01:46:43,3.0,370.0,1029.0,0.0
4,2023-09-03 04:00:00,2023-09-06 01:46:43,3.0,370.0,974.0,0.0
5,2023-09-03 05:00:00,2023-09-06 01:46:43,3.0,370.0,973.0,0.0
6,2023-09-03 06:00:00,2023-09-06 01:46:43,3.0,370.0,939.0,0.0
7,2023-09-03 07:00:00,2023-09-06 01:46:43,3.0,370.0,790.0,0.0
8,2023-09-03 08:00:00,2023-09-06 01:46:43,3.0,370.0,665.0,0.0
9,2023-09-03 09:00:00,2023-09-06 01:46:43,3.0,370.0,508.0,0.0
10,2023-09-03 10:00:00,2023-09-06 01:46:43,3.0,370.0,514.0,0.0
11,2023-09-03 11:00:00,2023-09-06 01:46:43,3.0,370.0,491.0,0.0
12,2023-09-03 12:00:00,2023-09-06 01:46:43,3.0,370.0,454.0,0.0
13,2023-09-03 13:00:00,2023-09-06 01:46:43,3.0,370.0,466.0,0.0
14,2023-09-03 14:00:00,2023-09-06 01:46:43,3.0,326.05,460.0,62.0
15,2023-09-03 15:00:00,2023-09-06 01:46:43,3.0,262.26,426.0,175.0
16,2023-09-03 16:00:00,2023-09-06 01:46:43,3.0,244.25,371.0,191.0
17,2023-09-03 17:00:00,2023-09-06 01:46:43,3.0,238.79,364.0,200.0
18,2023-09-03 18:00:00,2023-09-06 01:46:43,3.0,242.99,375.0,196.0
19,2023-09-03 19:00:00,2023-09-06 01:46:43,3.0,277.02,578.0,194.0
20,2023-09-03 20:00:00,2023-09-06 01:46:43,3.0,282.25,624.0,194.0
21,2023-09-03 21:00:00,2023-09-06 01:46:43,3.0,291.87,706.0,189.0
22,2023-09-03 22:00:00,2023-09-06 01:46:43,3.0,304.71,868.0,186.0
23,2023-09-03 23:00:00,2023-09-06 01:46:43,3.0,313.59,995.0,179.0
