UTC time,creation_time (UTC),version,nat_gas,solar
2023-08-06 00:00:00,2023-08-07 21:51:59,3.0,1116.0,134.0
2023-08-06 01:00:00,2023-08-07 21:51:59,3.0,1135.0,119.0
2023-08-06 02:00:00,2023-08-07 21:51:59,3.0,1153.0,35.0
2023-08-06 03:00:00,2023-08-07 21:51:59,3.0,1138.0,0.0
2023-08-06 04:00:00,2023-08-07 21:51:59,3.0,1141.0,0.0
2023-08-06 05:00:00,2023-08-07 21:51:59,3.0,1102.0,0.0
2023-08-06 06:00:00,2023-08-07 21:51:59,3.0,1095.0,0.0
2023-08-06 07:00:00,2023-08-07 21:51:59,3.0,1063.0,0.0
2023-08-06 08:00:00,2023-08-07 21:51:59,3.0,938.0,0.0
2023-08-06 09:00:00,2023-08-07 21:51:59,3.0,831.0,0.0
2023-08-06 10:00:00,2023-08-07 21:51:59,3.0,739.0,0.0
2023-08-06 11:00:00,2023-08-07 21:51:59,3.0,699.0,0.0
2023-08-06 12:00:00,2023-08-07 21:51:59,3.0,704.0,0.0
2023-08-06 13:00:00,2023-08-07 21:51:59,3.0,699.0,2.0
2023-08-06 14:00:00,2023-08-07 21:51:59,3.0,616.0,89.0
2023-08-06 15:00:00,2023-08-07 21:51:59,3.0,489.0,183.0
2023-08-06 16:00:00,2023-08-07 21:51:59,3.0,383.0,263.0
2023-08-06 17:00:00,2023-08-07 21:51:59,3.0,513.0,257.0
2023-08-06 18:00:00,2023-08-07 21:51:59,3.0,758.0,268.0
2023-08-06 19:00:00,2023-08-07 21:51:59,3.0,884.0,243.0
2023-08-06 20:00:00,2023-08-07 21:51:59,3.0,878.0,218.0
2023-08-06 21:00:00,2023-08-07 21:51:59,3.0,1064.0,194.0
2023-08-06 22:00:00,2023-08-07 21:51:59,3.0,1080.0,173.0
2023-08-06 23:00:00,2023-08-07 21:51:59,3.0,1124.0,144.0
