,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
0,2023-08-16 00:00:00,2023-08-18 21:54:43,3.0,314.27,970.0,172.0
1,2023-08-16 01:00:00,2023-08-18 21:54:43,3.0,325.85,989.0,134.0
2,2023-08-16 02:00:00,2023-08-18 21:54:43,3.0,348.13,987.0,62.0
3,2023-08-16 03:00:00,2023-08-18 21:54:43,3.0,354.29,992.0,44.0
4,2023-08-16 04:00:00,2023-08-18 21:54:43,3.0,358.98,977.0,30.0
5,2023-08-16 05:00:00,2023-08-18 21:54:43,3.0,367.74,977.0,6.0
6,2023-08-16 06:00:00,2023-08-18 21:54:43,3.0,370.0,907.0,0.0
7,2023-08-16 07:00:00,2023-08-18 21:54:43,3.0,370.0,852.0,0.0
8,2023-08-16 08:00:00,2023-08-18 21:54:43,3.0,370.0,785.0,0.0
9,2023-08-16 09:00:00,2023-08-18 21:54:43,3.0,370.0,736.0,0.0
10,2023-08-16 10:00:00,2023-08-18 21:54:43,3.0,370.0,722.0,0.0
11,2023-08-16 11:00:00,2023-08-18 21:54:43,3.0,370.0,718.0,0.0
12,2023-08-16 12:00:00,2023-08-18 21:54:43,3.0,370.0,737.0,0.0
13,2023-08-16 13:00:00,2023-08-18 21:54:43,3.0,369.53,778.0,1.0
14,2023-08-16 14:00:00,2023-08-18 21:54:43,3.0,323.69,629.0,90.0
15,2023-08-16 15:00:00,2023-08-18 21:54:43,3.0,279.79,459.0,148.0
16,2023-08-16 16:00:00,2023-08-18 21:54:43,3.0,262.35,619.0,254.0
17,2023-08-16 17:00:00,2023-08-18 21:54:43,3.0,267.29,674.0,259.0
18,2023-08-16 18:00:00,2023-08-18 21:54:43,3.0,264.93,706.0,280.0
19,2023-08-16 19:00:00,2023-08-18 21:54:43,3.0,286.26,817.0,239.0
20,2023-08-16 20:00:00,2023-08-18 21:54:43,3.0,296.46,907.0,225.0
21,2023-08-16 21:00:00,2023-08-18 21:54:43,3.0,305.38,931.0,197.0
22,2023-08-16 22:00:00,2023-08-18 21:54:43,3.0,306.66,978.0,202.0
23,2023-08-16 23:00:00,2023-08-18 21:54:43,3.0,309.16,996.0,196.0
