UTC time,forecasted_avg_carbon_intensity
2023-08-06T00:00:00.000000000,327.32092
2023-08-06T01:00:00.000000000,334.63512
2023-08-06T02:00:00.000000000,351.58802
2023-08-06T03:00:00.000000000,362.49196
2023-08-06T04:00:00.000000000,361.07709
2023-08-06T05:00:00.000000000,355.86671
2023-08-06T06:00:00.000000000,355.77444
2023-08-06T07:00:00.000000000,358.35166
2023-08-06T08:00:00.000000000,363.21109
2023-08-06T09:00:00.000000000,364.84109
2023-08-06T10:00:00.000000000,365.77951
2023-08-06T11:00:00.000000000,365.58408
2023-08-06T12:00:00.000000000,368.72957
2023-08-06T13:00:00.000000000,374.41973
2023-08-06T14:00:00.000000000,373.1134
2023-08-06T15:00:00.000000000,350.87696
2023-08-06T16:00:00.000000000,314.12939
2023-08-06T17:00:00.000000000,294.12298
2023-08-06T18:00:00.000000000,298.09152
2023-08-06T19:00:00.000000000,306.60313
2023-08-06T20:00:00.000000000,311.23368
2023-08-06T21:00:00.000000000,316.49928
2023-08-06T22:00:00.000000000,322.44403
2023-08-06T23:00:00.000000000,327.25103
2023-08-07T00:00:00.000000000,340.41973
2023-08-07T01:00:00.000000000,347.04219
2023-08-07T02:00:00.000000000,357.51485
2023-08-07T03:00:00.000000000,360.44987
2023-08-07T04:00:00.000000000,360.64645
2023-08-07T05:00:00.000000000,364.64292
2023-08-07T06:00:00.000000000,370.65403
2023-08-07T07:00:00.000000000,371.48649
2023-08-07T08:00:00.000000000,373.46597
2023-08-07T09:00:00.000000000,375.48796
2023-08-07T10:00:00.000000000,378.85413
2023-08-07T11:00:00.000000000,378.41607
2023-08-07T12:00:00.000000000,380.63075
2023-08-07T13:00:00.000000000,383.66005
2023-08-07T14:00:00.000000000,378.57508
2023-08-07T15:00:00.000000000,359.78198
2023-08-07T16:00:00.000000000,331.52868
2023-08-07T17:00:00.000000000,306.33624
2023-08-07T18:00:00.000000000,295.4163
2023-08-07T19:00:00.000000000,296.79442
2023-08-07T20:00:00.000000000,303.21902
2023-08-07T21:00:00.000000000,310.88972
2023-08-07T22:00:00.000000000,320.02064
2023-08-07T23:00:00.000000000,331.39442
2023-08-08T00:00:00.000000000,346.20536
2023-08-08T01:00:00.000000000,351.50633
2023-08-08T02:00:00.000000000,361.46295
2023-08-08T03:00:00.000000000,365.09456
2023-08-08T04:00:00.000000000,364.90653
2023-08-08T05:00:00.000000000,365.92566
2023-08-08T06:00:00.000000000,370.075
2023-08-08T07:00:00.000000000,371.25131
2023-08-08T08:00:00.000000000,372.8467
2023-08-08T09:00:00.000000000,373.16043
2023-08-08T10:00:00.000000000,375.97
2023-08-08T11:00:00.000000000,375.8497
2023-08-08T12:00:00.000000000,377.56458
2023-08-08T13:00:00.000000000,379.30266
2023-08-08T14:00:00.000000000,374.86727
2023-08-08T15:00:00.000000000,360.42791
2023-08-08T16:00:00.000000000,337.38388
2023-08-08T17:00:00.000000000,314.42547
2023-08-08T18:00:00.000000000,302.5277
2023-08-08T19:00:00.000000000,302.26694
2023-08-08T20:00:00.000000000,306.82605
2023-08-08T21:00:00.000000000,313.00448
2023-08-08T22:00:00.000000000,322.44999
2023-08-08T23:00:00.000000000,335.87192
2023-08-09T00:00:00.000000000,346.37115
2023-08-09T01:00:00.000000000,348.4704
2023-08-09T02:00:00.000000000,355.8425
2023-08-09T03:00:00.000000000,361.48651
2023-08-09T04:00:00.000000000,367.36111
2023-08-09T05:00:00.000000000,371.18481
2023-08-09T06:00:00.000000000,373.27598
2023-08-09T07:00:00.000000000,373.67703
2023-08-09T08:00:00.000000000,373.33574
2023-08-09T09:00:00.000000000,370.66443
2023-08-09T10:00:00.000000000,371.57408
2023-08-09T11:00:00.000000000,371.44458
2023-08-09T12:00:00.000000000,371.77789
2023-08-09T13:00:00.000000000,371.06001
2023-08-09T14:00:00.000000000,366.12324
2023-08-09T15:00:00.000000000,353.83583
2023-08-09T16:00:00.000000000,336.23606
2023-08-09T17:00:00.000000000,322.88159
2023-08-09T18:00:00.000000000,318.2249
2023-08-09T19:00:00.000000000,319.70232
2023-08-09T20:00:00.000000000,323.26879
2023-08-09T21:00:00.000000000,328.45092
2023-08-09T22:00:00.000000000,333.84169
2023-08-09T23:00:00.000000000,341.48353
