,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
0,2023-08-07 00:00:00,2023-08-08 18:44:47,3.0,439.81,1125.0,143.0
1,2023-08-07 01:00:00,2023-08-08 18:44:47,3.0,447.97,1141.0,119.0
2,2023-08-07 02:00:00,2023-08-08 18:44:47,3.0,469.35,1151.0,56.0
3,2023-08-07 03:00:00,2023-08-08 18:44:47,3.0,488.08,1153.0,5.0
4,2023-08-07 04:00:00,2023-08-08 18:44:47,3.0,489.62,1157.0,1.0
5,2023-08-07 05:00:00,2023-08-08 18:44:47,3.0,489.61,1152.0,1.0
6,2023-08-07 06:00:00,2023-08-08 18:44:47,3.0,490.0,1164.0,0.0
7,2023-08-07 07:00:00,2023-08-08 18:44:47,3.0,490.0,1092.0,0.0
8,2023-08-07 08:00:00,2023-08-08 18:44:47,3.0,490.0,983.0,0.0
9,2023-08-07 09:00:00,2023-08-08 18:44:47,3.0,490.0,916.0,0.0
10,2023-08-07 10:00:00,2023-08-08 18:44:47,3.0,490.0,843.0,0.0
11,2023-08-07 11:00:00,2023-08-08 18:44:47,3.0,489.46,822.0,1.0
12,2023-08-07 12:00:00,2023-08-08 18:44:47,3.0,489.46,823.0,1.0
13,2023-08-07 13:00:00,2023-08-08 18:44:47,3.0,488.36,812.0,3.0
14,2023-08-07 14:00:00,2023-08-08 18:44:47,3.0,444.88,647.0,73.0
15,2023-08-07 15:00:00,2023-08-08 18:44:47,3.0,405.4,639.0,150.0
16,2023-08-07 16:00:00,2023-08-08 18:44:47,3.0,379.0,656.0,218.0
17,2023-08-07 17:00:00,2023-08-08 18:44:47,3.0,398.6,824.0,213.0
18,2023-08-07 18:00:00,2023-08-08 18:44:47,3.0,410.11,946.0,207.0
19,2023-08-07 19:00:00,2023-08-08 18:44:47,3.0,406.0,1040.0,242.0
20,2023-08-07 20:00:00,2023-08-08 18:44:47,3.0,413.99,1102.0,227.0
21,2023-08-07 21:00:00,2023-08-08 18:44:47,3.0,424.04,1132.0,197.0
22,2023-08-07 22:00:00,2023-08-08 18:44:47,3.0,425.28,1134.0,193.0
23,2023-08-07 23:00:00,2023-08-08 18:44:47,3.0,430.98,1138.0,174.0
