datetime,avg_solar_production_forecast
2023-06-27T00:00:00.000000000,11036.26
2023-06-27T01:00:00.000000000,6677.44026
2023-06-27T02:00:00.000000000,1746.83006
2023-06-27T03:00:00.000000000,6.09
2023-06-27T04:00:00.000000000,0.0
2023-06-27T05:00:00.000000000,0.0
2023-06-27T06:00:00.000000000,0.0
2023-06-27T07:00:00.000000000,0.0
2023-06-27T08:00:00.000000000,0.0
2023-06-27T09:00:00.000000000,0.0
2023-06-27T10:00:00.000000000,0.0
2023-06-27T11:00:00.000000000,0.0
2023-06-27T12:00:00.000000000,45.7
2023-06-27T13:00:00.000000000,2600.85003
2023-06-27T14:00:00.000000000,8045.60966
2023-06-27T15:00:00.000000000,11741.30002
2023-06-27T16:00:00.000000000,13072.48016
2023-06-27T17:00:00.000000000,13704.60956
2023-06-27T18:00:00.000000000,14054.69955
2023-06-27T19:00:00.000000000,14132.87968
2023-06-27T20:00:00.000000000,14080.09047
2023-06-27T21:00:00.000000000,13935.27932
2023-06-27T22:00:00.000000000,13549.27937
2023-06-27T23:00:00.000000000,12807.84931
2023-06-28T00:00:00.000000000,20.80781
2023-06-28T01:00:00.000000000,16.81955
2023-06-28T02:00:00.000000000,45.71883
2023-06-28T03:00:00.000000000,17.52358
2023-06-28T04:00:00.000000000,0.0
2023-06-28T05:00:00.000000000,0.0
2023-06-28T06:00:00.000000000,0.0
2023-06-28T07:00:00.000000000,55.43614
2023-06-28T08:00:00.000000000,140.26714
2023-06-28T09:00:00.000000000,273.07108
2023-06-28T10:00:00.000000000,407.6688
2023-06-28T11:00:00.000000000,493.25892
2023-06-28T12:00:00.000000000,521.01526
2023-06-28T13:00:00.000000000,448.76408
2023-06-28T14:00:00.000000000,395.1798
2023-06-28T15:00:00.000000000,343.37883
2023-06-28T16:00:00.000000000,307.33206
2023-06-28T17:00:00.000000000,188.31813
2023-06-28T18:00:00.000000000,33.0636
2023-06-28T19:00:00.000000000,0.0
2023-06-28T20:00:00.000000000,0.0
2023-06-28T21:00:00.000000000,0.0
2023-06-28T22:00:00.000000000,0.0
2023-06-28T23:00:00.000000000,0.0
2023-06-29T00:00:00.000000000,7.651
2023-06-29T01:00:00.000000000,0.0
2023-06-29T02:00:00.000000000,6.7429
2023-06-29T03:00:00.000000000,2.04987
2023-06-29T04:00:00.000000000,0.0
2023-06-29T05:00:00.000000000,0.0
2023-06-29T06:00:00.000000000,0.0
2023-06-29T07:00:00.000000000,16.12191
2023-06-29T08:00:00.000000000,35.55545
2023-06-29T09:00:00.000000000,76.61081
2023-06-29T10:00:00.000000000,128.23284
2023-06-29T11:00:00.000000000,161.89014
2023-06-29T12:00:00.000000000,179.71777
2023-06-29T13:00:00.000000000,173.94736
2023-06-29T14:00:00.000000000,181.40892
2023-06-29T15:00:00.000000000,180.78542
2023-06-29T16:00:00.000000000,177.9285
2023-06-29T17:00:00.000000000,141.70992
2023-06-29T18:00:00.000000000,92.27988
2023-06-29T19:00:00.000000000,50.61666
2023-06-29T20:00:00.000000000,29.17965
2023-06-29T21:00:00.000000000,13.38081
2023-06-29T22:00:00.000000000,14.03142
2023-06-29T23:00:00.000000000,9.54545
2023-06-30T00:00:00.000000000,0.96867
2023-06-30T01:00:00.000000000,0.0
2023-06-30T02:00:00.000000000,0.0
2023-06-30T03:00:00.000000000,0.0
2023-06-30T04:00:00.000000000,2.51732
2023-06-30T05:00:00.000000000,6.32046
2023-06-30T06:00:00.000000000,1.06976
2023-06-30T07:00:00.000000000,2.02255
2023-06-30T08:00:00.000000000,0.0
2023-06-30T09:00:00.000000000,7.35611
2023-06-30T10:00:00.000000000,20.99246
2023-06-30T11:00:00.000000000,30.09403
2023-06-30T12:00:00.000000000,39.60972
2023-06-30T13:00:00.000000000,49.71964
2023-06-30T14:00:00.000000000,68.1292
2023-06-30T15:00:00.000000000,78.6796
2023-06-30T16:00:00.000000000,82.53463
2023-06-30T17:00:00.000000000,76.21225
2023-06-30T18:00:00.000000000,67.90004
2023-06-30T19:00:00.000000000,56.60006
2023-06-30T20:00:00.000000000,45.87954
2023-06-30T21:00:00.000000000,32.46802
2023-06-30T22:00:00.000000000,21.1718
2023-06-30T23:00:00.000000000,13.43553
