UTC time,creation_time (UTC),version,nat_gas,nuclear,oil,solar,other
2023-08-30 00:00:00,2023-09-02 22:35:24,3.0,13923.0,3705.0,0.0,105.0,3581.0
2023-08-30 01:00:00,2023-09-02 22:35:24,3.0,13631.0,3709.0,0.0,28.0,3548.0
2023-08-30 02:00:00,2023-09-02 22:35:24,3.0,12700.0,3712.0,0.0,28.0,3475.0
2023-08-30 03:00:00,2023-09-02 22:35:24,3.0,11698.0,3716.0,0.0,28.0,3475.0
2023-08-30 04:00:00,2023-09-02 22:35:24,3.0,10692.0,3716.0,0.0,28.0,3554.0
2023-08-30 05:00:00,2023-09-02 22:35:24,3.0,9858.0,3721.0,0.0,28.0,3302.0
2023-08-30 06:00:00,2023-09-02 22:35:24,3.0,9307.0,3721.0,0.0,28.0,3283.0
2023-08-30 07:00:00,2023-09-02 22:35:24,3.0,8905.0,3723.0,0.0,28.0,3283.0
2023-08-30 08:00:00,2023-09-02 22:35:24,3.0,8763.0,3726.0,0.0,28.0,3269.0
2023-08-30 09:00:00,2023-09-02 22:35:24,3.0,8807.0,3729.0,0.0,28.0,3268.0
2023-08-30 10:00:00,2023-09-02 22:35:24,3.0,9306.0,3732.0,0.0,28.0,3295.0
2023-08-30 11:00:00,2023-09-02 22:35:24,3.0,9980.0,3733.0,0.0,28.0,3295.0
2023-08-30 12:00:00,2023-09-02 22:35:24,3.0,10211.0,3735.0,0.0,76.0,3376.0
2023-08-30 13:00:00,2023-09-02 22:35:24,3.0,10924.0,3735.0,0.0,372.0,3528.0
2023-08-30 14:00:00,2023-09-02 22:35:24,3.0,11933.0,3736.0,0.0,1000.0,3579.0
2023-08-30 15:00:00,2023-09-02 22:35:24,3.0,12671.0,3737.0,0.0,1662.0,3669.0
2023-08-30 16:00:00,2023-09-02 22:35:24,3.0,13252.0,3736.0,0.0,2103.0,3920.0
2023-08-30 17:00:00,2023-09-02 22:35:24,3.0,13411.0,3738.0,0.0,2506.0,3997.0
2023-08-30 18:00:00,2023-09-02 22:35:24,3.0,13541.0,3739.0,0.0,2435.0,4213.0
2023-08-30 19:00:00,2023-09-02 22:35:24,3.0,14003.0,3739.0,0.0,2567.0,4189.0
2023-08-30 20:00:00,2023-09-02 22:35:24,3.0,14480.0,3738.0,0.0,2279.0,4237.0
2023-08-30 21:00:00,2023-09-02 22:35:24,3.0,14895.0,3736.0,0.0,2088.0,4255.0
2023-08-30 22:00:00,2023-09-02 22:35:24,3.0,15243.0,3736.0,0.0,1722.0,4298.0
2023-08-30 23:00:00,2023-09-02 22:35:24,3.0,15392.0,3736.0,0.0,796.0,4523.0
