,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
0,2023-09-03 00:00:00,2023-09-06 01:46:43,3.0,440.81,14199.0,3700.0,0.0,157.0,3666.0
1,2023-09-03 01:00:00,2023-09-06 01:46:43,3.0,442.01,13761.0,3698.0,0.0,28.0,3647.0
2,2023-09-03 02:00:00,2023-09-06 01:46:43,3.0,440.1,12572.0,3700.0,0.0,28.0,3723.0
3,2023-09-03 03:00:00,2023-09-06 01:46:43,3.0,435.79,11545.0,3701.0,0.0,28.0,3609.0
4,2023-09-03 04:00:00,2023-09-06 01:46:43,3.0,427.59,10430.0,3705.0,0.0,27.0,3301.0
5,2023-09-03 05:00:00,2023-09-06 01:46:43,3.0,418.28,9377.0,3709.0,0.0,28.0,2999.0
6,2023-09-03 06:00:00,2023-09-06 01:46:43,3.0,409.37,8706.0,3709.0,0.0,28.0,2691.0
7,2023-09-03 07:00:00,2023-09-06 01:46:43,3.0,404.27,8041.0,3712.0,0.0,28.0,2627.0
8,2023-09-03 08:00:00,2023-09-06 01:46:43,3.0,400.53,7463.0,3714.0,0.0,28.0,2622.0
9,2023-09-03 09:00:00,2023-09-06 01:46:43,3.0,397.66,7104.0,3716.0,0.0,28.0,2603.0
10,2023-09-03 10:00:00,2023-09-06 01:46:43,3.0,395.3,6979.0,3714.0,0.0,28.0,2535.0
11,2023-09-03 11:00:00,2023-09-06 01:46:43,3.0,395.61,7000.0,3714.0,0.0,28.0,2542.0
12,2023-09-03 12:00:00,2023-09-06 01:46:43,3.0,396.33,7157.0,3714.0,0.0,127.0,2640.0
13,2023-09-03 13:00:00,2023-09-06 01:46:43,3.0,382.77,7883.0,3714.0,0.0,984.0,2724.0
14,2023-09-03 14:00:00,2023-09-06 01:46:43,3.0,367.66,8774.0,3712.0,0.0,2123.0,2804.0
15,2023-09-03 15:00:00,2023-09-06 01:46:43,3.0,362.08,9752.0,3715.0,0.0,2857.0,2838.0
16,2023-09-03 16:00:00,2023-09-06 01:46:43,3.0,361.2,10625.0,3715.0,0.0,3295.0,2865.0
17,2023-09-03 17:00:00,2023-09-06 01:46:43,3.0,367.14,11499.0,3715.0,0.0,3486.0,3093.0
18,2023-09-03 18:00:00,2023-09-06 01:46:43,3.0,371.55,11906.0,3715.0,0.0,3606.0,3358.0
19,2023-09-03 19:00:00,2023-09-06 01:46:43,3.0,378.91,12635.0,3714.0,0.0,3509.0,3522.0
20,2023-09-03 20:00:00,2023-09-06 01:46:43,3.0,387.23,13178.0,3712.0,0.0,3322.0,3758.0
21,2023-09-03 21:00:00,2023-09-06 01:46:43,3.0,394.16,13459.0,3712.0,0.0,2995.0,3840.0
22,2023-09-03 22:00:00,2023-09-06 01:46:43,3.0,406.6,13921.0,3712.0,0.0,2345.0,3925.0
23,2023-09-03 23:00:00,2023-09-06 01:46:43,3.0,420.68,14105.0,3714.0,0.0,1347.0,3745.0
