,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
0,2023-08-10 00:00:00,2023-08-13 18:15:09,3.0,349.66,16015.0,3711.0,0.0,463.0,5031.0
1,2023-08-10 01:00:00,2023-08-13 18:15:09,3.0,355.47,15558.0,3712.0,0.0,14.0,5003.0
2,2023-08-10 02:00:00,2023-08-13 18:15:09,3.0,353.76,14856.0,3712.0,0.0,0.0,4845.0
3,2023-08-10 03:00:00,2023-08-13 18:15:09,3.0,351.0,13457.0,3715.0,0.0,0.0,4680.0
4,2023-08-10 04:00:00,2023-08-13 18:15:09,3.0,347.91,11916.0,3715.0,0.0,0.0,4532.0
5,2023-08-10 05:00:00,2023-08-13 18:15:09,3.0,343.45,10836.0,3715.0,0.0,0.0,4268.0
6,2023-08-10 06:00:00,2023-08-13 18:15:09,3.0,337.03,10227.0,3717.0,0.0,0.0,3847.0
7,2023-08-10 07:00:00,2023-08-13 18:15:09,3.0,331.38,9791.0,3717.0,0.0,0.0,3504.0
8,2023-08-10 08:00:00,2023-08-13 18:15:09,3.0,327.05,9363.0,3720.0,0.0,0.0,3285.0
9,2023-08-10 09:00:00,2023-08-13 18:15:09,3.0,324.45,9127.0,3721.0,0.0,0.0,3159.0
10,2023-08-10 10:00:00,2023-08-13 18:15:09,3.0,325.02,9381.0,3721.0,0.0,0.0,3150.0
11,2023-08-10 11:00:00,2023-08-13 18:15:09,3.0,327.89,9923.0,3720.0,0.0,0.0,3245.0
12,2023-08-10 12:00:00,2023-08-13 18:15:09,3.0,327.48,10272.0,3720.0,0.0,178.0,3393.0
13,2023-08-10 13:00:00,2023-08-13 18:15:09,3.0,308.87,10882.0,3720.0,0.0,1285.0,3309.0
14,2023-08-10 14:00:00,2023-08-13 18:15:09,3.0,295.07,11786.0,3717.0,0.0,2432.0,3327.0
15,2023-08-10 15:00:00,2023-08-13 18:15:09,3.0,293.17,12985.0,3716.0,0.0,3032.0,3480.0
16,2023-08-10 16:00:00,2023-08-13 18:15:09,3.0,291.48,14084.0,3714.0,0.0,3632.0,3652.0
17,2023-08-10 17:00:00,2023-08-13 18:15:09,3.0,294.11,14392.0,3711.0,0.0,3777.0,3952.0
18,2023-08-10 18:00:00,2023-08-13 18:15:09,3.0,300.52,15480.0,3710.0,0.0,3768.0,4269.0
19,2023-08-10 19:00:00,2023-08-13 18:15:09,3.0,307.2,15843.0,3709.0,0.0,3641.0,4716.0
20,2023-08-10 20:00:00,2023-08-13 18:15:09,3.0,315.76,16212.0,3707.0,0.0,3158.0,4970.0
21,2023-08-10 21:00:00,2023-08-13 18:15:09,3.0,325.91,16800.0,3704.0,0.0,2515.0,5163.0
22,2023-08-10 22:00:00,2023-08-13 18:15:09,3.0,329.18,16511.0,3701.0,0.0,2074.0,4992.0
23,2023-08-10 23:00:00,2023-08-13 18:15:09,3.0,334.05,15660.0,3701.0,0.0,1271.0,4557.0
