datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-09-01 00:00:00,2023-09-03 15:38:40,3.0,3.161202671182987,300.9547368052122,297.6220018318008,0.0,0.937717700613504,14435.21973,3768.79352,7377.5,3010481.09375
2023-09-01 01:00:00,2023-09-03 15:38:40,3.0,3.161202671182987,300.9547368052122,297.6220018318008,0.0,0.937717700613504,13753.68331,3772.92327,2509.13989,1023885.89742
2023-09-01 02:00:00,2023-09-03 15:38:40,3.0,3.161202671182987,300.9547368052122,297.6220018318008,0.0,0.937717700613504,12920.67593,3782.00368,80.86,32995.934
2023-09-01 03:00:00,2023-09-03 15:38:40,3.0,3.161202671182987,300.9547368052122,297.6220018318008,0.0,0.937717700613504,12011.31773,3787.5153,0.0,0.0
2023-09-01 04:00:00,2023-09-03 15:38:40,3.0,3.0674337612329667,300.7733492518711,297.479166961385,0.0,0.937717700613504,10981.64368,3786.85447,0.0,0.0
2023-09-01 05:00:00,2023-09-03 15:38:40,3.0,3.0674337612329667,300.7733492518711,297.479166961385,0.0,0.937717700613504,10071.38316,3775.27241,0.0,0.0
2023-09-01 06:00:00,2023-09-03 15:38:40,3.0,3.0674337612329667,300.7733492518711,297.479166961385,0.0,0.937717700613504,8969.26709,3779.85523,0.0,0.0
2023-09-01 07:00:00,2023-09-03 15:38:40,3.0,2.9064997658080527,300.5623876061913,297.1950917775396,0.0,1.4541906933424813,8103.97081,3741.48594,0.0,0.0
2023-09-01 08:00:00,2023-09-03 15:38:40,3.0,2.9064997658080527,300.5623876061913,297.1950917775396,0.0,1.4541906933424813,7634.98629,3742.3746,0.0,0.0
2023-09-01 09:00:00,2023-09-03 15:38:40,3.0,2.9064997658080527,300.5623876061913,297.1950917775396,0.0,1.4541906933424813,7329.24869,3747.23011,0.0,0.0
2023-09-01 10:00:00,2023-09-03 15:38:40,3.0,3.0236269685692427,300.7677117153244,297.0986001889848,0.0,2.165575360868054,7502.77833,3778.63155,0.0,0.0
2023-09-01 11:00:00,2023-09-03 15:38:40,3.0,3.0236269685692427,300.7677117153244,297.0986001889848,0.0,2.165575360868054,7849.89901,3778.50689,0.0,0.0
2023-09-01 12:00:00,2023-09-03 15:38:40,3.0,3.0236269685692427,300.7677117153244,297.0986001889848,0.0,2.165575360868054,8557.31566,3779.73931,0.0,0.0
2023-09-01 13:00:00,2023-09-03 15:38:40,3.0,3.5075717108970377,302.58912810984464,296.724213993332,6.741324429182353,2.8616858832480667,9582.91894,3776.88021,381.10999,155516.6934
2023-09-01 14:00:00,2023-09-03 15:38:40,3.0,3.5075717108970377,302.58912810984464,296.724213993332,6.741324429182353,2.8616858832480667,10695.92421,3770.12367,3483.70996,1421571.39594
2023-09-01 15:00:00,2023-09-03 15:38:40,3.0,3.5075717108970377,302.58912810984464,296.724213993332,6.741324429182353,2.8616858832480667,11652.5054,3770.74035,7934.7998,3237894.2453
2023-09-01 16:00:00,2023-09-03 15:38:40,3.0,3.7453543964082217,303.2776246784235,296.44956708270644,400.0636892242973,3.581046873499273,12825.66785,3736.23639,10322.42969,4212196.46436
2023-09-01 17:00:00,2023-09-03 15:38:40,3.0,3.7453543964082217,303.2776246784235,296.44956708270644,400.0636892242973,3.581046873499273,13626.48913,3763.36926,11164.57031,4555842.47314
2023-09-01 18:00:00,2023-09-03 15:38:40,3.0,3.7453543964082217,303.2776246784235,296.44956708270644,400.0636892242973,3.581046873499273,14357.2477,3781.0213,11368.91992,4639229.88562
2023-09-01 19:00:00,2023-09-03 15:38:40,3.0,4.18207163323493,302.5062213451496,296.55633302747003,584.7751175375901,4.2998634226353385,14684.71487,3750.71769,11103.4502,4530901.64532
2023-09-01 20:00:00,2023-09-03 15:38:40,3.0,4.18207163323493,302.5062213451496,296.55633302747003,584.7751175375901,4.2998634226353385,15203.96733,3723.16504,10718.45996,4373801.56781
2023-09-01 21:00:00,2023-09-03 15:38:40,3.0,4.18207163323493,302.5062213451496,296.55633302747003,584.7751175375901,4.2998634226353385,15140.95305,3724.86728,10245.98047,4181000.40503
2023-09-01 22:00:00,2023-09-03 15:38:40,3.0,4.285466849410806,301.28382865695016,296.5029724952441,601.5783046911026,5.228934031338751,15110.32456,3723.743,9579.08008,3908863.36438
2023-09-01 23:00:00,2023-09-03 15:38:40,3.0,4.285466849410806,301.28382865695016,296.5029724952441,601.5783046911026,5.228934031338751,14642.40507,3744.61324,8326.7998,3397854.7453
2023-09-02 00:00:00,2023-09-03 15:38:40,3.0,4.285466849410806,301.28382865695016,296.5029724952441,601.5783046911026,5.228934031338751,14613.98504,3787.78917,0.0,1497984.78517
2023-09-02 01:00:00,2023-09-03 15:38:40,3.0,4.4748980342743465,300.77893906405234,296.3906290078503,376.7122881923584,6.632136057605937,13844.16649,3791.76971,0.0,1488562.28731
2023-09-02 02:00:00,2023-09-03 15:38:40,3.0,4.4748980342743465,300.77893906405234,296.3906290078503,376.7122881923584,6.632136057605937,12899.00257,3800.86523,0.0,1247220.21721
