,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
0,2023-08-14 00:00:00,2023-08-21 20:44:56,3.0,353.12,14646.0,3726.0,0.0,308.0,5306.0
1,2023-08-14 01:00:00,2023-08-21 20:44:56,3.0,354.69,14399.0,3724.0,0.0,3.0,5000.0
2,2023-08-14 02:00:00,2023-08-21 20:44:56,3.0,350.22,13660.0,3724.0,0.0,0.0,4600.0
3,2023-08-14 03:00:00,2023-08-21 20:44:56,3.0,346.61,12851.0,3734.0,0.0,0.0,4351.0
4,2023-08-14 04:00:00,2023-08-21 20:44:56,3.0,341.47,11680.0,3734.0,0.0,0.0,4033.0
5,2023-08-14 05:00:00,2023-08-21 20:44:56,3.0,335.91,10519.0,3733.0,0.0,0.0,3745.0
6,2023-08-14 06:00:00,2023-08-21 20:44:56,3.0,330.23,9775.0,3732.0,0.0,0.0,3447.0
7,2023-08-14 07:00:00,2023-08-21 20:44:56,3.0,327.55,9153.0,3732.0,0.0,0.0,3370.0
8,2023-08-14 08:00:00,2023-08-21 20:44:56,3.0,326.67,8808.0,3733.0,0.0,0.0,3374.0
9,2023-08-14 09:00:00,2023-08-21 20:44:56,3.0,326.26,8652.0,3736.0,0.0,0.0,3379.0
10,2023-08-14 10:00:00,2023-08-21 20:44:56,3.0,327.3,9064.0,3736.0,0.0,0.0,3374.0
11,2023-08-14 11:00:00,2023-08-21 20:44:56,3.0,328.8,9699.0,3738.0,0.0,0.0,3369.0
12,2023-08-14 12:00:00,2023-08-21 20:44:56,3.0,326.57,10025.0,3737.0,0.0,160.0,3370.0
13,2023-08-14 13:00:00,2023-08-21 20:44:56,3.0,310.43,10629.0,3736.0,0.0,1186.0,3382.0
14,2023-08-14 14:00:00,2023-08-21 20:44:56,3.0,295.09,11527.0,3737.0,0.0,2400.0,3385.0
15,2023-08-14 15:00:00,2023-08-21 20:44:56,3.0,288.71,12520.0,3736.0,0.0,3252.0,3492.0
16,2023-08-14 16:00:00,2023-08-21 20:44:56,3.0,292.47,13527.0,3731.0,0.0,3609.0,3886.0
17,2023-08-14 17:00:00,2023-08-21 20:44:56,3.0,299.59,14688.0,3731.0,0.0,3482.0,4091.0
18,2023-08-14 18:00:00,2023-08-21 20:44:56,3.0,300.83,15366.0,3726.0,0.0,3603.0,4165.0
19,2023-08-14 19:00:00,2023-08-21 20:44:56,3.0,305.9,15949.0,3724.0,0.0,3485.0,4396.0
20,2023-08-14 20:00:00,2023-08-21 20:44:56,3.0,311.18,16247.0,3723.0,0.0,3197.0,4540.0
21,2023-08-14 21:00:00,2023-08-21 20:44:56,3.0,320.15,16599.0,3722.0,0.0,2602.0,4698.0
22,2023-08-14 22:00:00,2023-08-21 20:44:56,3.0,333.32,16879.0,3721.0,0.0,1714.0,4934.0
23,2023-08-14 23:00:00,2023-08-21 20:44:56,3.0,344.03,16592.0,3721.0,0.0,840.0,4928.0
