,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
0,2023-09-02 00:00:00,2023-09-04 18:10:14,3.0,453.63,15328.0,3705.0,0.0,135.0,4603.0
1,2023-09-02 01:00:00,2023-09-04 18:10:14,3.0,454.67,14659.0,3701.0,0.0,28.0,4614.0
2,2023-09-02 02:00:00,2023-09-04 18:10:14,3.0,446.3,14018.0,3702.0,0.0,28.0,3967.0
3,2023-09-02 03:00:00,2023-09-04 18:10:14,3.0,439.4,13208.0,3702.0,0.0,28.0,3549.0
4,2023-09-02 04:00:00,2023-09-04 18:10:14,3.0,431.05,11476.0,3704.0,0.0,28.0,3296.0
5,2023-09-02 05:00:00,2023-09-04 18:10:14,3.0,422.87,9958.0,3707.0,0.0,28.0,3122.0
6,2023-09-02 06:00:00,2023-09-04 18:10:14,3.0,413.71,9085.0,3708.0,0.0,28.0,2818.0
7,2023-09-02 07:00:00,2023-09-04 18:10:14,3.0,407.64,8343.0,3712.0,0.0,28.0,2708.0
8,2023-09-02 08:00:00,2023-09-04 18:10:14,3.0,403.26,7915.0,3711.0,0.0,28.0,2613.0
9,2023-09-02 09:00:00,2023-09-04 18:10:14,3.0,401.36,7615.0,3710.0,0.0,28.0,2610.0
10,2023-09-02 10:00:00,2023-09-04 18:10:14,3.0,400.88,7528.0,3711.0,0.0,28.0,2615.0
11,2023-09-02 11:00:00,2023-09-04 18:10:14,3.0,401.71,7658.0,3710.0,0.0,28.0,2614.0
12,2023-09-02 12:00:00,2023-09-04 18:10:14,3.0,402.68,8047.0,3710.0,0.0,86.0,2615.0
13,2023-09-02 13:00:00,2023-09-04 18:10:14,3.0,395.45,9010.0,3710.0,0.0,659.0,2632.0
14,2023-09-02 14:00:00,2023-09-04 18:10:14,3.0,390.16,10006.0,3709.0,0.0,1433.0,2899.0
15,2023-09-02 15:00:00,2023-09-04 18:10:14,3.0,393.37,11015.0,3710.0,0.0,1819.0,3210.0
16,2023-09-02 16:00:00,2023-09-04 18:10:14,3.0,386.04,11538.0,3710.0,0.0,2337.0,3138.0
17,2023-09-02 17:00:00,2023-09-04 18:10:14,3.0,383.57,11915.0,3709.0,0.0,2706.0,3243.0
18,2023-09-02 18:00:00,2023-09-04 18:10:14,3.0,384.04,12118.0,3709.0,0.0,2993.0,3515.0
19,2023-09-02 19:00:00,2023-09-04 18:10:14,3.0,388.36,12611.0,3707.0,0.0,3040.0,3713.0
20,2023-09-02 20:00:00,2023-09-04 18:10:14,3.0,389.18,13134.0,3704.0,0.0,3123.0,3693.0
21,2023-09-02 21:00:00,2023-09-04 18:10:14,3.0,396.74,13837.0,3704.0,0.0,2709.0,3586.0
22,2023-09-02 22:00:00,2023-09-04 18:10:14,3.0,411.66,14640.0,3702.0,0.0,1857.0,3515.0
23,2023-09-02 23:00:00,2023-09-04 18:10:14,3.0,427.59,14889.0,3701.0,0.0,907.0,3509.0
