UTC time,creation_time (UTC),version,nat_gas,nuclear,oil,solar,other
2023-08-24 00:00:00,2023-08-25 21:23:44,3.0,16557.0,3715.0,0.0,233.0,4878.0
2023-08-24 01:00:00,2023-08-25 21:23:44,3.0,16261.0,3714.0,0.0,30.0,4535.0
2023-08-24 02:00:00,2023-08-25 21:23:44,3.0,15354.0,3714.0,0.0,28.0,4218.0
2023-08-24 03:00:00,2023-08-25 21:23:44,3.0,13956.0,3713.0,0.0,28.0,3876.0
2023-08-24 04:00:00,2023-08-25 21:23:44,3.0,12744.0,3714.0,0.0,28.0,3488.0
2023-08-24 05:00:00,2023-08-25 21:23:44,3.0,11407.0,3716.0,0.0,28.0,3084.0
2023-08-24 06:00:00,2023-08-25 21:23:44,3.0,10406.0,3719.0,0.0,28.0,2856.0
2023-08-24 07:00:00,2023-08-25 21:23:44,3.0,9764.0,3720.0,0.0,28.0,2699.0
2023-08-24 08:00:00,2023-08-25 21:23:44,3.0,9209.0,3721.0,0.0,28.0,2597.0
2023-08-24 09:00:00,2023-08-25 21:23:44,3.0,8887.0,3721.0,0.0,28.0,2613.0
2023-08-24 10:00:00,2023-08-25 21:23:44,3.0,9176.0,3720.0,0.0,28.0,2677.0
2023-08-24 11:00:00,2023-08-25 21:23:44,3.0,9767.0,3721.0,0.0,28.0,2876.0
2023-08-24 12:00:00,2023-08-25 21:23:44,3.0,10017.0,3721.0,0.0,147.0,3030.0
2023-08-24 13:00:00,2023-08-25 21:23:44,3.0,10405.0,3720.0,0.0,1082.0,2980.0
2023-08-24 14:00:00,2023-08-25 21:23:44,3.0,11154.0,3719.0,0.0,2150.0,3014.0
2023-08-24 15:00:00,2023-08-25 21:23:44,3.0,12342.0,3718.0,0.0,2777.0,3041.0
2023-08-24 16:00:00,2023-08-25 21:23:44,3.0,13432.0,3718.0,0.0,3303.0,3102.0
2023-08-24 17:00:00,2023-08-25 21:23:44,3.0,14316.0,3711.0,0.0,3507.0,3289.0
2023-08-24 18:00:00,2023-08-25 21:23:44,3.0,15003.0,3715.0,0.0,3485.0,3596.0
2023-08-24 19:00:00,2023-08-25 21:23:44,3.0,15446.0,3714.0,0.0,3183.0,3890.0
2023-08-24 20:00:00,2023-08-25 21:23:44,3.0,15119.0,3711.0,0.0,3406.0,3879.0
2023-08-24 21:00:00,2023-08-25 21:23:44,3.0,15721.0,3711.0,0.0,2751.0,3878.0
2023-08-24 22:00:00,2023-08-25 21:23:44,3.0,15468.0,3708.0,0.0,2230.0,3875.0
2023-08-24 23:00:00,2023-08-25 21:23:44,3.0,15295.0,3708.0,0.0,1276.0,3989.0
