UTC time,nat_gas,nuclear,oil,solar,other
2023-06-26 00:00:00,12688.0,3700.0,0.0,663.0,3236.0
2023-06-26 01:00:00,12680.0,3701.0,0.0,50.0,3247.0
2023-06-26 02:00:00,12192.0,3702.0,0.0,0.0,3203.0
2023-06-26 03:00:00,10998.0,3702.0,0.0,0.0,2961.0
2023-06-26 04:00:00,9937.0,3702.0,0.0,0.0,2494.0
2023-06-26 05:00:00,8501.0,3705.0,0.0,0.0,2386.0
2023-06-26 06:00:00,7663.0,3708.0,0.0,0.0,2197.0
2023-06-26 07:00:00,7162.0,3710.0,0.0,0.0,2069.0
2023-06-26 08:00:00,6911.0,3713.0,0.0,0.0,1898.0
2023-06-26 09:00:00,6906.0,3713.0,0.0,0.0,1827.0
2023-06-26 10:00:00,7107.0,3714.0,0.0,0.0,1919.0
2023-06-26 11:00:00,7607.0,3714.0,0.0,3.0,2051.0
2023-06-26 12:00:00,8396.0,3712.0,0.0,291.0,2084.0
2023-06-26 13:00:00,9423.0,3711.0,0.0,1159.0,2034.0
2023-06-26 14:00:00,10140.0,3714.0,0.0,2189.0,2062.0
2023-06-26 15:00:00,10943.0,3714.0,0.0,3067.0,2233.0
2023-06-26 16:00:00,12107.0,3713.0,0.0,3638.0,2316.0
2023-06-26 17:00:00,12851.0,3710.0,0.0,3651.0,2779.0
2023-06-26 18:00:00,13033.0,3707.0,0.0,3671.0,2929.0
2023-06-26 19:00:00,13144.0,3704.0,0.0,3839.0,2981.0
2023-06-26 20:00:00,13781.0,3704.0,0.0,3567.0,3009.0
2023-06-26 21:00:00,14611.0,3703.0,0.0,3054.0,3176.0
2023-06-26 22:00:00,15381.0,3701.0,0.0,2529.0,3204.0
2023-06-26 23:00:00,15855.0,3700.0,0.0,1808.0,3338.0
