,UTC time,carbon_intensity,nat_gas,nuclear,oil,solar,other
0,2023-08-01 00:00:00,339.84,14377.0,3687.0,0.0,268.0,3872.0
1,2023-08-01 01:00:00,342.37,13465.0,3687.0,0.0,17.0,3852.0
2,2023-08-01 02:00:00,340.58,12317.0,3683.0,0.0,0.0,3805.0
3,2023-08-01 03:00:00,336.2,11391.0,3679.0,0.0,0.0,3567.0
4,2023-08-01 04:00:00,336.4,10012.0,3682.0,0.0,0.0,3781.0
5,2023-08-01 05:00:00,328.51,8856.0,3693.0,0.0,0.0,3431.0
6,2023-08-01 06:00:00,317.77,8053.0,3694.0,0.0,0.0,2928.0
7,2023-08-01 07:00:00,310.64,7695.0,3694.0,0.0,0.0,2613.0
8,2023-08-01 08:00:00,308.28,7262.0,3694.0,0.0,0.0,2589.0
9,2023-08-01 09:00:00,308.44,7042.0,3694.0,0.0,0.0,2648.0
10,2023-08-01 10:00:00,309.87,7357.0,3695.0,0.0,0.0,2650.0
11,2023-08-01 11:00:00,312.59,8000.0,3697.0,0.0,0.0,2654.0
12,2023-08-01 12:00:00,307.19,8718.0,3697.0,0.0,212.0,2439.0
13,2023-08-01 13:00:00,288.73,9444.0,3699.0,0.0,1281.0,2342.0
14,2023-08-01 14:00:00,272.45,10224.0,3700.0,0.0,2550.0,2332.0
15,2023-08-01 15:00:00,269.56,11316.0,3698.0,0.0,3323.0,2475.0
16,2023-08-01 16:00:00,274.88,12320.0,3698.0,0.0,3654.0,2829.0
17,2023-08-01 17:00:00,280.07,12956.0,3697.0,0.0,3733.0,3105.0
18,2023-08-01 18:00:00,287.71,13474.0,3697.0,0.0,3598.0,3446.0
19,2023-08-01 19:00:00,289.79,14167.0,3692.0,0.0,3277.0,3097.0
20,2023-08-01 20:00:00,295.79,14450.0,3691.0,0.0,2882.0,3123.0
21,2023-08-01 21:00:00,316.07,14633.0,3690.0,0.0,1888.0,3761.0
22,2023-08-01 22:00:00,321.84,14515.0,3688.0,0.0,1396.0,3702.0
23,2023-08-01 23:00:00,329.57,13907.0,3689.0,0.0,909.0,3883.0
