,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,wind,biomass,solar
21933,07/02/2021 21:00:00,761.12,11240,903.76,0,239.75,257.07,61.47,20.38
21934,07/02/2021 22:00:00,740.82,11357.83,1080.36,0,240.02,149.53,67.13,449.6
21935,07/02/2021 23:00:00,711.79,11170.67,1589.87,0,229.29,158.65,74.7,826.7
21936,07/03/2021 00:00:00,685.79,10181.5,2610.53,0,223.93,95.65,79.45,946.43
21937,07/03/2021 01:00:00,680.62,9992.5,2584.13,76.5,238.43,37.44,77.67,1071.77
21938,07/03/2021 02:00:00,673.74,9948.83,2350.8,129.33,239.13,35.65,77.35,1283.25
21939,07/03/2021 03:00:00,676.15,9986.33,2226.95,133.17,174.72,11.02,77.4,1366.95
21940,07/03/2021 04:00:00,682.27,10070.67,2149.28,129.5,103.83,0.6,78.13,1358.27
21941,07/03/2021 05:00:00,694.99,10335.5,2106.92,127.83,112.3,12.57,67.3,1137.23
21942,07/03/2021 06:00:00,688.62,10433.67,2201.03,131.17,127.36,32.95,59.3,1234.23
21943,07/03/2021 07:00:00,708.44,11153.5,2353.47,151.33,423.03,75.96,60.48,527.47
21944,07/03/2021 08:00:00,711.82,11469,2496.8,180.67,753.45,162.27,59.62,22.55
21945,07/03/2021 09:00:00,709.89,11475.67,2388.13,2.33,716.85,311.47,60.38,0.01
21946,07/03/2021 10:00:00,711.27,11425,1780.68,0,654.82,531.15,54.53,0.01
21947,07/03/2021 11:00:00,712.93,11368.5,1618.15,0,535.88,651.9,61.42,0.01
21948,07/03/2021 12:00:00,737.23,11273,1391.51,0,282.52,494.22,56.3,0.01
21949,07/03/2021 13:00:00,741.17,11102.83,1156.01,0,224.17,540.88,56.98,0.01
21950,07/03/2021 14:00:00,748.38,10714,554.54,0,224.18,590.65,50.45,0.01
21951,07/03/2021 15:00:00,742.7,10126.67,229.37,0,224.32,728.85,59.02,0
21952,07/03/2021 16:00:00,746.19,9822.67,229.71,0,224.32,651.73,48.52,0
21953,07/03/2021 17:00:00,744.19,9717.67,229.87,0,224.2,670.35,49.18,0
21954,07/03/2021 18:00:00,739.19,9746,229.27,0,224.25,742.38,57.85,0
21955,07/03/2021 19:00:00,738.67,9769,229.64,0,224.43,750.85,60.28,0
21956,07/03/2021 20:00:00,740.38,10446.17,228.91,0,224.37,809.28,45.75,0
21957,07/03/2021 21:00:00,742.33,11044.67,229.82,16.17,208.37,828.9,41.82,30.25
21958,07/03/2021 22:00:00,683.06,10875.17,230.19,127.44,173,757.95,46.38,1247.85
21959,07/03/2021 23:00:00,563.08,9348.5,229.54,0,149.95,680.12,65.67,3680.73
21960,07/04/2021 00:00:00,503.92,8317.5,230.86,0,109.6,732,63.95,4782.57
21961,07/04/2021 01:00:00,487.25,8224.67,230.16,0,83.24,742.65,57.15,5269.47
21962,07/04/2021 02:00:00,485.61,8231.5,230.19,0,82.57,702.2,56.32,5373.97
21963,07/04/2021 03:00:00,484.58,8236.33,229.02,0,88.23,694.38,29.55,5429.82
21964,07/04/2021 04:00:00,499.85,8408.83,246.77,0,149.87,527.5,52.78,5158.28
21965,07/04/2021 05:00:00,545.09,9314.33,515.86,0,207.48,339.65,59.67,4447
21966,07/04/2021 06:00:00,607.25,10458.83,947.76,0,223.75,216.7,53.32,3262.28
21967,07/04/2021 07:00:00,687.15,11428.83,1559.13,0,515.27,202.68,61.02,1096.86
21968,07/04/2021 08:00:00,717.06,11559.33,2223.58,44.33,715.45,194.73,59.78,29.15
21969,07/04/2021 09:00:00,719.04,11577.33,2129.9,89.17,670.12,253.38,60.82,0.03
21970,07/04/2021 10:00:00,715.47,11604.17,1890.77,18.33,653.55,434.47,56.48,0.03
21971,07/04/2021 11:00:00,712.85,11625.67,1839.4,0,526.25,633.92,58.83,0.03
21972,07/04/2021 12:00:00,721.68,11462.5,1456.24,0,236.22,838.05,59.43,0.03
21973,07/04/2021 13:00:00,717.43,11188.33,1344.47,0,229.07,924.78,60.78,0.03
21974,07/04/2021 14:00:00,712.4,10562.33,1322.84,0,228.9,936.6,57.5,0.03
21975,07/04/2021 15:00:00,715.29,10083.5,866.81,0,228.9,955.05,61.08,0.03
21976,07/04/2021 16:00:00,712.62,9810,739.21,0,229.47,1001.53,58.32,0.03
21977,07/04/2021 17:00:00,707.93,9768.33,741.01,0,229.32,1072.62,60.35,0.03
21978,07/04/2021 18:00:00,715.61,9874,743.21,0,229.62,960.68,56.27,0.03
21979,07/04/2021 19:00:00,733.39,10453.17,804.79,0,229.4,713.37,62.37,0
21980,07/04/2021 20:00:00,730.92,11137,1231.17,0,231.53,699.58,56.13,0
21981,07/04/2021 21:00:00,722.91,11501.33,1403.06,67,270.43,730.73,56.2,70.89
21982,07/04/2021 22:00:00,662.03,11414.33,1452.67,64.17,306.75,583.02,59.75,1541.83
21983,07/04/2021 23:00:00,586.59,10700.83,1675.95,0,267.87,482.8,62.37,3480.38
21984,07/05/2021 00:00:00,547.17,10235.5,803.26,0,172.55,274.75,58.97,4959
21985,07/05/2021 01:00:00,498.48,9382.33,455.26,0,172.57,230.35,55.8,6182.33
21986,07/05/2021 02:00:00,489.54,9136.83,453.74,0,172.88,201.64,57.98,6360.5
21987,07/05/2021 03:00:00,489.51,9061,454.52,0,172.91,325.3,54.6,6174.17
21988,07/05/2021 04:00:00,506.64,9664.67,453.39,0,187.06,419.83,58.13,5863
21989,07/05/2021 05:00:00,538.85,10173.67,599.59,0,219.65,396.55,59.07,5042.67
21990,07/05/2021 06:00:00,603.89,10961.5,1087.82,0,222.98,416.38,58.92,3304.42
21991,07/05/2021 07:00:00,665.86,11568.17,2476.63,109.12,573.25,405.27,63.72,1102.88
21992,07/05/2021 08:00:00,687.13,11554.33,3006.8,555.5,797.18,507.93,64,32.04
21993,07/05/2021 09:00:00,679.03,11506.67,2850.03,668.37,840.33,723.28,67.62,0
21994,07/05/2021 10:00:00,677.66,11537.67,2869.52,668.7,825.37,773.92,66.68,0
21995,07/05/2021 11:00:00,680.82,11479.33,2928.22,547.15,615.63,878.08,65.38,0
21996,07/05/2021 12:00:00,695.13,11395.83,2603.5,52.05,300.32,957.05,65.18,0
21997,07/05/2021 13:00:00,704.38,11265.5,2045.23,0,286.65,935.6,42.68,0
21998,07/05/2021 14:00:00,710.6,11022,2005.4,0,270.85,802.85,32.97,0
21999,07/05/2021 15:00:00,714.07,10802,1614.43,0,229.32,865.02,33.32,0
22000,07/05/2021 16:00:00,728.46,10667,792.76,0,212.56,866.07,32.75,0
22001,07/05/2021 17:00:00,756.19,10301.17,744.26,0,172.51,423.47,32.97,0
22002,07/05/2021 18:00:00,763.33,10313.83,743.49,0,172.94,313.1,33.45,0
22003,07/05/2021 19:00:00,755.85,10466.5,916.48,0,172.72,381.18,33.25,0
22004,07/05/2021 20:00:00,746.03,11195.5,1268.66,37.17,210.19,453.07,29.03,0
22005,07/05/2021 21:00:00,720.73,11334.33,1981.97,159.88,280.45,566.3,30.37,65.59
22006,07/05/2021 22:00:00,662.64,11199.5,2084.03,384.42,306.5,584.65,29.88,1308.42
22007,07/05/2021 23:00:00,597.29,10703.67,2050.42,41.33,259.6,620.72,32.18,2972.18
22008,07/06/2021 00:00:00,567.47,10405.17,1297.62,0,172.98,479.47,23.72,4130.8
22009,07/06/2021 01:00:00,540.95,9937.33,839.42,0,172.5,267.73,26.95,5022.25
22010,07/06/2021 02:00:00,517.67,9402.67,712.44,0,172.79,278.78,26.08,5477.15
22011,07/06/2021 03:00:00,524.33,9323.33,639.21,0,172.79,146.28,25.78,5352.3
22012,07/06/2021 04:00:00,538.62,9681.17,635.33,0,186.8,60.95,23.97,5181.27
22013,07/06/2021 05:00:00,593.11,10531.17,816.78,0,221.23,37.83,23.67,3920.1
22014,07/06/2021 06:00:00,636.71,11159.33,1748.52,0,224.43,42.78,32.52,2723.37
22015,07/06/2021 07:00:00,689.23,11574,2793.35,290.03,590.32,92.39,27.18,741.74
22016,07/06/2021 08:00:00,696.13,11548.33,3367.05,658.58,861.55,144.33,31.97,20.17
22017,07/06/2021 09:00:00,697.23,11576,3380.93,641.12,853.47,147.79,30.65,0.03
22018,07/06/2021 10:00:00,697.33,11620.67,3302.18,698.22,879.3,146.61,32.48,0
22019,07/06/2021 11:00:00,708.93,11675.5,3062.32,553.48,641.03,199.43,32.3,0
22020,07/06/2021 12:00:00,728.07,11593.5,2810.93,212.94,300.23,213.22,31.58,0
22021,07/06/2021 13:00:00,738.59,11403.5,2083.42,27.7,288.17,256.77,29.92,0
22022,07/06/2021 14:00:00,741.36,11018.33,1895.48,0,271.05,245.1,32.45,0
22023,07/06/2021 15:00:00,755.35,10736.67,1289.32,0,230.42,222,34.83,0
22024,07/06/2021 16:00:00,762.95,10495.67,862.59,0,212.53,233.92,56.98,0
22025,07/06/2021 17:00:00,769.48,10246.83,607.25,0,172.44,248.4,57.4,0
22026,07/06/2021 18:00:00,773.43,10503.5,560.71,0,172.64,225.17,53.65,0
22027,07/06/2021 19:00:00,770.44,10593.33,695.1,0,174.17,225.27,53.7,0
22028,07/06/2021 20:00:00,747.73,11014.5,1477.1,196.03,246.62,246.47,69.8,0
22029,07/06/2021 21:00:00,725.9,11133.17,2270.08,529.87,305.85,246.23,81.28,60.06
22030,07/06/2021 22:00:00,657.8,10602,2701.75,543.87,283.57,224.08,74.78,1477.37
22031,07/06/2021 23:00:00,585.54,10385.83,2239.32,94.75,252.66,209.96,79.27,3582.55
22032,07/07/2021 00:00:00,549.24,10053.17,1011.26,0,172.48,208.95,79.12,4826.68
22033,07/07/2021 01:00:00,526.03,9855,376.66,0,172.66,213.25,66.53,5544.9
22034,07/07/2021 02:00:00,504.07,9271.5,348.66,0,172.75,212.58,48.5,5932
22035,07/07/2021 03:00:00,509.39,9470.17,322.06,0,172.91,180.33,50.32,5916.17
22036,07/07/2021 04:00:00,537.46,9801,430.58,0,186.85,130.8,56.67,5211.58
22037,07/07/2021 05:00:00,573.72,10029.67,1023.05,0,219.98,90.75,51.02,4151.48
22038,07/07/2021 06:00:00,626.11,10596.17,1928.77,0,223.82,74.6,52.77,2736.83
22039,07/07/2021 07:00:00,682.94,10797.33,2685.48,123.5,538.53,121.22,46.35,784.29
22040,07/07/2021 08:00:00,694.11,11195.17,3153.83,640.47,778.2,250.45,67.95,20.58
22041,07/07/2021 09:00:00,685.33,11216.17,3121.73,646.47,769.9,498.32,71.5,0.08
22042,07/07/2021 10:00:00,682.46,11132.83,3064.23,652.38,684.9,669.3,43.95,0.08
22043,07/07/2021 11:00:00,688.74,10928.33,2696.95,430.27,538.62,738.4,50.53,0.08
22044,07/07/2021 12:00:00,706.8,10864.17,2436.77,56.83,301.22,679.92,40.87,0.08
22045,07/07/2021 13:00:00,712.45,10589.33,1989.73,0,286.57,672.77,56.07,0.08
22046,07/07/2021 14:00:00,728.83,10344.83,1163.73,0,269.43,624.4,54.23,0.08
22047,07/07/2021 15:00:00,737.05,10175,829.7,0,229.62,618.88,51.05,0.08
22048,07/07/2021 16:00:00,741.8,10153.83,537.95,0,214.9,655.78,48.8,0.08
22049,07/07/2021 17:00:00,739.56,9872.5,531.08,0,172.78,697.77,58.02,0.08
22050,07/07/2021 18:00:00,737.8,9706.67,527.17,0,172.87,717.22,44.35,0.08
22051,07/07/2021 19:00:00,738.46,9928.83,586.78,0,177.2,723.85,20.83,0.08
22052,07/07/2021 20:00:00,723.81,10541.83,1255.73,0,237.6,762.53,21.25,0.08
22053,07/07/2021 21:00:00,709.24,10733.67,1723.45,636.48,369.95,687.2,20.9,45.08
22054,07/07/2021 22:00:00,651.14,10536,2019.77,711.75,670.93,676,19.62,975.23
22055,07/07/2021 23:00:00,599.9,9887.33,1577.18,710.27,679.15,615.18,19.05,2303.17
22056,07/08/2021 00:00:00,578.4,9474.83,1422.48,573.85,253.27,531.17,18.97,3292.32
22057,07/08/2021 01:00:00,563.58,9810.67,1462.83,138.98,172.82,435.02,18.6,4011.32
22058,07/08/2021 02:00:00,557.92,10183.33,1159.53,11.61,172.7,430.35,18.12,4401.53
22059,07/08/2021 03:00:00,567.76,10182,1264.72,0,172.59,339,19.28,4171.75
22060,07/08/2021 04:00:00,584.4,10105.17,1476.88,0,209.08,419.57,19.03,3479.68
22061,07/08/2021 05:00:00,611.27,10082.83,2005.92,0,240.75,407.85,19,2592.12
22062,07/08/2021 06:00:00,646.67,10300.33,2450.43,0,239.6,493.67,19.53,1546.33
22063,07/08/2021 07:00:00,679.55,10662.67,2711.6,155.53,478.37,512.6,18.67,495.4
22064,07/08/2021 08:00:00,682.05,10565.67,3101.15,514.78,706.67,542.83,13.25,16.06
22065,07/08/2021 09:00:00,671.11,10596.33,2903.62,528.62,692.55,863.63,50.83,0
22066,07/08/2021 10:00:00,666.35,10632.5,2887.15,536.83,642.67,1030.1,63.82,0
22067,07/08/2021 11:00:00,675.75,10599.33,2667.27,338.77,522.58,989.53,59.22,0
22068,07/08/2021 12:00:00,687.8,10500,2585.52,274.4,299.47,950.98,52.08,0
22069,07/08/2021 13:00:00,696.93,10325.83,1965.3,199.8,285.93,922.97,62.72,0
22070,07/08/2021 14:00:00,710.35,10159.5,1015.43,196.62,285.88,927.38,69.9,0
22071,07/08/2021 15:00:00,713.31,9927.67,804.87,48.6,285.67,917.05,73.18,0
22072,07/08/2021 16:00:00,723.11,9955.83,655.22,0,254.55,841.45,70.4,0
22073,07/08/2021 17:00:00,733.66,9929.17,561.27,0,197.99,759.13,62.38,0
22074,07/08/2021 18:00:00,735.02,9839.5,587.8,0,172.64,746.13,57.68,0
22075,07/08/2021 19:00:00,753.43,10217.33,767.92,0,172.47,430.15,62.45,0
22076,07/08/2021 20:00:00,735.94,10585.67,1395.63,209.07,213.4,476.88,61.13,0
22077,07/08/2021 21:00:00,704.05,10723,2270.9,464,306.35,693.35,76.98,10.41
22078,07/08/2021 22:00:00,694.03,10766,2313,683.8,306.28,477.52,82.48,438.44
22079,07/08/2021 23:00:00,657.98,10591.5,2259.25,366,380.77,388.33,82.58,1314.27
22080,07/09/2021 00:00:00,615.59,10319.67,2259.02,71.63,682.62,315.45,77.27,2109.73
22081,07/09/2021 01:00:00,604.66,10377,2227.57,0,237.99,330.08,79.63,2885.92
22082,07/09/2021 02:00:00,594.79,10186.5,2111.62,0,174.13,424.4,81.45,3084.7
22083,07/09/2021 03:00:00,571.29,9962.17,1614.13,0,198.61,471.03,68.02,3706.35
22084,07/09/2021 04:00:00,542.64,9680.83,1462.28,0,212.71,604.22,57.72,4337.37
22085,07/09/2021 05:00:00,553.85,9800.67,1721.47,0,220.88,582.83,59.75,4020.33
22086,07/09/2021 06:00:00,584.44,10427.5,1860.53,0,224.67,725.82,58.18,3184.6
22087,07/09/2021 07:00:00,658.73,11530.83,2358.28,0,602.1,643.37,69.82,1031.01
22088,07/09/2021 08:00:00,687.61,11503.83,2737.62,418.18,771.35,592.33,76.98,28.76
22089,07/09/2021 09:00:00,684.86,11547.5,2767.07,464.67,807.88,644.88,80.72,0.01
22090,07/09/2021 10:00:00,687.51,11613.67,2665.37,465.33,809.28,613.18,94.05,0.01
22091,07/09/2021 11:00:00,690,11679.67,2587.48,110.58,811.1,608.45,93.6,0.01
22092,07/09/2021 12:00:00,711.33,11603.17,2465.67,0,390.15,573.75,93.9,0.01
22093,07/09/2021 13:00:00,726.23,11378.83,1836.28,0,306.33,524.02,87.27,0.01
22094,07/09/2021 14:00:00,732.36,11121.33,1088.7,0,302.77,626.45,88.43,0.01
22095,07/09/2021 15:00:00,738.58,10752.67,425.84,0,295.97,710.55,80.9,0.01
22096,07/09/2021 16:00:00,732.08,10350.67,395.66,0,256.08,823.92,77.23,0.01
22097,07/09/2021 17:00:00,730.13,10178.83,397.04,0,229.03,873.67,58.83,0.01
22098,07/09/2021 18:00:00,725.43,10071.83,399.84,0,229.03,938.07,55.6,0.01
22099,07/09/2021 19:00:00,722.15,9797.33,519.06,0,229.03,910.72,62.3,0.01
22100,07/09/2021 20:00:00,725.68,10156.17,584.09,0,228.78,873.28,71.83,0.01
22101,07/09/2021 21:00:00,723.09,10419.83,837.86,26.09,197.81,804.9,82.15,89.49
22102,07/09/2021 22:00:00,638.92,10303.67,809.72,14.98,172.56,727,83.28,1934.03
22103,07/09/2021 23:00:00,557,9964.17,632.92,0,172.8,499.43,82.77,4270.23
22104,07/10/2021 00:00:00,506.96,9452.17,457.19,0,172.47,463.05,80.63,5662.5
22105,07/10/2021 01:00:00,472.82,8739.33,307.95,0,155.96,553.63,75.35,6300.25
22106,07/10/2021 02:00:00,457.49,8094.67,239.03,0,100.12,657.8,76.03,6273.6
22107,07/10/2021 03:00:00,448.04,8017,240.35,0,121.98,789.63,63.65,6404.83
22108,07/10/2021 04:00:00,457.05,8385.17,239.95,0,177.72,791.32,59.88,6328.83
22109,07/10/2021 05:00:00,497.48,9201.17,299.15,0,233.5,752.9,12.37,5492.5
22110,07/10/2021 06:00:00,555.74,9820.33,962.32,0,243.73,797.08,57.65,3816.68
22111,07/10/2021 07:00:00,638.85,11090.83,1961.93,44.81,716.85,802.83,80.3,1246.05
22112,07/10/2021 08:00:00,668.08,11262.33,2594.22,148.8,873.13,944,92,37.43
22113,07/10/2021 09:00:00,667.51,11282.83,2614.08,151.89,870.7,994.25,92.73,0.42
22114,07/10/2021 10:00:00,665,11291.67,2591.32,92.8,868.58,1066.85,93.18,0.42
22115,07/10/2021 11:00:00,676.91,11153,2299.6,92.22,610.62,1085.13,94.05,0.42
22116,07/10/2021 12:00:00,694.44,11230.17,2023.55,16.65,306.85,1092.25,93.3,0.18
22117,07/10/2021 13:00:00,703.65,11162.33,1450.68,0,306.78,1064.83,90.02,0.14
22118,07/10/2021 14:00:00,720.96,11011.33,530.78,0,305.38,1004.4,85.47,0.14
22119,07/10/2021 15:00:00,729.78,10634.83,235.66,0,306.4,896.47,84.57,0.14
22120,07/10/2021 16:00:00,722.91,10000,234.76,0,302.57,944.07,66.12,0.14
22121,07/10/2021 17:00:00,722.81,9835.67,235,0,295.37,937.45,55.72,0.14
22122,07/10/2021 18:00:00,723.84,9714.83,235.78,0,275.78,921.85,58.45,0.14
22123,07/10/2021 19:00:00,740.75,9507.33,235.45,0,228.37,680.65,59.9,5.02
22124,07/10/2021 20:00:00,746.58,10042,236.16,0,228.3,654.05,59.13,0.14
22125,07/10/2021 21:00:00,748.32,10445.83,235.95,16.16,212.82,592.68,68.27,84.9
22126,07/10/2021 22:00:00,666.96,10398.33,235.85,39.29,172.61,508.18,77.25,1721.8
22127,07/10/2021 23:00:00,581.62,10113.83,234.85,0,172.28,320.55,85.32,3876.98
22128,07/11/2021 00:00:00,522.78,9388,236.13,0,172.09,255.72,77.37,5322.83
22129,07/11/2021 01:00:00,497.72,9332,235.15,0,172.26,191.53,81.28,6205
22130,07/11/2021 02:00:00,486.98,9182.83,236.33,0,165.28,146.61,72.83,6547.17
22131,07/11/2021 03:00:00,489.51,9203,235.86,0,172.35,114.04,75.62,6495.33
22132,07/11/2021 04:00:00,506.17,9234,248.58,0,186.03,100.2,73.83,5928.83
22133,07/11/2021 05:00:00,539.51,9394.67,387,0,220.1,86.41,57.25,4932.5
22134,07/11/2021 06:00:00,601.34,10075.67,880.81,0,223.72,69.8,58.4,3438.53
22135,07/11/2021 07:00:00,682.09,10987,2020.82,0,554.75,79.48,82.63,1053.69
22136,07/11/2021 08:00:00,705.3,11256,2519.85,211.03,854.17,125.17,92.72,36.28
22137,07/11/2021 09:00:00,690.74,11169.83,2894.73,543.48,951.83,239.61,93.07,0.21
22138,07/11/2021 10:00:00,709.53,11004.83,2404.28,357.17,614.73,288.79,90.5,0.2
22139,07/11/2021 11:00:00,709.61,10794.33,2309.27,216.99,535.68,373.22,90.48,0.2
22140,07/11/2021 12:00:00,725.46,10765.17,1797.46,61.95,307.15,462.4,88.57,0.2
22141,07/11/2021 13:00:00,721.58,10481,1448.63,0,307.02,614.3,92.18,0.2
22142,07/11/2021 14:00:00,736.42,10350.67,562.09,0,251.22,696,84.18,0.2
22143,07/11/2021 15:00:00,734.31,9676.83,405.01,0,230.57,719.33,91.47,0.05
22144,07/11/2021 16:00:00,740,9673.17,399.86,0,212.8,669.67,65.42,0
22145,07/11/2021 17:00:00,753.17,9599.83,396.26,0,172.78,513.2,58.1,0
22146,07/11/2021 18:00:00,756.87,9547.5,398.26,0,172.64,454.3,58.92,0
22147,07/11/2021 19:00:00,754.54,9696.17,416.89,0.86,172.87,492.17,61.15,0
22148,07/11/2021 20:00:00,735.24,10076.67,1294.7,60.57,209.93,476.28,73.67,0
22149,07/11/2021 21:00:00,719.92,10928.5,1947.78,295.93,301.53,455.32,90.42,71.54
22150,07/11/2021 22:00:00,656.47,10777.83,1940.65,600.25,305.5,303.52,80.93,1654.85
22151,07/11/2021 23:00:00,590.68,10275.83,891.19,262.82,232.82,228.52,91.02,3637.87
22152,07/12/2021 00:00:00,538.22,9439.83,308.84,0,172.79,185.7,83.95,4931.83
22153,07/12/2021 01:00:00,502,8625.67,240.71,0,167.93,91.95,83.92,5671.5
22154,07/12/2021 02:00:00,491.72,8328.67,239.16,0,172.5,50.44,78.38,5838.83
22155,07/12/2021 03:00:00,507.93,8743.5,240.68,0,172.84,27.46,77.7,5628.17
22156,07/12/2021 04:00:00,537.09,9162.83,409.84,0,186.23,19.37,75.17,4966.97
22157,07/12/2021 05:00:00,578.68,9606.33,868.01,0,220.52,22.05,65.25,3904.35
22158,07/12/2021 06:00:00,625.8,10160.67,1684.37,1.31,224.25,37.32,60.62,2690.4
22159,07/12/2021 07:00:00,683.54,10946.33,2311.25,502.9,502.58,42.53,78.77,992.56
22160,07/12/2021 08:00:00,700.35,11055.83,3307.07,738.93,721,53.24,94.9,32.04
22161,07/12/2021 09:00:00,697.64,10929.33,2970.82,733.87,776.45,173.94,91.62,0.22
22162,07/12/2021 10:00:00,699.86,10986.33,2854.15,733.53,668.18,276.12,90.15,0.22
22163,07/12/2021 11:00:00,702.01,10969,2635.15,377.01,536.3,451.82,84.65,0.22
22164,07/12/2021 12:00:00,721.65,10922.67,2361.12,123.05,299.25,379.8,80.52,0.22
22165,07/12/2021 13:00:00,730.63,10638,1897.97,41.41,285.88,340.43,86.87,0.18
22166,07/12/2021 14:00:00,741.83,10195.83,1142.38,0,268.93,377.95,78.03,0.18
22167,07/12/2021 15:00:00,747.61,9827.17,770.8,0,229.38,415.32,79.02,0.06
22168,07/12/2021 16:00:00,747.62,9756.5,603.32,0,212.39,484.8,77.22,0
22169,07/12/2021 17:00:00,746.66,9491.17,568.31,0,172.5,522.43,79.78,0
22170,07/12/2021 18:00:00,750.38,9385.17,710.23,0,172.98,409.48,76.97,0
22171,07/12/2021 19:00:00,748.13,9299.17,900.81,137.65,174.31,348.47,75.77,0
22172,07/12/2021 20:00:00,742.38,10136.83,1299.08,149.49,242.77,314.98,78.9,0
22173,07/12/2021 21:00:00,718.43,10745.33,2140.27,544.71,353.27,328.28,92.43,63.19
22174,07/12/2021 22:00:00,645.31,10363,2668.53,498.94,428.53,287.62,90.62,1519.03
22175,07/12/2021 23:00:00,574.44,9547.33,1420.73,0,233.93,314.17,65.42,3581.43
22176,07/13/2021 00:00:00,522.07,8774.83,794.79,0,172.55,240.5,76.45,4941.92
22177,07/13/2021 01:00:00,485,8027.5,734.41,0,127.68,164.76,80.72,5762.08
22178,07/13/2021 02:00:00,486.44,8000.67,700.39,0,92.28,116.43,82.4,5781.02
