,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,wind,biomass,solar
21888,07/01/2021 00:00:00,516.48,10030.33,902.09,0,172.64,756.55,56.95,3487.38
21889,07/01/2021 01:00:00,504.7,10022.33,762.64,0,172.73,718.32,23.82,3951.48
21890,07/01/2021 02:00:00,518.28,10296.83,792.29,0,172.59,546.9,42.32,3813.92
21891,07/01/2021 03:00:00,544.77,10448.67,911.89,0,172.46,429.33,61.22,3172.62
21892,07/01/2021 04:00:00,565.53,10473.83,1479.62,0,186.44,328.27,57.67,2517.77
21893,07/01/2021 05:00:00,588.73,10557.33,2337.65,0,286.62,189.6,61.17,1665.35
21894,07/01/2021 06:00:00,609.57,10771.83,2735.05,111.04,291.45,281.07,74.32,899.4
21895,07/01/2021 07:00:00,626.92,11722.33,2903.77,368.31,537.23,270.15,75.1,286.21
21896,07/01/2021 08:00:00,618.33,11692.17,3307.03,491.95,761.58,325.78,81.63,12.9
21897,07/01/2021 09:00:00,612.61,11626.33,3251.45,372.39,787.93,519.07,76.87,0
21898,07/01/2021 10:00:00,623.83,11675.33,2773.05,33.37,652.35,701.35,54.7,0
21899,07/01/2021 11:00:00,643.74,11734.67,2247.18,0,501.9,601.35,60.58,0
21900,07/01/2021 12:00:00,673.2,11475,1696.62,0,212.56,446.32,56.48,0
21901,07/01/2021 13:00:00,687.93,11182.83,930.27,0,172.46,508.42,60.75,0
21902,07/01/2021 14:00:00,689.58,11094,823.61,0,172.4,523.38,55.4,0
21903,07/01/2021 15:00:00,683.36,10421.17,807.96,0,172.21,564.6,61.42,0
21904,07/01/2021 16:00:00,683.15,9935.67,758.91,0,172.82,539.22,57.73,0
21905,07/01/2021 17:00:00,679.36,9776.83,755.28,0,172.81,586.75,57.02,0
21906,07/01/2021 18:00:00,684.74,9786.83,752.61,0,172.78,495.15,61.75,0
21907,07/01/2021 19:00:00,688.08,9878.33,807.71,0,173.43,428.07,57.55,0
21908,07/01/2021 20:00:00,683.99,10762.83,1092.13,29.33,258.7,360.97,63.07,0
21909,07/01/2021 21:00:00,670.68,11342,1583.9,88.33,306.72,383.03,57.55,18.16
21910,07/01/2021 22:00:00,646.46,11498.17,1727.45,27.33,306.63,396.37,63.38,504.12
21911,07/01/2021 23:00:00,609.53,11272.83,1673.37,0,234.49,295.17,67.3,1528.25
21912,07/02/2021 00:00:00,573.97,10942.5,1465.3,0,173.03,268.38,78.35,2506.2
21913,07/02/2021 01:00:00,548.74,10533.67,933.49,0,172.92,164.17,65.78,3348.42
21914,07/02/2021 02:00:00,533.12,10176,925.1,0,172.6,95.92,61.95,3717.02
21915,07/02/2021 03:00:00,556.26,10348.5,1074.8,0,172.56,54.61,48.68,3154.58
21916,07/02/2021 04:00:00,571.49,10407.67,1264.4,0,186.9,36.46,56.68,2707.23
21917,07/02/2021 05:00:00,589.96,10404.33,1920.78,0,224.53,5.46,61.88,1990.67
21918,07/02/2021 06:00:00,615.8,10562.17,1941.47,0,237.97,8.26,55.7,1396.42
21919,07/02/2021 07:00:00,641.72,11213.17,2461.67,6.83,494.92,14.84,59.07,453.05
21920,07/02/2021 08:00:00,640.11,11386.5,2566.92,191.5,872.15,31.53,60.37,15.48
21921,07/02/2021 09:00:00,641.22,11332.5,2563.63,106.33,810.5,104.91,60.53,0
21922,07/02/2021 10:00:00,652.76,11377.17,2307.87,89.5,637.67,140.13,57.67,0
21923,07/02/2021 11:00:00,657.71,11181.17,2072.3,17.33,468.13,295.08,62.52,0
21924,07/02/2021 12:00:00,677.21,11062.67,1493.49,0,219.97,401.57,53.45,0
21925,07/02/2021 13:00:00,695.76,10931.17,1225.4,0,172.6,199.93,63.08,0
21926,07/02/2021 14:00:00,708.14,10784.17,787.21,0,172.43,183.51,57.87,0
21927,07/02/2021 15:00:00,716.2,10353.83,463.28,0,172.64,176.16,60.4,0
21928,07/02/2021 16:00:00,715.31,10194.67,467.4,0,172.78,179.15,59.33,0
21929,07/02/2021 17:00:00,722.32,9931.5,455.2,0,172.62,62.36,61.1,0
21930,07/02/2021 18:00:00,716.83,9857.5,453.76,0,173.01,143.57,57.52,0
21931,07/02/2021 19:00:00,715.03,10195.33,466.43,0,176.81,180.73,58.55,0
21932,07/02/2021 20:00:00,699.93,10678.5,766,0,239.95,255.5,60.02,0
21933,07/02/2021 21:00:00,697.73,11240,903.76,0,239.75,257.07,61.47,20.38
21934,07/02/2021 22:00:00,676.81,11357.83,1080.36,0,240.02,149.53,67.13,449.6
21935,07/02/2021 23:00:00,646.12,11170.67,1589.87,0,229.29,158.65,74.7,826.7
21936,07/03/2021 00:00:00,615.66,10181.5,2610.53,0,223.93,95.65,79.45,946.43
21937,07/03/2021 01:00:00,609.55,9992.5,2584.13,76.5,238.43,37.44,77.67,1071.77
21938,07/03/2021 02:00:00,603.19,9948.83,2350.8,129.33,239.13,35.65,77.35,1283.25
21939,07/03/2021 03:00:00,605.85,9986.33,2226.95,133.17,174.72,11.02,77.4,1366.95
21940,07/03/2021 04:00:00,612.05,10070.67,2149.28,129.5,103.83,0.6,78.13,1358.27
21941,07/03/2021 05:00:00,624.94,10335.5,2106.92,127.83,112.3,12.57,67.3,1137.23
21942,07/03/2021 06:00:00,618.66,10433.67,2201.03,131.17,127.36,32.95,59.3,1234.23
21943,07/03/2021 07:00:00,638.1,11153.5,2353.47,151.33,423.03,75.96,60.48,527.47
21944,07/03/2021 08:00:00,641.4,11469,2496.8,180.67,753.45,162.27,59.62,22.55
21945,07/03/2021 09:00:00,642.34,11475.67,2388.13,2.33,716.85,311.47,60.38,0.01
21946,07/03/2021 10:00:00,646.67,11425,1780.68,0,654.82,531.15,54.53,0.01
21947,07/03/2021 11:00:00,648.98,11368.5,1618.15,0,535.88,651.9,61.42,0.01
21948,07/03/2021 12:00:00,672.89,11273,1391.51,0,282.52,494.22,56.3,0.01
21949,07/03/2021 13:00:00,677.77,11102.83,1156.01,0,224.17,540.88,56.98,0.01
21950,07/03/2021 14:00:00,687.98,10714,554.54,0,224.18,590.65,50.45,0.01
21951,07/03/2021 15:00:00,684.46,10126.67,229.37,0,224.32,728.85,59.02,0
21952,07/03/2021 16:00:00,687.83,9822.67,229.71,0,224.32,651.73,48.52,0
21953,07/03/2021 17:00:00,685.91,9717.67,229.87,0,224.2,670.35,49.18,0
21954,07/03/2021 18:00:00,681.09,9746,229.27,0,224.25,742.38,57.85,0
21955,07/03/2021 19:00:00,680.56,9769,229.64,0,224.43,750.85,60.28,0
21956,07/03/2021 20:00:00,682.62,10446.17,228.91,0,224.37,809.28,45.75,0
21957,07/03/2021 21:00:00,684.32,11044.67,229.82,16.17,208.37,828.9,41.82,30.25
21958,07/03/2021 22:00:00,624.32,10875.17,230.19,127.44,173,757.95,46.38,1247.85
21959,07/03/2021 23:00:00,507.95,9348.5,229.54,0,149.95,680.12,65.67,3680.73
21960,07/04/2021 00:00:00,450.02,8317.5,230.86,0,109.6,732,63.95,4782.57
21961,07/04/2021 01:00:00,433.75,8224.67,230.16,0,83.24,742.65,57.15,5269.47
21962,07/04/2021 02:00:00,432.05,8231.5,230.19,0,82.57,702.2,56.32,5373.97
21963,07/04/2021 03:00:00,431.37,8236.33,229.02,0,88.23,694.38,29.55,5429.82
21964,07/04/2021 04:00:00,445.68,8408.83,246.77,0,149.87,527.5,52.78,5158.28
21965,07/04/2021 05:00:00,488.43,9314.33,515.86,0,207.48,339.65,59.67,4447
21966,07/04/2021 06:00:00,547.36,10458.83,947.76,0,223.75,216.7,53.32,3262.28
21967,07/04/2021 07:00:00,623.18,11428.83,1559.13,0,515.27,202.68,61.02,1096.86
21968,07/04/2021 08:00:00,649.24,11559.33,2223.58,44.33,715.45,194.73,59.78,29.15
21969,07/04/2021 09:00:00,651.05,11577.33,2129.9,89.17,670.12,253.38,60.82,0.03
