datetime,avg_other_production_forecast
2023-06-27T00:00:00.000000000,4503483.75061
2023-06-27T01:00:00.000000000,2724812.83609
2023-06-27T02:00:00.000000000,712815.79894
2023-06-27T03:00:00.000000000,2485.10069
2023-06-27T04:00:00.000000000,0.0
2023-06-27T05:00:00.000000000,0.0
2023-06-27T06:00:00.000000000,0.0
2023-06-27T07:00:00.000000000,0.0
2023-06-27T08:00:00.000000000,0.0
2023-06-27T09:00:00.000000000,0.0
2023-06-27T10:00:00.000000000,0.0
2023-06-27T11:00:00.000000000,0.0
2023-06-27T12:00:00.000000000,18648.45656
2023-06-27T13:00:00.000000000,1061309.39297
2023-06-27T14:00:00.000000000,3283111.67484
2023-06-27T15:00:00.000000000,4791184.15155
2023-06-27T16:00:00.000000000,5334389.06128
2023-06-27T17:00:00.000000000,5592337.56158
2023-06-27T18:00:00.000000000,5735196.09845
2023-06-27T19:00:00.000000000,5767098.29718
2023-06-27T20:00:00.000000000,5745556.66187
2023-06-27T21:00:00.000000000,5686465.30658
2023-06-27T22:00:00.000000000,5528953.18158
2023-06-27T23:00:00.000000000,5226403.13123
2023-06-28T00:00:00.000000000,2202459.16296
2023-06-28T01:00:00.000000000,2405130.73596
2023-06-28T02:00:00.000000000,2176963.02744
2023-06-28T03:00:00.000000000,1601805.30966
2023-06-28T04:00:00.000000000,996699.43073
2023-06-28T05:00:00.000000000,482136.20471
2023-06-28T06:00:00.000000000,70143.7931
2023-06-28T07:00:00.000000000,0.0
2023-06-28T08:00:00.000000000,0.0
2023-06-28T09:00:00.000000000,0.0
2023-06-28T10:00:00.000000000,0.0
2023-06-28T11:00:00.000000000,37647.41749
2023-06-28T12:00:00.000000000,256194.73316
2023-06-28T13:00:00.000000000,350413.38563
2023-06-28T14:00:00.000000000,309156.01038
2023-06-28T15:00:00.000000000,147900.56449
2023-06-28T16:00:00.000000000,0.0
2023-06-28T17:00:00.000000000,0.0
2023-06-28T18:00:00.000000000,0.0
2023-06-28T19:00:00.000000000,0.0
2023-06-28T20:00:00.000000000,122601.06308
2023-06-28T21:00:00.000000000,480508.08913
2023-06-28T22:00:00.000000000,955212.34598
2023-06-28T23:00:00.000000000,1482123.34798
2023-06-29T00:00:00.000000000,1281838.38271
2023-06-29T01:00:00.000000000,1351400.38663
2023-06-29T02:00:00.000000000,1224228.7446
2023-06-29T03:00:00.000000000,951900.72353
2023-06-29T04:00:00.000000000,693771.80301
2023-06-29T05:00:00.000000000,474749.7853
2023-06-29T06:00:00.000000000,285401.13911
2023-06-29T07:00:00.000000000,151649.76324
2023-06-29T08:00:00.000000000,24476.7825
2023-06-29T09:00:00.000000000,0.0
2023-06-29T10:00:00.000000000,0.0
2023-06-29T11:00:00.000000000,12028.56698
2023-06-29T12:00:00.000000000,67814.45086
2023-06-29T13:00:00.000000000,76819.97605
2023-06-29T14:00:00.000000000,62326.44734
2023-06-29T15:00:00.000000000,32309.53273
2023-06-29T16:00:00.000000000,0.0
2023-06-29T17:00:00.000000000,0.0
2023-06-29T18:00:00.000000000,44971.31933
2023-06-29T19:00:00.000000000,165590.31296
2023-06-29T20:00:00.000000000,301750.18908
2023-06-29T21:00:00.000000000,466819.8637
2023-06-29T22:00:00.000000000,680729.9422
2023-06-29T23:00:00.000000000,913400.28568
2023-06-30T00:00:00.000000000,628962.98999
2023-06-30T01:00:00.000000000,686938.30032
2023-06-30T02:00:00.000000000,621797.93652
2023-06-30T03:00:00.000000000,457564.08766
2023-06-30T04:00:00.000000000,284715.47257
2023-06-30T05:00:00.000000000,137728.61541
2023-06-30T06:00:00.000000000,20029.72565
2023-06-30T07:00:00.000000000,0.0
2023-06-30T08:00:00.000000000,0.0
2023-06-30T09:00:00.000000000,0.0
2023-06-30T10:00:00.000000000,0.0
2023-06-30T11:00:00.000000000,10733.40238
2023-06-30T12:00:00.000000000,73184.69807
2023-06-30T13:00:00.000000000,100131.08807
2023-06-30T14:00:00.000000000,88394.93262
2023-06-30T15:00:00.000000000,42326.28842
2023-06-30T16:00:00.000000000,0.0
2023-06-30T17:00:00.000000000,0.0
2023-06-30T18:00:00.000000000,0.0
2023-06-30T19:00:00.000000000,0.0
2023-06-30T20:00:00.000000000,35033.0087
2023-06-30T21:00:00.000000000,137273.5799
2023-06-30T22:00:00.000000000,272851.24965
2023-06-30T23:00:00.000000000,423333.36237
