,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore,Wind Onshore,Solar,Other renewable,Hydro Water Reservoir,Fossil Hard coal,Geothermal,Fossil Hard coal 
2021-01-11 14:00:00+01:00,600.0,1274.0,6016.0,,0.0,28.0,0.0,7735.0,204.0,52.0,62.0,177.0,,587.0,,,,0.0,12.0
2021-01-11 15:00:00+01:00,599.0,1247.0,6002.0,,0.0,28.0,0.0,7734.0,202.0,53.0,61.0,139.0,,165.0,,,,0.0,12.0
2021-01-11 16:00:00+01:00,595.0,1269.0,5973.0,,,31.0,0.0,7720.0,204.0,52.0,62.0,108.0,,3.0,,,,0.0,10.0
2021-01-11 17:00:00+01:00,579.0,1248.0,6518.0,,0.0,32.0,0.0,7725.0,204.0,52.0,48.0,99.0,,0.0,,,,0.0,13.0
2021-01-11 18:00:00+01:00,601.0,1269.0,6160.0,,0.0,33.0,0.0,7730.0,184.0,52.0,45.0,87.0,,0.0,,,,0.0,11.0
2021-01-11 19:00:00+01:00,571.0,1159.0,6379.0,,0.0,36.0,0.0,7729.0,184.0,53.0,61.0,74.0,,0.0,,,,0.0,9.0
2021-01-11 20:00:00+01:00,545.0,1189.0,6313.0,,0.0,36.0,0.0,7728.0,184.0,50.0,63.0,25.0,,0.0,,,,0.0,8.0
2021-01-11 21:00:00+01:00,546.0,1198.0,6240.0,,0.0,36.0,0.0,7727.0,184.0,52.0,61.0,3.0,,0.0,,,,0.0,8.0
2021-01-11 22:00:00+01:00,611.0,1222.0,5717.0,,,36.0,0.0,7733.0,180.0,52.0,64.0,0.0,,0.0,,,,0.0,12.0
2021-01-11 23:00:00+01:00,596.0,1237.0,5697.0,,0.0,36.0,0.0,7729.0,180.0,48.0,62.0,0.0,,0.0,,,,0.0,11.0
2021-01-12 00:00:00+01:00,534.0,1180.0,5113.0,,0.0,36.0,0.0,7734.0,280.0,46.0,61.0,0.0,,0.0,,,,0.0,6.0
2021-01-12 01:00:00+01:00,522.0,1181.0,4847.0,,,36.0,0.0,7732.0,280.0,39.0,61.0,3.0,,0.0,,,,0.0,
2021-01-12 02:00:00+01:00,479.0,1193.0,4850.0,0.0,,36.0,0.0,7729.0,276.0,32.0,63.0,4.0,,0.0,,,,0.0,4.0
2021-01-12 03:00:00+01:00,487.0,1071.0,4729.0,0.0,,36.0,0.0,7730.0,280.0,32.0,64.0,8.0,,0.0,,,,0.0,11.0
2021-01-12 04:00:00+01:00,481.0,1098.0,4781.0,0.0,,36.0,0.0,7727.0,276.0,31.0,62.0,12.0,,0.0,,,,0.0,
2021-01-12 05:00:00+01:00,512.0,1133.0,5123.0,,,36.0,0.0,7726.0,276.0,32.0,60.0,15.0,,0.0,,,,0.0,
2021-01-12 06:00:00+01:00,530.0,1250.0,5964.0,,0.0,36.0,0.0,7726.0,280.0,32.0,51.0,9.0,,0.0,,,,0.0,
2021-01-12 07:00:00+01:00,523.0,1272.0,5963.0,,0.0,36.0,,7723.0,284.0,43.0,50.0,10.0,,15.0,,,,0.0,5.0
2021-01-12 08:00:00+01:00,451.0,1328.0,6171.0,,0.0,36.0,0.0,7721.0,284.0,51.0,50.0,13.0,,292.0,,,,0.0,8.0
2021-01-12 09:00:00+01:00,454.0,1330.0,5741.0,,0.0,36.0,,7722.0,300.0,52.0,48.0,9.0,,873.0,,,,0.0,7.0
2021-01-12 10:00:00+01:00,481.0,1365.0,5618.0,,0.0,36.0,,7732.0,300.0,52.0,48.0,9.0,,1482.0,,,,0.0,9.0
2021-01-12 11:00:00+01:00,522.0,1369.0,5615.0,,0.0,36.0,,7737.0,300.0,48.0,47.0,21.0,,1938.0,,,,0.0,7.0
2021-01-12 12:00:00+01:00,548.0,1411.0,5481.0,,0.0,36.0,,7742.0,300.0,48.0,47.0,49.0,,2006.0,,,,0.0,
2021-01-12 13:00:00+01:00,525.0,1363.0,5208.0,,0.0,36.0,0.0,7749.0,298.0,52.0,48.0,46.0,,1746.0,,,,0.0,6.0
2021-01-12 14:00:00+01:00,520.0,1329.0,5436.0,,0.0,36.0,0.0,7751.0,296.0,51.0,46.0,67.0,,1036.0,,,,0.0,
2021-01-12 15:00:00+01:00,516.0,1399.0,5703.0,,0.0,36.0,0.0,7750.0,296.0,55.0,50.0,97.0,,272.0,,,,0.0,
2021-01-12 16:00:00+01:00,514.0,1395.0,5757.0,,0.0,36.0,0.0,7750.0,296.0,52.0,58.0,150.0,,5.0,,,,0.0,4.0
2021-01-12 17:00:00+01:00,483.0,1344.0,5849.0,,0.0,36.0,0.0,7747.0,300.0,52.0,56.0,250.0,,0.0,,,,0.0,5.0
2021-01-12 18:00:00+01:00,481.0,1362.0,5983.0,,0.0,36.0,0.0,7744.0,280.0,51.0,61.0,287.0,,0.0,,,,0.0,8.0
2021-01-12 19:00:00+01:00,488.0,1364.0,5787.0,,0.0,36.0,0.0,7742.0,280.0,51.0,61.0,353.0,,0.0,,,,0.0,6.0
2021-01-12 20:00:00+01:00,500.0,1325.0,5627.0,,0.0,36.0,0.0,7740.0,280.0,52.0,64.0,380.0,,0.0,,,,0.0,7.0
2021-01-12 21:00:00+01:00,504.0,1257.0,5615.0,,0.0,36.0,0.0,7741.0,280.0,48.0,62.0,300.0,,0.0,,,,0.0,4.0
2021-01-12 22:00:00+01:00,460.0,1153.0,5328.0,,0.0,37.0,0.0,7744.0,276.0,48.0,70.0,247.0,,0.0,,,,0.0,9.0
2021-01-12 23:00:00+01:00,541.0,1108.0,4844.0,,,39.0,0.0,7744.0,276.0,48.0,55.0,209.0,,0.0,,,,0.0,4.0
2021-01-13 00:00:00+01:00,544.0,1127.0,5130.0,0.0,,36.0,0.0,7750.0,300.0,45.0,53.0,412.0,,0.0,,,,0.0,6.0
2021-01-13 01:00:00+01:00,530.0,1202.0,5004.0,,,36.0,0.0,7750.0,300.0,40.0,66.0,409.0,,0.0,,,,0.0,
2021-01-13 02:00:00+01:00,462.0,1160.0,4985.0,,,36.0,0.0,7749.0,296.0,35.0,62.0,525.0,,0.0,,,,0.0,
2021-01-13 03:00:00+01:00,474.0,1037.0,4926.0,,,36.0,0.0,7751.0,300.0,32.0,63.0,693.0,,0.0,,,,0.0,
2021-01-13 04:00:00+01:00,518.0,1076.0,4955.0,,0.0,39.0,0.0,7750.0,296.0,28.0,67.0,811.0,,0.0,,,,0.0,99.0
2021-01-13 05:00:00+01:00,584.0,1199.0,5335.0,,0.0,40.0,0.0,7742.0,296.0,38.0,66.0,775.0,,0.0,,,,0.0,152.0
2021-01-13 06:00:00+01:00,637.0,1265.0,5619.0,,0.0,40.0,0.0,7739.0,300.0,45.0,63.0,819.0,,0.0,,,,0.0,155.0
2021-01-13 07:00:00+01:00,638.0,1279.0,5888.0,,0.0,40.0,0.0,7740.0,304.0,50.0,65.0,714.0,,14.0,,,,0.0,154.0
2021-01-13 08:00:00+01:00,637.0,1360.0,6057.0,,0.0,40.0,0.0,7739.0,304.0,53.0,66.0,656.0,,358.0,,,,0.0,153.0
2021-01-13 09:00:00+01:00,633.0,1365.0,5756.0,,0.0,40.0,0.0,7737.0,320.0,55.0,61.0,770.0,,1391.0,,,,0.0,156.0
2021-01-13 10:00:00+01:00,508.0,1344.0,5084.0,,0.0,41.0,0.0,7741.0,320.0,56.0,67.0,519.0,,2560.0,,,,0.0,160.0
2021-01-13 11:00:00+01:00,380.0,1400.0,5230.0,,0.0,44.0,0.0,7745.0,320.0,57.0,62.0,622.0,,3152.0,,,,0.0,160.0
2021-01-13 12:00:00+01:00,403.0,1414.0,5104.0,,0.0,41.0,0.0,7743.0,320.0,53.0,60.0,838.0,,3155.0,,,,0.0,160.0
2021-01-13 13:00:00+01:00,427.0,1398.0,4585.0,,,40.0,0.0,7746.0,318.0,49.0,66.0,933.0,,2531.0,,,,0.0,161.0
2021-01-13 14:00:00+01:00,431.0,1413.0,5155.0,,,40.0,0.0,7745.0,316.0,51.0,62.0,796.0,,1467.0,,,,0.0,156.0
2021-01-13 15:00:00+01:00,446.0,1404.0,5634.0,0.0,,40.0,0.0,7743.0,316.0,56.0,64.0,670.0,,437.0,,,,0.0,160.0
2021-01-13 16:00:00+01:00,441.0,1366.0,5822.0,0.0,,40.0,0.0,7740.0,320.0,53.0,60.0,703.0,,14.0,,,,0.0,157.0
2021-01-13 17:00:00+01:00,460.0,1359.0,6046.0,,0.0,41.0,0.0,7742.0,320.0,56.0,60.0,634.0,,0.0,,,,0.0,158.0
2021-01-13 18:00:00+01:00,455.0,1383.0,6135.0,,0.0,40.0,0.0,7741.0,300.0,52.0,68.0,444.0,,0.0,,,,0.0,158.0
2021-01-13 19:00:00+01:00,453.0,1345.0,6208.0,,0.0,41.0,0.0,7735.0,300.0,53.0,63.0,377.0,,0.0,,,,0.0,160.0
2021-01-13 20:00:00+01:00,453.0,1328.0,6047.0,,0.0,42.0,0.0,7738.0,300.0,56.0,63.0,240.0,,0.0,,,,0.0,160.0
2021-01-13 21:00:00+01:00,454.0,1304.0,5963.0,,0.0,43.0,0.0,7740.0,300.0,53.0,63.0,376.0,,0.0,,,,0.0,161.0
2021-01-13 22:00:00+01:00,456.0,1255.0,5360.0,,0.0,40.0,0.0,7746.0,296.0,52.0,60.0,473.0,,0.0,,,,0.0,160.0
2021-01-13 23:00:00+01:00,464.0,1260.0,5386.0,,0.0,40.0,0.0,7746.0,296.0,54.0,67.0,449.0,,0.0,,,,0.0,160.0
2021-01-14 00:00:00+01:00,468.0,1240.0,5381.0,,0.0,40.0,0.0,7753.0,304.0,52.0,63.0,431.0,,0.0,,,,0.0,160.0
2021-01-14 01:00:00+01:00,454.0,1329.0,5219.0,,0.0,40.0,0.0,7757.0,304.0,41.0,62.0,625.0,,0.0,,,,0.0,160.0
2021-01-14 02:00:00+01:00,388.0,1248.0,4542.0,,0.0,40.0,0.0,7757.0,300.0,36.0,59.0,558.0,,0.0,,,,0.0,162.0
2021-01-14 03:00:00+01:00,363.0,1162.0,4621.0,,0.0,41.0,0.0,7755.0,304.0,32.0,60.0,301.0,,0.0,,,,0.0,160.0
2021-01-14 04:00:00+01:00,357.0,1249.0,5327.0,,0.0,44.0,0.0,7751.0,300.0,34.0,60.0,171.0,,0.0,,,,0.0,160.0
2021-01-14 05:00:00+01:00,402.0,1345.0,5505.0,,0.0,44.0,0.0,7751.0,300.0,43.0,60.0,246.0,,0.0,,,,0.0,158.0
2021-01-14 06:00:00+01:00,447.0,1355.0,5830.0,,0.0,44.0,0.0,7746.0,304.0,42.0,61.0,620.0,,0.0,,,,0.0,161.0
2021-01-14 07:00:00+01:00,439.0,1334.0,5990.0,,0.0,44.0,2.0,7754.0,308.0,51.0,60.0,945.0,,10.0,,,,0.0,163.0
2021-01-14 08:00:00+01:00,431.0,1394.0,6123.0,,0.0,44.0,8.0,7759.0,308.0,56.0,65.0,927.0,,185.0,,,,0.0,159.0
2021-01-14 09:00:00+01:00,438.0,1399.0,6049.0,,0.0,44.0,12.0,7758.0,324.0,60.0,56.0,929.0,,729.0,,,,0.0,160.0
2021-01-14 10:00:00+01:00,444.0,1400.0,6041.0,,0.0,44.0,12.0,7758.0,324.0,64.0,58.0,793.0,,1439.0,,,,0.0,160.0
2021-01-14 11:00:00+01:00,446.0,1434.0,6060.0,,0.0,44.0,12.0,7759.0,324.0,65.0,59.0,904.0,,1739.0,,,,0.0,160.0
2021-01-14 12:00:00+01:00,429.0,1429.0,6047.0,,0.0,44.0,12.0,7756.0,324.0,60.0,57.0,975.0,,1540.0,,,,0.0,161.0
2021-01-14 13:00:00+01:00,440.0,1403.0,6389.0,,0.0,44.0,12.0,7751.0,322.0,51.0,56.0,884.0,,1041.0,,,,0.0,165.0
2021-01-14 14:00:00+01:00,439.0,1447.0,6140.0,,0.0,44.0,12.0,7748.0,320.0,56.0,59.0,826.0,,769.0,,,,0.0,165.0
2021-01-14 15:00:00+01:00,448.0,1448.0,6082.0,,0.0,44.0,12.0,7749.0,320.0,56.0,54.0,833.0,,276.0,,,,0.0,164.0
2021-01-14 16:00:00+01:00,450.0,1372.0,6096.0,,0.0,44.0,12.0,7752.0,324.0,56.0,60.0,744.0,,10.0,,,,0.0,164.0
2021-01-14 17:00:00+01:00,448.0,1422.0,6093.0,,0.0,44.0,12.0,7754.0,324.0,56.0,62.0,871.0,,0.0,,,,0.0,164.0
2021-01-14 18:00:00+01:00,445.0,1424.0,6403.0,,0.0,44.0,12.0,7753.0,304.0,56.0,57.0,806.0,,0.0,,,,0.0,107.0
2021-01-14 19:00:00+01:00,421.0,1390.0,6335.0,,0.0,44.0,12.0,7753.0,304.0,56.0,58.0,956.0,,0.0,,,,0.0,21.0
2021-01-14 20:00:00+01:00,348.0,1374.0,6181.0,,0.0,44.0,12.0,7751.0,304.0,52.0,62.0,889.0,,0.0,,,,0.0,16.0
2021-01-14 21:00:00+01:00,349.0,1395.0,6262.0,,0.0,44.0,12.0,7747.0,304.0,51.0,60.0,799.0,,0.0,,,,0.0,12.0
2021-01-14 22:00:00+01:00,344.0,1259.0,6000.0,,0.0,44.0,12.0,7744.0,300.0,54.0,66.0,723.0,,0.0,,,,0.0,14.0
2021-01-14 23:00:00+01:00,348.0,1138.0,5608.0,,0.0,44.0,12.0,7743.0,300.0,52.0,59.0,615.0,,0.0,,,,0.0,16.0
2021-01-15 00:00:00+01:00,348.0,1166.0,5506.0,,,44.0,12.0,7749.0,288.0,51.0,64.0,516.0,,0.0,,,,0.0,15.0
2021-01-15 01:00:00+01:00,349.0,1168.0,5522.0,,,44.0,12.0,7752.0,288.0,46.0,63.0,476.0,,0.0,,,,0.0,14.0
2021-01-15 02:00:00+01:00,334.0,1121.0,5451.0,,,44.0,12.0,7756.0,284.0,36.0,67.0,495.0,,0.0,,,,0.0,13.0
2021-01-15 03:00:00+01:00,318.0,1137.0,5400.0,,,44.0,12.0,7761.0,288.0,35.0,62.0,539.0,,0.0,,,,0.0,16.0
2021-01-15 04:00:00+01:00,330.0,1148.0,5319.0,,0.0,44.0,12.0,7767.0,284.0,33.0,61.0,547.0,,0.0,,,,0.0,16.0
2021-01-15 05:00:00+01:00,336.0,1189.0,5158.0,,0.0,44.0,12.0,7767.0,284.0,42.0,65.0,609.0,,0.0,,,,0.0,12.0
2021-01-15 06:00:00+01:00,356.0,1289.0,5629.0,,0.0,44.0,12.0,7770.0,288.0,45.0,58.0,602.0,,0.0,,,,0.0,17.0
2021-01-15 07:00:00+01:00,361.0,1301.0,6030.0,,0.0,44.0,12.0,7768.0,292.0,53.0,62.0,486.0,,25.0,,,,0.0,17.0
2021-01-15 08:00:00+01:00,380.0,1362.0,6376.0,,0.0,44.0,8.0,7616.0,292.0,52.0,59.0,439.0,,251.0,,,,0.0,10.0
2021-01-15 09:00:00+01:00,375.0,1338.0,7681.0,450.0,,44.0,8.0,6734.0,308.0,52.0,59.0,441.0,,560.0,,,,0.0,19.0
2021-01-15 10:00:00+01:00,332.0,1381.0,7415.0,974.0,,44.0,8.0,6735.0,308.0,54.0,61.0,420.0,,891.0,,,,0.0,21.0
2021-01-15 11:00:00+01:00,282.0,1426.0,7169.0,967.0,,44.0,8.0,6738.0,308.0,51.0,58.0,463.0,,1104.0,,,,0.0,18.0
2021-01-15 12:00:00+01:00,328.0,1419.0,7012.0,437.0,,44.0,12.0,6738.0,308.0,48.0,58.0,340.0,,1201.0,,,,0.0,21.0
2021-01-15 13:00:00+01:00,344.0,1322.0,6877.0,,,44.0,16.0,6737.0,308.0,48.0,59.0,286.0,,1108.0,,,,0.0,18.0
2021-01-15 14:00:00+01:00,348.0,1306.0,6653.0,,0.0,44.0,16.0,6814.0,308.0,49.0,60.0,288.0,,772.0,,,,0.0,21.0
2021-01-15 15:00:00+01:00,358.0,1390.0,6589.0,,0.0,44.0,16.0,7075.0,304.0,52.0,56.0,290.0,,275.0,,,,0.0,16.0
2021-01-15 16:00:00+01:00,363.0,1291.0,6259.0,,0.0,44.0,16.0,7362.0,308.0,51.0,56.0,317.0,,11.0,,,,0.0,13.0
2021-01-15 17:00:00+01:00,357.0,1341.0,6335.0,,0.0,42.0,16.0,7606.0,308.0,49.0,61.0,364.0,,0.0,,,,0.0,16.0
2021-01-15 18:00:00+01:00,364.0,1287.0,6245.0,,0.0,44.0,16.0,7743.0,288.0,51.0,62.0,310.0,,0.0,,,,0.0,18.0
2021-01-15 19:00:00+01:00,367.0,1338.0,6322.0,,,44.0,16.0,7729.0,288.0,52.0,62.0,283.0,,0.0,,,,0.0,15.0
2021-01-15 20:00:00+01:00,363.0,1318.0,6198.0,,0.0,44.0,16.0,7736.0,288.0,49.0,58.0,253.0,,0.0,,,,0.0,12.0
2021-01-15 21:00:00+01:00,362.0,1277.0,6313.0,,0.0,44.0,16.0,7745.0,288.0,48.0,60.0,213.0,,0.0,,,,0.0,
2021-01-15 22:00:00+01:00,367.0,1185.0,5735.0,,0.0,45.0,16.0,7759.0,284.0,48.0,63.0,317.0,,0.0,,,,0.0,11.0
2021-01-15 23:00:00+01:00,327.0,1194.0,5678.0,,0.0,48.0,16.0,7741.0,284.0,48.0,56.0,360.0,,0.0,,,,0.0,12.0
2021-01-16 00:00:00+01:00,356.0,1233.0,5801.0,,1.0,45.0,16.0,7742.0,296.0,48.0,62.0,362.0,,0.0,,,,0.0,10.0
2021-01-16 01:00:00+01:00,362.0,1354.0,5502.0,,1.0,46.0,16.0,7740.0,296.0,41.0,60.0,397.0,,0.0,,,,0.0,
2021-01-16 02:00:00+01:00,356.0,1274.0,5367.0,,4.0,48.0,16.0,7747.0,288.0,36.0,61.0,407.0,,0.0,,,,0.0,
2021-01-16 03:00:00+01:00,339.0,1156.0,5402.0,,4.0,48.0,16.0,7751.0,296.0,33.0,64.0,406.0,,0.0,,,,0.0,
2021-01-16 04:00:00+01:00,349.0,1226.0,5285.0,,4.0,48.0,16.0,7751.0,300.0,32.0,61.0,561.0,,0.0,,,,0.0,
2021-01-16 05:00:00+01:00,353.0,1193.0,5311.0,,4.0,48.0,16.0,7744.0,300.0,32.0,60.0,653.0,,0.0,,,,0.0,7.0
2021-01-16 06:00:00+01:00,358.0,1267.0,5638.0,,1.0,48.0,16.0,7734.0,308.0,42.0,58.0,641.0,,0.0,,,,0.0,14.0
2021-01-16 07:00:00+01:00,370.0,1340.0,5558.0,,1.0,48.0,16.0,7737.0,296.0,48.0,62.0,563.0,,29.0,,,,0.0,9.0
2021-01-16 08:00:00+01:00,359.0,1347.0,5404.0,,0.0,48.0,20.0,7739.0,296.0,51.0,62.0,501.0,,333.0,,,,0.0,11.0
2021-01-16 09:00:00+01:00,359.0,1348.0,5433.0,,0.0,48.0,20.0,7757.0,304.0,52.0,58.0,565.0,,925.0,,,,0.0,14.0
2021-01-16 10:00:00+01:00,352.0,1343.0,5334.0,,0.0,48.0,20.0,7766.0,312.0,51.0,61.0,623.0,,1576.0,,,,0.0,11.0
2021-01-16 11:00:00+01:00,350.0,1340.0,5405.0,,0.0,48.0,20.0,7753.0,312.0,53.0,56.0,680.0,,1891.0,,,,0.0,8.0
2021-01-16 12:00:00+01:00,356.0,1258.0,5534.0,,0.0,48.0,20.0,7746.0,316.0,56.0,60.0,593.0,,1738.0,,,,0.0,6.0
2021-01-16 13:00:00+01:00,370.0,1260.0,5430.0,,0.0,48.0,20.0,7747.0,324.0,55.0,60.0,590.0,,1470.0,,,,0.0,5.0
2021-01-16 14:00:00+01:00,363.0,1276.0,5286.0,,0.0,48.0,20.0,7737.0,324.0,53.0,60.0,571.0,,901.0,,,,0.0,
2021-01-16 15:00:00+01:00,372.0,1295.0,5241.0,,0.0,48.0,20.0,7733.0,324.0,52.0,58.0,560.0,,299.0,,,,0.0,
2021-01-16 16:00:00+01:00,372.0,1229.0,5410.0,,0.0,48.0,20.0,7731.0,324.0,52.0,58.0,478.0,,10.0,,,,0.0,9.0
2021-01-16 17:00:00+01:00,370.0,1337.0,5622.0,,0.0,48.0,20.0,7733.0,316.0,52.0,60.0,433.0,,0.0,,,,0.0,10.0
2021-01-16 18:00:00+01:00,356.0,1383.0,5564.0,,0.0,48.0,20.0,7738.0,296.0,52.0,57.0,542.0,,0.0,,,,0.0,12.0
2021-01-16 19:00:00+01:00,390.0,1355.0,5498.0,,0.0,48.0,20.0,7741.0,304.0,52.0,58.0,610.0,,0.0,,,,0.0,12.0
2021-01-16 20:00:00+01:00,438.0,1334.0,5439.0,,0.0,48.0,20.0,7748.0,304.0,52.0,63.0,339.0,,0.0,,,,0.0,9.0
2021-01-16 21:00:00+01:00,373.0,1253.0,5474.0,,0.0,48.0,20.0,7756.0,308.0,48.0,57.0,321.0,,0.0,,,,0.0,8.0
2021-01-16 22:00:00+01:00,417.0,1310.0,5560.0,,0.0,48.0,20.0,7757.0,304.0,48.0,61.0,227.0,,0.0,,,,0.0,9.0
2021-01-16 23:00:00+01:00,425.0,1238.0,5462.0,,0.0,48.0,20.0,7761.0,304.0,49.0,62.0,198.0,,0.0,,,,0.0,7.0
2021-01-17 00:00:00+01:00,413.0,1187.0,4770.0,,0.0,48.0,20.0,7760.0,296.0,52.0,61.0,222.0,,0.0,,,,0.0,8.0
2021-01-17 01:00:00+01:00,414.0,1149.0,4688.0,,,48.0,20.0,7753.0,296.0,45.0,63.0,239.0,,0.0,,,,0.0,8.0
2021-01-17 02:00:00+01:00,353.0,1053.0,4681.0,,0.0,48.0,20.0,7755.0,288.0,40.0,57.0,355.0,,0.0,,,,0.0,9.0
2021-01-17 03:00:00+01:00,330.0,1077.0,4614.0,,0.0,48.0,20.0,7765.0,296.0,36.0,62.0,355.0,,0.0,,,,0.0,9.0
2021-01-17 04:00:00+01:00,329.0,1086.0,4608.0,,0.0,48.0,20.0,7767.0,300.0,36.0,61.0,348.0,,0.0,,,,0.0,13.0
2021-01-17 05:00:00+01:00,332.0,1081.0,4600.0,,0.0,48.0,20.0,7766.0,300.0,36.0,61.0,459.0,,0.0,,,,0.0,11.0
2021-01-17 06:00:00+01:00,382.0,626.0,4811.0,,0.0,48.0,20.0,7761.0,308.0,43.0,64.0,357.0,,0.0,,,,0.0,11.0
2021-01-17 07:00:00+01:00,415.0,581.0,4722.0,,0.0,48.0,20.0,7755.0,296.0,47.0,62.0,251.0,,15.0,,,,0.0,3.0
2021-01-17 08:00:00+01:00,416.0,592.0,4937.0,,0.0,48.0,24.0,7751.0,296.0,51.0,62.0,229.0,,121.0,,,,0.0,11.0
2021-01-17 09:00:00+01:00,423.0,983.0,5289.0,,0.0,48.0,24.0,7753.0,304.0,54.0,58.0,248.0,,268.0,,,,0.0,8.0
2021-01-17 10:00:00+01:00,428.0,1204.0,5049.0,,0.0,48.0,24.0,7760.0,312.0,53.0,61.0,218.0,,428.0,,,,0.0,6.0
2021-01-17 11:00:00+01:00,428.0,1139.0,4828.0,,0.0,48.0,24.0,7759.0,312.0,52.0,66.0,244.0,,585.0,,,,0.0,9.0
2021-01-17 12:00:00+01:00,438.0,1198.0,4791.0,,0.0,48.0,24.0,7759.0,316.0,50.0,56.0,273.0,,620.0,,,,0.0,8.0
2021-01-17 13:00:00+01:00,427.0,1289.0,4994.0,,0.0,48.0,24.0,7762.0,324.0,48.0,61.0,215.0,,474.0,,,,0.0,9.0
2021-01-17 14:00:00+01:00,419.0,1308.0,4799.0,,0.0,52.0,24.0,7760.0,324.0,48.0,59.0,161.0,,282.0,,,,0.0,8.0
2021-01-17 15:00:00+01:00,421.0,1282.0,4790.0,,0.0,52.0,24.0,7751.0,324.0,52.0,61.0,150.0,,89.0,,,,0.0,8.0
2021-01-17 16:00:00+01:00,422.0,1251.0,4784.0,,0.0,52.0,24.0,7754.0,324.0,50.0,57.0,140.0,,2.0,,,,0.0,6.0
2021-01-17 17:00:00+01:00,432.0,1345.0,4972.0,,0.0,52.0,24.0,7755.0,316.0,48.0,58.0,119.0,,0.0,,,,0.0,6.0
2021-01-17 18:00:00+01:00,433.0,1316.0,5046.0,,0.0,52.0,24.0,7753.0,296.0,48.0,64.0,99.0,,0.0,,,,0.0,6.0
2021-01-17 19:00:00+01:00,434.0,1321.0,4908.0,,0.0,52.0,24.0,7756.0,304.0,48.0,58.0,139.0,,0.0,,,,0.0,9.0
2021-01-17 20:00:00+01:00,392.0,1225.0,5007.0,,0.0,52.0,24.0,7757.0,304.0,48.0,61.0,177.0,,0.0,,,,0.0,10.0
2021-01-17 21:00:00+01:00,374.0,1181.0,5477.0,,0.0,52.0,24.0,7753.0,308.0,49.0,59.0,181.0,,0.0,,,,0.0,9.0
2021-01-17 22:00:00+01:00,393.0,1330.0,5115.0,,0.0,52.0,24.0,7747.0,304.0,48.0,59.0,199.0,,0.0,,,,0.0,11.0
2021-01-17 23:00:00+01:00,387.0,1236.0,5081.0,,0.0,52.0,24.0,7743.0,304.0,48.0,57.0,155.0,,0.0,,,,0.0,
2021-01-18 00:00:00+01:00,338.0,1141.0,5799.0,,0.0,52.0,28.0,7741.0,296.0,47.0,57.0,141.0,,0.0,,,,0.0,
2021-01-18 01:00:00+01:00,346.0,1125.0,5659.0,,0.0,52.0,28.0,7745.0,296.0,41.0,59.0,153.0,,0.0,,,,0.0,1.0
2021-01-18 02:00:00+01:00,285.0,1107.0,5742.0,,0.0,56.0,28.0,7751.0,288.0,36.0,59.0,148.0,,0.0,,,,0.0,4.0
2021-01-18 03:00:00+01:00,278.0,1089.0,5497.0,,0.0,56.0,28.0,7755.0,296.0,34.0,56.0,75.0,,0.0,,,,0.0,4.0
2021-01-18 04:00:00+01:00,288.0,1096.0,5764.0,,0.0,56.0,28.0,7761.0,300.0,32.0,55.0,127.0,,0.0,,,,0.0,10.0
2021-01-18 05:00:00+01:00,314.0,1017.0,5933.0,,0.0,56.0,28.0,7759.0,300.0,39.0,61.0,104.0,,0.0,,,,0.0,10.0
2021-01-18 06:00:00+01:00,341.0,950.0,6278.0,,0.0,56.0,28.0,7759.0,308.0,40.0,64.0,39.0,,0.0,,,,0.0,12.0
2021-01-18 07:00:00+01:00,331.0,1031.0,6897.0,,0.0,56.0,28.0,7752.0,296.0,43.0,60.0,26.0,,18.0,,,,0.0,
2021-01-18 08:00:00+01:00,327.0,1130.0,7108.0,,0.0,56.0,28.0,7750.0,296.0,44.0,58.0,32.0,,248.0,,,,0.0,
2021-01-18 09:00:00+01:00,313.0,1109.0,7335.0,,,56.0,28.0,7754.0,304.0,47.0,57.0,44.0,,618.0,,,,0.0,10.0
2021-01-18 10:00:00+01:00,334.0,1199.0,6650.0,,0.0,56.0,28.0,7754.0,312.0,46.0,59.0,28.0,,1025.0,,,,0.0,
2021-01-18 11:00:00+01:00,348.0,1176.0,6317.0,,0.0,56.0,21.0,7753.0,312.0,49.0,55.0,24.0,,1325.0,,,,0.0,7.0
2021-01-18 12:00:00+01:00,356.0,1092.0,7066.0,,0.0,56.0,24.0,7754.0,316.0,51.0,55.0,30.0,,1281.0,,,,0.0,11.0
2021-01-18 13:00:00+01:00,360.0,1157.0,6549.0,,,56.0,28.0,7760.0,324.0,52.0,56.0,20.0,,937.0,,,,0.0,9.0
2021-01-18 14:00:00+01:00,350.0,1205.0,6131.0,,0.0,56.0,28.0,7760.0,324.0,52.0,59.0,11.0,,522.0,,,,0.0,11.0
2021-01-18 15:00:00+01:00,351.0,1213.0,5981.0,,0.0,56.0,28.0,7763.0,324.0,50.0,56.0,7.0,,161.0,,,,0.0,14.0
2021-01-18 16:00:00+01:00,337.0,1192.0,6160.0,,0.0,56.0,28.0,7766.0,324.0,48.0,55.0,19.0,,4.0,,,,0.0,9.0
2021-01-18 17:00:00+01:00,341.0,1167.0,6613.0,,0.0,56.0,28.0,7767.0,316.0,48.0,54.0,28.0,,0.0,,,,0.0,9.0
