UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-10-09 00:00:00,1277.96,3257.52,8347.0,0.0,2603.53,6.45,0.0,41.11
2023-10-09 01:00:00,1290.24,3521.36,8370.0,0.0,2608.66,0.0,0.0,46.93
2023-10-09 02:00:00,1299.95,3184.52,8359.0,0.0,2431.83,0.0,1.0,43.34
2023-10-09 03:00:00,1295.59,3364.36,8372.0,0.0,1694.66,0.0,1.0,41.41
2023-10-09 04:00:00,1293.8,3149.52,8372.0,0.0,1177.9,0.0,1.0,35.1
2023-10-09 05:00:00,1300.19,2975.36,8378.0,0.0,816.37,0.0,2.0,33.63
2023-10-09 06:00:00,1299.66,3026.52,8369.0,0.0,288.74,0.0,3.0,38.32
2023-10-09 07:00:00,1300.4,2889.36,8372.0,0.0,222.03,0.0,3.0,36.21
2023-10-09 08:00:00,1303.07,2908.36,8376.0,0.0,216.98,0.0,4.0,37.32
2023-10-09 09:00:00,1301.38,2964.36,8388.0,0.0,297.7,0.0,4.0,35.26
2023-10-09 10:00:00,1303.72,3453.68,8391.0,0.0,393.91,0.0,4.0,38.32
2023-10-09 11:00:00,1659.8,3744.36,8375.0,0.0,794.86,0.0,4.0,35.29
2023-10-09 12:00:00,2091.03,3730.36,8385.0,0.0,1332.19,0.0,6.0,36.33
2023-10-09 13:00:00,2319.25,3691.36,8390.0,0.0,1476.51,108.35,8.0,40.21
2023-10-09 14:00:00,2317.54,3563.52,8384.0,0.0,1519.08,414.05,9.0,35.15
2023-10-09 15:00:00,2311.83,3469.52,8390.0,0.0,1503.63,593.78,11.0,39.02
2023-10-09 16:00:00,2323.96,3263.52,8381.0,7.0,1574.5,638.42,8.0,37.27
2023-10-09 17:00:00,2326.83,3382.36,8375.0,0.0,1683.39,633.27,10.0,35.85
2023-10-09 18:00:00,2332.3,3237.68,8357.0,0.0,1821.47,633.17,8.0,36.29
2023-10-09 19:00:00,2395.2,3042.36,8360.0,0.0,1963.56,634.8,9.0,43.31
2023-10-09 20:00:00,2394.58,2901.52,8355.0,0.0,2194.2,655.32,7.0,41.04
2023-10-09 21:00:00,2387.39,2808.36,8359.0,0.0,2467.86,587.4,5.0,41.3
2023-10-09 22:00:00,2395.51,2972.68,8355.0,0.0,2656.12,465.32,2.0,44.21
2023-10-09 23:00:00,2414.99,3268.36,8355.0,0.0,2789.12,184.49,2.0,44.22
