UTC time,hydro,other
2023-07-24 00:00:00,1051.0,235.0
2023-07-24 01:00:00,437.0,235.0
2023-07-24 02:00:00,260.0,236.0
2023-07-24 03:00:00,237.0,235.0
2023-07-24 04:00:00,235.0,206.0
2023-07-24 05:00:00,208.0,178.0
2023-07-24 06:00:00,166.0,173.0
2023-07-24 07:00:00,166.0,173.0
2023-07-24 08:00:00,164.0,173.0
2023-07-24 09:00:00,166.0,172.0
2023-07-24 10:00:00,166.0,172.0
2023-07-24 11:00:00,164.0,173.0
2023-07-24 12:00:00,131.0,175.0
2023-07-24 13:00:00,232.0,204.0
2023-07-24 14:00:00,296.0,233.0
2023-07-24 15:00:00,314.0,235.0
2023-07-24 16:00:00,331.0,235.0
2023-07-24 17:00:00,351.0,235.0
2023-07-24 18:00:00,704.0,236.0
2023-07-24 19:00:00,804.0,236.0
2023-07-24 20:00:00,1209.0,235.0
2023-07-24 21:00:00,1285.0,236.0
2023-07-24 22:00:00,1293.0,235.0
2023-07-24 23:00:00,1286.0,235.0
