UTC time,hydro,other
2023-08-21 00:00:00,995.0,0.0
2023-08-21 01:00:00,917.0,0.0
2023-08-21 02:00:00,528.0,0.0
2023-08-21 03:00:00,313.0,0.0
2023-08-21 04:00:00,308.0,0.0
2023-08-21 05:00:00,305.0,0.0
2023-08-21 06:00:00,172.0,0.0
2023-08-21 07:00:00,168.0,0.0
2023-08-21 08:00:00,169.0,0.0
2023-08-21 09:00:00,167.0,0.0
2023-08-21 10:00:00,168.0,0.0
2023-08-21 11:00:00,130.0,0.0
2023-08-21 12:00:00,151.0,0.0
2023-08-21 13:00:00,162.0,0.0
2023-08-21 14:00:00,169.0,0.0
2023-08-21 15:00:00,227.0,0.0
2023-08-21 16:00:00,229.0,0.0
2023-08-21 17:00:00,471.0,0.0
2023-08-21 18:00:00,856.0,0.0
2023-08-21 19:00:00,977.0,0.0
2023-08-21 20:00:00,1228.0,0.0
2023-08-21 21:00:00,1268.0,0.0
2023-08-21 22:00:00,1265.0,0.0
2023-08-21 23:00:00,1270.0,0.0
