Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
42816,2023-11-22 00:00:00,2024-07-17 00:00:00,3.1,24.0,261.0,0.0
42817,2023-11-22 01:00:00,2024-07-17 00:00:00,3.1,24.0,216.0,0.0
42818,2023-11-22 02:00:00,2024-07-17 00:00:00,3.1,24.0,250.0,0.0
42819,2023-11-22 03:00:00,2024-07-17 00:00:00,3.1,24.0,177.0,0.0
42820,2023-11-22 04:00:00,2024-07-17 00:00:00,3.1,24.0,12.0,0.0
42821,2023-11-22 05:00:00,2024-07-17 00:00:00,3.1,24.0,8.0,0.0
42822,2023-11-22 06:00:00,2024-07-17 00:00:00,3.1,24.0,8.0,0.0
42823,2023-11-22 07:00:00,2024-07-17 00:00:00,3.1,24.0,8.0,0.0
42824,2023-11-22 08:00:00,2024-07-17 00:00:00,3.1,24.0,8.0,0.0
42825,2023-11-22 09:00:00,2024-07-17 00:00:00,3.1,24.0,8.0,0.0
42826,2023-11-22 10:00:00,2024-07-17 00:00:00,3.1,24.0,8.0,0.0
42827,2023-11-22 11:00:00,2024-07-17 00:00:00,3.1,24.0,21.0,0.0
42828,2023-11-22 12:00:00,2024-07-17 00:00:00,3.1,24.0,296.0,0.0
42829,2023-11-22 13:00:00,2024-07-17 00:00:00,3.1,24.0,661.0,0.0
42830,2023-11-22 14:00:00,2024-07-17 00:00:00,3.1,24.0,923.0,0.0
42831,2023-11-22 15:00:00,2024-07-17 00:00:00,3.1,24.0,1064.0,0.0
42832,2023-11-22 16:00:00,2024-07-17 00:00:00,3.1,24.0,1014.0,0.0
42833,2023-11-22 17:00:00,2024-07-17 00:00:00,3.1,24.0,796.0,0.0
42834,2023-11-22 18:00:00,2024-07-17 00:00:00,3.1,24.0,607.0,0.0
42835,2023-11-22 19:00:00,2024-07-17 00:00:00,3.1,24.0,329.0,0.0
42836,2023-11-22 20:00:00,2024-07-17 00:00:00,3.1,24.0,102.0,0.0
42837,2023-11-22 21:00:00,2024-07-17 00:00:00,3.1,24.0,70.0,0.0
42838,2023-11-22 22:00:00,2024-07-17 00:00:00,3.1,24.0,104.0,0.0
42839,2023-11-22 23:00:00,2024-07-17 00:00:00,3.1,24.0,142.0,0.0
