Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
43392,2023-12-16 00:00:00,2024-07-17 00:00:00,3.1,24.0,507.0,0.0
43393,2023-12-16 01:00:00,2024-07-17 00:00:00,3.1,24.0,245.0,0.0
43394,2023-12-16 02:00:00,2024-07-17 00:00:00,3.1,24.0,136.0,0.0
43395,2023-12-16 03:00:00,2024-07-17 00:00:00,3.1,24.0,41.0,0.0
43396,2023-12-16 04:00:00,2024-07-17 00:00:00,3.1,24.0,8.0,0.0
43397,2023-12-16 05:00:00,2024-07-17 00:00:00,3.1,24.0,8.0,0.0
43398,2023-12-16 06:00:00,2024-07-17 00:00:00,3.1,24.0,8.0,0.0
43399,2023-12-16 07:00:00,2024-07-17 00:00:00,3.1,24.0,8.0,0.0
43400,2023-12-16 08:00:00,2024-07-17 00:00:00,3.1,24.0,8.0,0.0
43401,2023-12-16 09:00:00,2024-07-17 00:00:00,3.1,24.0,9.0,0.0
43402,2023-12-16 10:00:00,2024-07-17 00:00:00,3.1,24.0,8.0,0.0
43403,2023-12-16 11:00:00,2024-07-17 00:00:00,3.1,24.0,27.0,0.0
43404,2023-12-16 12:00:00,2024-07-17 00:00:00,3.1,24.0,28.0,0.0
43405,2023-12-16 13:00:00,2024-07-17 00:00:00,3.1,24.0,34.0,0.0
43406,2023-12-16 14:00:00,2024-07-17 00:00:00,3.1,24.0,48.0,0.0
43407,2023-12-16 15:00:00,2024-07-17 00:00:00,3.1,24.0,183.0,0.0
43408,2023-12-16 16:00:00,2024-07-17 00:00:00,3.1,24.0,188.0,0.0
43409,2023-12-16 17:00:00,2024-07-17 00:00:00,3.1,24.0,102.0,0.0
43410,2023-12-16 18:00:00,2024-07-17 00:00:00,3.1,24.0,83.0,0.0
43411,2023-12-16 19:00:00,2024-07-17 00:00:00,3.1,24.0,29.0,0.0
43412,2023-12-16 20:00:00,2024-07-17 00:00:00,3.1,24.0,28.0,0.0
43413,2023-12-16 21:00:00,2024-07-17 00:00:00,3.1,24.0,28.0,0.0
43414,2023-12-16 22:00:00,2024-07-17 00:00:00,3.1,24.0,30.0,0.0
43415,2023-12-16 23:00:00,2024-07-17 00:00:00,3.1,24.0,228.0,0.0
