Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
38136,2023-05-11 00:00:00,2024-07-17 00:00:00,3.1,0.0,997.0,0.0
38137,2023-05-11 01:00:00,2024-07-17 00:00:00,3.1,0.0,915.0,0.0
38138,2023-05-11 02:00:00,2024-07-17 00:00:00,3.1,0.0,785.0,0.0
38139,2023-05-11 03:00:00,2024-07-17 00:00:00,3.1,0.0,408.0,0.0
38140,2023-05-11 04:00:00,2024-07-17 00:00:00,3.1,0.0,407.0,0.0
38141,2023-05-11 05:00:00,2024-07-17 00:00:00,3.1,0.0,396.0,0.0
38142,2023-05-11 06:00:00,2024-07-17 00:00:00,3.1,0.0,406.0,0.0
38143,2023-05-11 07:00:00,2024-07-17 00:00:00,3.1,0.0,400.0,0.0
38144,2023-05-11 08:00:00,2024-07-17 00:00:00,3.1,0.0,398.0,0.0
38145,2023-05-11 09:00:00,2024-07-17 00:00:00,3.1,0.0,399.0,0.0
38146,2023-05-11 10:00:00,2024-07-17 00:00:00,3.1,0.0,403.0,0.0
38147,2023-05-11 11:00:00,2024-07-17 00:00:00,3.1,0.0,403.0,0.0
38148,2023-05-11 12:00:00,2024-07-17 00:00:00,3.1,0.0,397.0,0.0
38149,2023-05-11 13:00:00,2024-07-17 00:00:00,3.1,0.0,406.0,0.0
38150,2023-05-11 14:00:00,2024-07-17 00:00:00,3.1,0.0,435.0,0.0
38151,2023-05-11 15:00:00,2024-07-17 00:00:00,3.1,0.0,435.0,0.0
38152,2023-05-11 16:00:00,2024-07-17 00:00:00,3.1,0.0,481.0,0.0
38153,2023-05-11 17:00:00,2024-07-17 00:00:00,3.1,0.0,481.0,0.0
38154,2023-05-11 18:00:00,2024-07-17 00:00:00,3.1,0.0,497.0,0.0
38155,2023-05-11 19:00:00,2024-07-17 00:00:00,3.1,0.0,505.0,0.0
38156,2023-05-11 20:00:00,2024-07-17 00:00:00,3.1,0.0,543.0,0.0
38157,2023-05-11 21:00:00,2024-07-17 00:00:00,3.1,0.0,476.0,0.0
38158,2023-05-11 22:00:00,2024-07-17 00:00:00,3.1,0.0,463.0,0.0
38159,2023-05-11 23:00:00,2024-07-17 00:00:00,3.1,0.0,496.0,0.0
