UTC time,hydro,other
2023-06-02 00:00:00,592.0,0.0
2023-06-02 01:00:00,580.0,0.0
2023-06-02 02:00:00,504.0,0.0
2023-06-02 03:00:00,475.0,0.0
2023-06-02 04:00:00,472.0,0.0
2023-06-02 05:00:00,374.0,0.0
2023-06-02 06:00:00,416.0,0.0
2023-06-02 07:00:00,427.0,0.0
2023-06-02 08:00:00,415.0,0.0
2023-06-02 09:00:00,425.0,0.0
2023-06-02 10:00:00,443.0,0.0
2023-06-02 11:00:00,444.0,0.0
2023-06-02 12:00:00,493.0,0.0
2023-06-02 13:00:00,501.0,0.0
2023-06-02 14:00:00,500.0,0.0
2023-06-02 15:00:00,524.0,0.0
2023-06-02 16:00:00,518.0,0.0
2023-06-02 17:00:00,609.0,0.0
2023-06-02 18:00:00,610.0,0.0
2023-06-02 19:00:00,608.0,0.0
2023-06-02 20:00:00,725.0,0.0
2023-06-02 21:00:00,942.0,0.0
2023-06-02 22:00:00,1016.0,0.0
2023-06-02 23:00:00,780.0,0.0
