UTC time,hydro,other
2023-04-11 00:00:00,874.0,0.0
2023-04-11 01:00:00,868.0,0.0
2023-04-11 02:00:00,771.0,0.0
2023-04-11 03:00:00,632.0,0.0
2023-04-11 04:00:00,601.0,0.0
2023-04-11 05:00:00,583.0,0.0
2023-04-11 06:00:00,611.0,0.0
2023-04-11 07:00:00,617.0,0.0
2023-04-11 08:00:00,619.0,0.0
2023-04-11 09:00:00,619.0,0.0
2023-04-11 10:00:00,619.0,0.0
2023-04-11 11:00:00,628.0,0.0
2023-04-11 12:00:00,803.0,0.0
2023-04-11 13:00:00,801.0,0.0
2023-04-11 14:00:00,805.0,0.0
2023-04-11 15:00:00,799.0,0.0
2023-04-11 16:00:00,738.0,0.0
2023-04-11 17:00:00,706.0,0.0
2023-04-11 18:00:00,710.0,0.0
2023-04-11 19:00:00,717.0,0.0
2023-04-11 20:00:00,767.0,0.0
2023-04-11 21:00:00,769.0,0.0
2023-04-11 22:00:00,769.0,0.0
2023-04-11 23:00:00,720.0,0.0
