UTC time,hydro,other
2023-11-02 00:00:00,262.0,0.0
2023-11-02 01:00:00,351.0,0.0
2023-11-02 02:00:00,308.0,0.0
2023-11-02 03:00:00,63.0,0.0
2023-11-02 04:00:00,67.0,0.0
2023-11-02 05:00:00,35.0,0.0
2023-11-02 06:00:00,38.0,0.0
2023-11-02 07:00:00,37.0,0.0
2023-11-02 08:00:00,28.0,0.0
2023-11-02 09:00:00,26.0,0.0
2023-11-02 10:00:00,32.0,0.0
2023-11-02 11:00:00,251.0,0.0
2023-11-02 12:00:00,874.0,0.0
2023-11-02 13:00:00,970.0,0.0
2023-11-02 14:00:00,967.0,0.0
2023-11-02 15:00:00,779.0,0.0
2023-11-02 16:00:00,640.0,0.0
2023-11-02 17:00:00,286.0,0.0
2023-11-02 18:00:00,118.0,0.0
2023-11-02 19:00:00,118.0,0.0
2023-11-02 20:00:00,116.0,0.0
2023-11-02 21:00:00,120.0,0.0
2023-11-02 22:00:00,123.0,0.0
2023-11-02 23:00:00,181.0,0.0
