UTC time,hydro,other
2023-03-08 00:00:00,953.0,0.0
2023-03-08 01:00:00,956.0,0.0
2023-03-08 02:00:00,922.0,0.0
2023-03-08 03:00:00,703.0,0.0
2023-03-08 04:00:00,640.0,0.0
2023-03-08 05:00:00,654.0,0.0
2023-03-08 06:00:00,665.0,22.0
2023-03-08 07:00:00,651.0,64.0
2023-03-08 08:00:00,657.0,90.0
2023-03-08 09:00:00,657.0,94.0
2023-03-08 10:00:00,658.0,122.0
2023-03-08 11:00:00,653.0,156.0
2023-03-08 12:00:00,651.0,157.0
2023-03-08 13:00:00,650.0,179.0
2023-03-08 14:00:00,702.0,181.0
2023-03-08 15:00:00,845.0,200.0
2023-03-08 16:00:00,889.0,201.0
2023-03-08 17:00:00,862.0,202.0
2023-03-08 18:00:00,891.0,202.0
2023-03-08 19:00:00,789.0,201.0
2023-03-08 20:00:00,747.0,201.0
2023-03-08 21:00:00,749.0,201.0
2023-03-08 22:00:00,751.0,200.0
2023-03-08 23:00:00,881.0,200.0
