UTC time,hydro,other
2023-04-25 00:00:00,363.0,0.0
2023-04-25 01:00:00,458.0,0.0
2023-04-25 02:00:00,453.0,0.0
2023-04-25 03:00:00,355.0,0.0
2023-04-25 04:00:00,303.0,0.0
2023-04-25 05:00:00,298.0,0.0
2023-04-25 06:00:00,308.0,0.0
2023-04-25 07:00:00,305.0,0.0
2023-04-25 08:00:00,305.0,0.0
2023-04-25 09:00:00,302.0,0.0
2023-04-25 10:00:00,307.0,0.0
2023-04-25 11:00:00,306.0,0.0
2023-04-25 12:00:00,376.0,0.0
2023-04-25 13:00:00,770.0,0.0
2023-04-25 14:00:00,693.0,0.0
2023-04-25 15:00:00,663.0,0.0
2023-04-25 16:00:00,521.0,0.0
2023-04-25 17:00:00,428.0,0.0
2023-04-25 18:00:00,360.0,0.0
2023-04-25 19:00:00,357.0,0.0
2023-04-25 20:00:00,361.0,0.0
2023-04-25 21:00:00,432.0,0.0
2023-04-25 22:00:00,441.0,0.0
2023-04-25 23:00:00,518.0,0.0
