UTC time,hydro,other
2023-12-01 00:00:00,301.0,0.0
2023-12-01 01:00:00,297.0,0.0
2023-12-01 02:00:00,380.0,0.0
2023-12-01 03:00:00,308.0,0.0
2023-12-01 04:00:00,107.0,0.0
2023-12-01 05:00:00,99.0,0.0
2023-12-01 06:00:00,101.0,0.0
2023-12-01 07:00:00,56.0,0.0
2023-12-01 08:00:00,38.0,0.0
2023-12-01 09:00:00,46.0,0.0
2023-12-01 10:00:00,53.0,0.0
2023-12-01 11:00:00,193.0,0.0
2023-12-01 12:00:00,243.0,0.0
2023-12-01 13:00:00,676.0,0.0
2023-12-01 14:00:00,629.0,0.0
2023-12-01 15:00:00,516.0,0.0
2023-12-01 16:00:00,460.0,0.0
2023-12-01 17:00:00,444.0,0.0
2023-12-01 18:00:00,311.0,0.0
2023-12-01 19:00:00,35.0,0.0
2023-12-01 20:00:00,22.0,0.0
2023-12-01 21:00:00,28.0,0.0
2023-12-01 22:00:00,225.0,0.0
2023-12-01 23:00:00,770.0,0.0
