UTC time,hydro,other
2023-06-28 00:00:00,574.0,0.0
2023-06-28 01:00:00,420.0,0.0
2023-06-28 02:00:00,122.0,0.0
2023-06-28 03:00:00,99.0,20.0
2023-06-28 04:00:00,82.0,46.0
2023-06-28 05:00:00,82.0,78.0
2023-06-28 06:00:00,14.0,92.0
2023-06-28 07:00:00,7.0,94.0
2023-06-28 08:00:00,7.0,125.0
2023-06-28 09:00:00,7.0,152.0
2023-06-28 10:00:00,7.0,180.0
2023-06-28 11:00:00,7.0,182.0
2023-06-28 12:00:00,8.0,185.0
2023-06-28 13:00:00,7.0,187.0
2023-06-28 14:00:00,7.0,191.0
2023-06-28 15:00:00,44.0,219.0
2023-06-28 16:00:00,49.0,235.0
2023-06-28 17:00:00,72.0,236.0
2023-06-28 18:00:00,160.0,235.0
2023-06-28 19:00:00,397.0,236.0
2023-06-28 20:00:00,1081.0,235.0
2023-06-28 21:00:00,1311.0,236.0
2023-06-28 22:00:00,1315.0,235.0
2023-06-28 23:00:00,1322.0,236.0
